Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.326s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	1.53
3.00	0.00	0.00	0.00	1.93	2.00	0.57	0.00	2.00
4.00	1.98	1.93	0.00	1.99	2.00	2.00	1.93	1.95
5.00	2.00	1.25	1.14	1.19	2.00	1.91	1.57	0.69
6.00	2.00	0.00	0.00	0.06	2.00	1.81	0.05	0.02
7.00	1.75	0.02	0.25	0.00	2.00	1.98	0.04	0.12
8.00	2.01	0.32	0.40	0.01	1.99	2.01	0.41	0.00
9.00	2.00	0.68	0.26	0.44	2.00	1.93	0.68	0.21
10.00	1.99	1.19	0.72	0.00	2.00	1.99	1.27	0.55
11.00	2.01	0.55	0.73	0.09	2.00	1.92	0.54	0.00
12.00	2.00	0.29	0.00	0.57	2.00	1.99	0.55	0.00
13.00	1.73	1.73	1.78	1.11	2.00	2.00	1.87	0.31
14.00	2.10	0.54	0.35	0.00	1.99	1.84	0.44	0.00
15.00	2.00	0.44	0.72	0.00	2.00	2.00	0.69	0.02
16.00	2.00	1.44	1.58	0.84	2.00	1.86	1.54	0.44
17.00	1.99	0.64	0.51	0.28	2.00	1.93	0.87	0.00
18.00	2.00	1.72	1.41	1.35	2.00	1.87	1.79	0.19
19.00	1.98	1.51	1.51	1.79	2.00	1.51	1.51	0.00
20.00	1.50	0.00	0.00	0.00	1.99	1.73	0.61	0.00
21.00	2.00	0.00	0.80	0.51	2.00	2.00	1.51	0.38
22.00	1.99	2.28	0.00	1.63	2.00	1.78	1.45	0.33
23.00	1.99	0.00	0.00	0.00	2.00	1.98	1.71	0.00
24.00	2.00	0.00	0.00	0.00	2.00	1.99	1.99	0.00
25.00	1.99	0.61	0.01	0.38	2.00	1.78	0.61	0.04
26.00	2.00	0.31	0.00	0.88	1.99	2.01	1.83	0.82
