Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.317s)
CreateVariables () DONE !!!
Creating 16 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	0.85	0.87	0.82	0.00	1.05	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00	0.00	0.00	1.31
3.00	0.82	0.99	1.13	0.09	0.41	0.00	0.00	0.00	2.00	0.00	1.04	0.00	0.00	0.00	0.00	1.11
4.00	1.27	0.93	1.11	0.00	1.88	0.00	0.00	0.18	2.00	0.00	0.02	0.00	0.00	1.04	0.13	0.39
5.00	0.41	0.45	0.85	0.00	0.34	0.00	0.32	0.01	2.00	0.00	0.00	0.00	0.00	1.55	0.25	0.05
6.00	0.55	0.48	0.15	0.00	1.58	0.00	0.15	0.19	2.00	0.00	0.00	0.00	0.39	1.98	0.95	0.44
7.00	0.32	0.49	0.13	0.00	1.01	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.22	0.55	0.34	0.34
8.00	0.44	0.58	0.27	0.00	1.50	0.00	1.78	0.01	1.99	0.00	0.37	0.00	0.32	1.02	0.01	0.00
9.00	1.58	0.32	0.32	0.00	1.46	0.00	0.65	0.00	2.00	0.00	0.99	0.00	1.08	0.89	0.46	1.22
10.00	1.64	1.11	0.52	0.00	1.70	0.00	0.00	0.31	2.00	0.00	0.01	0.21	0.89	1.11	0.24	0.07
11.00	0.40	0.79	0.00	0.00	0.98	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.10	1.34	0.00	0.00
12.00	0.29	0.00	0.00	0.00	1.28	0.00	0.92	0.00	2.00	0.00	0.53	0.00	0.98	1.06	1.28	0.01
13.00	0.58	0.00	0.00	0.00	1.25	0.00	0.48	0.00	2.00	0.00	0.01	0.00	1.27	1.21	1.17	0.95
14.00	0.77	0.06	0.29	0.00	0.87	0.00	0.20	0.00	1.99	0.00	0.00	0.00	1.18	2.13	0.71	0.51
15.00	0.80	0.51	0.25	0.00	1.06	0.00	0.49	0.29	2.00	0.00	0.31	0.00	0.82	0.60	0.54	0.15
16.00	0.26	0.64	0.46	0.00	1.52	0.00	0.73	0.27	2.00	0.00	0.20	0.04	0.16	0.51	0.04	0.27
17.00	1.00	1.37	0.41	0.00	1.75	0.00	0.00	0.31	2.00	0.00	0.00	0.00	0.87	0.92	0.00	0.00
18.00	1.11	0.53	0.00	0.00	1.45	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.59	0.37	0.00
19.00	0.66	0.65	0.44	0.00	1.53	0.00	0.31	0.00	2.00	0.00	0.44	0.00	0.62	0.97	0.98	0.58
20.00	1.91	1.61	0.21	0.00	1.94	0.00	1.19	0.00	1.99	0.00	1.37	0.00	0.06	1.31	0.88	0.00
21.00	0.58	0.25	0.52	0.00	0.81	0.00	0.94	0.00	2.00	0.00	0.44	0.00	1.05	1.00	0.06	0.00
22.00	0.08	0.00	0.22	0.00	1.11	0.00	1.75	0.00	2.00	0.00	1.27	0.00	1.34	1.71	0.21	0.00
23.00	1.01	0.59	0.53	0.00	1.37	0.00	0.00	0.00	2.00	0.00	0.62	0.00	1.22	1.47	0.38	0.00
24.00	0.84	1.20	0.58	0.00	1.61	0.00	1.05	0.00	2.00	0.00	0.58	0.00	0.00	0.91	0.78	0.29
25.00	0.21	0.81	0.80	0.00	1.40	0.53	0.00	0.00	2.00	0.00	0.00	0.00	1.67	1.32	1.20	0.66
26.00	1.24	0.48	0.16	0.00	1.37	1.20	0.31	0.00	1.99	0.00	0.00	0.05	0.01	1.24	0.47	0.41
27.00	0.08	0.64	0.78	0.00	2.36	1.94	2.30	0.00	2.00	0.00	1.68	0.37	1.22	1.59	0.93	0.27
28.00	0.00	0.09	0.19	0.00	1.19	0.09	0.29	0.00	2.00	0.00	0.18	0.21	0.00	0.60	0.47	0.00
29.00	1.99	0.32	0.47	0.00	1.45	0.82	0.14	0.00	2.00	0.00	0.00	0.00	1.85	1.24	0.58	0.00
30.00	0.14	0.46	0.35	0.00	0.93	0.62	0.07	0.00	2.00	0.00	0.35	0.00	0.88	0.87	0.71	0.42
31.00	0.00	0.15	0.48	0.00	0.40	1.61	0.13	0.00	2.00	0.00	0.13	0.00	0.68	0.91	0.00	0.00
32.00	1.38	1.08	0.31	0.00	1.68	1.27	0.00	0.00	1.99	0.00	0.29	0.00	0.00	0.73	0.65	0.00
33.00	0.22	0.05	0.38	0.00	0.94	1.27	0.45	0.00	2.00	0.00	0.00	0.61	0.87	1.33	0.52	0.00
34.00	0.81	0.78	0.09	0.00	0.66	1.45	0.00	0.00	2.00	0.00	0.00	0.31	0.51	0.32	0.00	0.00
35.00	1.02	0.77	1.39	0.00	1.94	0.71	0.72	0.00	2.00	0.00	0.00	0.00	0.89	1.61	0.00	0.00
36.00	0.77	0.38	0.08	0.00	1.20	1.18	0.99	0.00	2.00	0.00	0.00	0.00	0.53	0.53	0.46	0.00
37.00	0.87	1.07	0.71	0.00	1.55	1.83	1.72	0.00	2.00	0.00	1.08	0.12	0.00	0.35	0.91	0.09
38.00	0.78	0.54	0.37	0.00	1.37	0.58	0.00	0.00	1.99	0.00	0.60	0.04	1.38	1.37	0.52	0.26
39.00	1.07	0.46	0.47	0.00	1.81	0.24	0.00	0.00	2.00	0.00	0.00	0.00	0.46	1.13	0.82	0.00
40.00	1.87	0.59	0.49	0.00	1.33	0.00	0.25	0.80	2.00	0.00	0.13	0.00	0.54	1.01	0.24	0.00
41.00	0.25	0.00	0.28	0.00	1.27	0.55	0.61	0.00	2.00	0.00	0.00	0.00	1.55	1.31	0.13	0.13
42.00	0.00	0.31	0.00	0.00	1.86	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.55	0.61	0.33
43.00	1.51	0.95	0.02	0.00	1.38	1.44	0.06	0.00	2.00	0.00	0.00	0.00	0.47	1.24	0.67	0.07
44.00	0.22	0.92	0.04	0.00	1.39	1.25	1.07	0.00	1.99	0.00	1.27	0.00	0.53	1.37	0.06	0.29
45.00	1.07	0.37	0.35	0.00	0.58	1.12	0.52	0.00	2.00	0.00	0.18	0.00	0.92	1.04	1.40	1.11
46.00	0.41	0.05	0.21	0.00	1.07	0.47	0.04	0.00	2.00	0.00	0.00	0.00	0.99	1.18	1.07	0.00
47.00	1.07	0.68	0.62	0.00	1.65	1.08	0.00	0.00	2.00	0.00	0.75	0.01	0.98	1.55	0.11	0.22
48.00	0.98	0.41	0.00	0.00	1.26	0.00	0.00	0.00	2.00	0.00	0.21	0.00	1.24	1.21	0.75	0.15
49.00	0.93	0.58	0.48	0.00	1.28	0.00	0.28	0.00	2.00	0.00	0.12	0.00	1.18	1.07	0.74	0.00
50.00	0.74	0.48	0.24	0.00	0.98	0.00	0.14	0.00	2.00	0.00	0.00	0.00	0.73	1.25	0.39	0.42
51.00	0.91	0.25	0.55	0.00	1.50	0.48	0.34	0.00	1.99	0.00	0.21	0.00	0.62	0.64	0.52	0.00
52.00	0.89	0.48	0.38	0.00	1.74	0.49	0.32	0.00	2.00	0.00	0.67	0.00	1.13	1.04	0.19	0.00
53.00	0.53	0.57	0.40	0.00	1.30	0.47	0.02	0.00	2.00	0.00	0.00	0.00	0.68	0.64	0.00	0.00
54.00	1.42	1.25	0.67	0.00	1.41	0.15	0.00	0.00	2.00	0.00	0.09	0.00	0.47	1.33	0.75	0.00
55.00	0.38	0.28	0.86	0.00	1.57	0.15	0.24	0.09	2.00	0.00	0.00	0.32	1.53	1.81	1.47	0.00
56.00	0.28	0.61	1.04	0.00	0.69	2.34	0.00	0.00	2.00	0.00	0.53	0.00	1.39	1.59	0.06	0.00
57.00	0.39	0.14	0.05	0.00	0.47	0.29	0.15	0.00	1.99	0.00	0.31	0.00	0.91	0.80	0.44	0.16
58.00	0.66	0.77	0.69	0.00	1.14	0.58	0.15	0.18	2.00	0.00	0.00	0.25	0.78	0.80	0.15	0.21
59.00	0.84	0.78	0.53	0.00	1.22	0.00	0.02	0.00	2.00	0.00	1.67	0.00	0.00	0.21	0.07	0.19
60.00	0.31	0.00	0.00	0.00	0.64	0.00	0.04	0.00	2.00	0.00	0.57	0.00	1.32	1.63	0.69	0.22
61.00	0.11	0.39	0.58	0.00	1.52	1.74	0.52	0.00	2.00	0.00	0.31	0.00	1.68	1.68	0.40	0.00
62.00	0.78	0.79	1.22	0.00	1.05	1.02	0.64	0.00	2.00	0.00	0.00	0.00	0.15	0.16	0.00	0.00
63.00	0.18	0.32	0.00	0.00	1.08	0.27	0.00	0.00	1.99	0.00	0.00	0.00	1.10	1.20	0.00	0.00
64.00	0.91	0.35	0.08	0.00	1.48	0.00	0.00	0.00	2.00	0.00	0.04	0.49	1.10	1.68	0.45	0.01
65.00	0.77	0.35	0.19	0.00	0.58	1.72	0.00	0.00	2.00	0.00	0.04	0.00	1.50	1.77	0.40	0.47
66.00	1.14	0.58	0.20	0.00	0.85	0.52	0.28	0.00	2.00	0.00	0.00	0.00	1.01	0.98	0.71	0.00
67.00	0.66	0.11	0.01	0.00	1.31	1.04	0.00	0.00	2.00	0.00	0.00	0.00	1.00	1.25	1.00	0.00
68.00	1.50	1.24	0.95	0.00	1.73	1.44	0.40	0.00	2.00	0.00	1.41	0.25	1.83	1.77	1.19	0.26
69.00	1.27	0.55	0.00	0.00	1.73	0.00	0.26	0.00	1.99	0.00	0.27	0.00	0.57	1.73	0.29	0.00
70.00	0.73	0.78	0.12	0.00	0.81	0.01	0.59	0.00	2.00	0.00	0.00	0.54	0.19	1.94	0.35	0.07
71.00	1.90	1.86	0.14	0.00	1.91	2.19	1.92	0.00	2.00	0.00	0.33	0.00	0.04	0.32	0.12	0.02
72.00	0.34	0.51	0.33	0.00	1.26	1.58	0.86	0.00	2.00	0.00	0.00	0.05	1.25	1.26	0.49	0.00
73.00	0.55	0.35	0.60	0.00	1.57	0.82	0.16	0.00	2.00	0.00	0.37	0.00	1.31	1.39	1.25	0.00
74.00	0.84	0.87	0.00	0.00	1.57	0.33	0.79	0.00	2.00	0.00	0.00	0.00	1.15	1.28	0.14	0.00
75.00	0.00	1.46	0.05	0.00	1.63	0.00	0.31	0.00	1.99	0.00	1.72	0.00	0.33	0.67	0.37	0.00
76.00	1.21	0.16	0.00	0.00	1.25	0.07	0.49	0.00	2.00	0.00	0.93	0.00	0.41	0.75	0.38	0.01
77.00	0.94	0.35	0.29	0.00	1.21	0.00	0.00	0.00	2.00	0.00	0.42	0.00	0.89	1.32	0.00	0.14
78.00	0.05	0.16	0.00	0.00	0.27	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.21	0.69	0.24	0.00
79.00	1.35	0.38	0.06	0.00	1.54	1.64	0.34	0.00	2.00	0.00	1.06	0.42	1.24	1.66	0.01	0.28
