Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.425s)
CreateVariables () DONE !!!
Creating 15 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	0.62	0.12	0.19	0.00	0.00	0.00	0.28	1.99	0.13	0.26	0.16	0.00	0.24	0.41	0.00
3.00	0.22	0.00	0.81	0.00	0.00	0.78	0.00	2.00	1.25	0.13	0.00	0.00	0.77	0.47	0.13
4.00	0.07	0.00	0.22	0.00	0.00	0.41	0.67	2.00	0.31	0.00	0.53	1.01	0.64	0.00	0.00
5.00	0.07	0.13	1.19	0.00	0.00	0.00	0.01	2.00	0.78	0.24	0.00	0.14	0.24	0.38	0.24
6.00	0.34	0.74	0.42	0.29	0.00	0.13	1.14	2.00	0.51	0.07	0.46	0.05	0.97	0.00	0.09
7.00	0.37	0.16	0.34	0.00	0.00	0.15	0.40	2.00	1.02	0.00	0.34	1.08	0.78	1.46	0.00
8.00	0.21	0.97	0.98	0.24	0.00	0.24	0.35	1.99	0.61	0.00	0.14	0.31	0.66	0.41	0.00
9.00	0.00	0.00	0.31	0.97	0.00	0.00	0.21	2.00	0.71	0.46	0.00	0.00	0.20	0.42	0.46
10.00	0.02	0.25	0.06	0.00	0.00	0.22	0.25	2.00	0.16	0.11	0.05	0.73	0.13	0.44	0.09
11.00	0.00	0.31	1.22	0.82	0.00	0.12	0.19	2.00	1.02	0.12	0.16	0.12	1.06	0.52	0.12
12.00	0.00	0.48	0.72	0.15	0.00	0.61	0.46	2.00	1.17	0.28	0.21	1.67	1.05	0.79	0.27
13.00	0.12	1.57	1.15	0.33	0.00	0.79	1.71	2.00	1.40	0.00	0.31	1.24	1.05	2.28	0.00
14.00	0.65	1.30	0.00	0.09	0.00	0.26	1.24	1.99	1.10	0.11	0.71	1.53	1.33	1.19	0.11
15.00	0.00	0.46	0.19	0.27	0.00	0.55	0.01	2.00	0.98	0.01	0.06	0.29	0.00	0.04	0.00
16.00	0.07	0.97	1.12	1.33	0.00	0.54	0.94	2.00	1.31	0.02	0.00	0.25	0.71	0.24	0.02
17.00	0.53	0.80	0.65	0.88	0.00	0.02	0.48	2.00	0.45	0.51	0.01	0.97	1.46	1.77	0.51
18.00	0.06	0.49	1.00	0.18	0.00	0.11	0.07	2.00	1.20	0.32	0.00	0.42	0.87	0.68	0.27
19.00	0.00	1.27	0.39	0.38	0.00	0.32	0.44	2.00	1.48	0.00	0.66	0.73	1.67	0.14	0.00
20.00	0.00	0.99	1.63	0.82	0.00	0.18	0.55	1.99	1.80	0.33	0.00	0.00	1.15	0.07	0.28
21.00	0.00	0.52	0.42	0.53	0.00	1.12	0.62	2.00	0.00	0.00	0.22	0.82	0.72	0.57	0.00
22.00	0.02	1.63	1.41	0.16	0.00	0.12	0.16	2.00	0.35	0.29	0.00	0.00	0.31	0.25	0.32
23.00	0.59	0.87	0.77	0.80	0.00	0.68	0.88	2.00	0.33	0.59	0.00	0.89	0.45	0.21	0.57
24.00	0.00	0.81	1.21	1.07	0.00	0.09	1.28	2.00	0.66	0.45	0.33	1.26	1.15	0.39	0.45
25.00	0.00	0.00	0.54	0.39	0.00	0.16	0.42	2.00	0.87	0.31	0.14	0.87	0.77	0.31	0.29
26.00	0.00	0.13	0.93	0.48	0.00	0.00	0.51	1.99	0.46	0.08	0.55	0.85	0.88	0.57	0.08
27.00	0.39	1.15	0.39	0.60	0.00	0.00	0.20	2.00	0.55	0.06	0.00	0.29	0.18	0.49	0.05
28.00	0.13	1.21	1.25	0.42	0.00	0.58	1.60	2.00	0.52	0.05	0.27	0.38	1.47	0.51	0.05
29.00	0.82	0.27	0.47	0.44	0.00	0.26	0.41	2.00	0.11	0.49	0.52	0.75	0.61	0.34	0.34
30.00	0.00	0.32	0.89	0.79	0.00	0.97	0.65	2.00	0.72	0.15	0.74	0.81	1.39	0.80	0.15
31.00	0.60	0.99	1.21	1.10	0.00	0.80	0.73	2.00	1.10	0.21	1.07	1.17	0.84	1.51	0.32
32.00	0.55	1.24	0.79	0.48	0.00	0.15	1.28	1.99	0.69	0.01	1.06	0.88	0.46	0.00	0.00
33.00	0.22	0.42	0.00	0.39	0.00	0.31	0.73	2.00	0.54	0.69	0.00	0.00	0.31	0.51	0.62
34.00	0.18	0.00	0.00	0.08	0.00	0.27	0.37	2.00	0.33	0.22	0.40	1.15	0.00	0.48	0.05
35.00	0.00	0.18	0.79	0.91	0.00	0.00	0.46	2.00	0.42	0.07	0.34	0.48	0.00	0.54	0.08
36.00	0.00	0.35	0.80	0.35	0.00	0.21	0.29	2.00	1.32	0.38	0.31	0.48	0.00	0.42	0.38
37.00	0.31	0.25	0.00	0.00	0.00	0.13	1.11	2.00	0.38	0.29	0.25	0.59	0.08	0.54	0.28
38.00	0.08	0.48	2.31	1.13	0.00	0.19	1.17	1.99	0.15	0.32	0.28	0.13	1.79	1.08	0.25
39.00	0.00	0.00	0.79	1.21	0.00	0.89	0.62	2.00	0.54	0.38	0.67	0.75	0.84	0.87	0.33
40.00	0.00	0.02	0.31	0.80	0.00	0.13	0.40	2.00	0.74	0.34	0.26	0.19	0.38	0.74	0.33
41.00	0.37	0.26	1.38	0.44	0.00	0.26	0.64	2.00	1.64	0.06	0.38	0.20	0.01	1.37	0.05
42.00	0.00	0.92	0.48	0.32	0.00	0.00	0.00	2.00	0.98	0.68	0.00	0.31	0.08	0.69	0.66
43.00	0.28	0.27	0.15	0.27	0.00	0.07	0.45	2.00	0.53	0.00	0.00	0.64	0.00	0.67	0.00
44.00	0.12	1.14	0.69	0.00	0.00	0.04	0.69	1.99	0.59	0.31	0.19	0.66	0.55	1.20	0.32
45.00	1.04	1.18	1.68	0.87	0.00	0.53	1.05	2.00	0.61	0.41	0.00	0.98	0.47	0.87	0.39
46.00	0.00	1.14	0.65	0.69	0.00	0.69	0.44	2.00	1.07	0.98	0.31	0.18	0.00	0.95	0.98
47.00	0.00	0.69	0.25	0.00	0.00	0.08	0.44	2.00	0.57	0.00	0.00	0.15	0.24	0.37	0.00
48.00	0.00	0.31	0.68	1.41	0.00	0.01	0.47	2.00	0.38	0.40	1.02	0.34	0.09	0.20	0.46
49.00	0.00	0.28	0.49	0.80	0.00	0.29	0.58	2.00	0.28	0.53	0.45	0.32	0.89	0.25	0.65
50.00	0.00	0.89	0.91	0.60	0.00	0.31	0.73	2.00	1.27	0.44	0.01	0.52	1.20	0.05	0.44
51.00	0.28	0.65	0.94	0.61	0.00	0.84	0.71	1.99	1.21	0.00	0.37	0.61	0.42	0.04	0.00
52.00	0.31	0.51	1.63	0.42	0.00	0.05	0.75	2.00	0.53	0.49	0.31	0.78	0.14	1.34	0.52
53.00	0.12	0.47	1.08	0.71	0.00	0.18	0.05	2.00	0.88	0.08	0.00	0.18	0.07	0.44	0.08
54.00	0.25	0.11	1.34	1.28	0.00	0.19	0.32	2.00	1.28	0.00	0.00	0.37	0.18	0.89	0.00
55.00	0.00	0.61	0.48	0.09	0.00	0.00	0.12	2.00	0.33	0.00	0.08	0.26	0.52	0.12	0.00
56.00	0.33	0.78	0.07	0.67	0.00	0.08	0.72	2.00	0.47	0.32	0.16	0.07	0.05	0.31	0.33
57.00	0.44	0.75	0.35	0.40	0.00	0.37	0.00	1.99	0.61	0.26	0.00	0.60	0.00	0.25	0.26
58.00	0.82	0.54	0.60	0.24	0.00	0.05	0.73	2.00	0.46	0.16	0.00	0.71	0.34	0.08	0.18
59.00	0.41	0.44	0.12	0.31	0.00	0.45	0.00	2.00	0.19	0.02	0.00	0.00	0.61	0.81	0.02
60.00	0.44	0.73	0.88	0.57	0.00	0.18	0.34	2.00	0.74	0.39	0.64	0.69	0.81	0.79	0.39
61.00	0.93	0.78	1.72	1.06	0.00	1.24	1.31	2.00	1.01	0.12	0.16	1.54	0.66	0.07	0.12
62.00	0.81	0.59	0.00	0.61	0.00	0.41	0.28	2.00	1.01	0.02	0.00	0.09	1.00	1.26	0.04
63.00	0.31	0.49	0.54	1.38	0.00	1.99	0.00	1.99	1.42	0.45	0.00	2.57	0.89	1.50	0.57
64.00	0.00	0.14	0.31	1.06	0.00	0.94	0.00	2.00	1.01	0.41	0.00	0.94	1.05	0.45	0.41
65.00	0.00	0.65	1.33	0.00	0.00	0.42	1.04	2.00	0.00	0.00	0.98	1.00	1.19	0.00	0.00
66.00	0.00	0.58	0.57	0.00	0.00	0.32	0.72	2.00	1.00	0.00	0.25	0.00	0.99	1.53	0.00
67.00	0.00	0.93	0.61	0.95	0.00	0.07	0.32	2.00	0.54	0.35	0.00	1.06	0.00	0.11	0.40
68.00	0.35	0.58	1.05	0.12	0.00	0.38	0.33	2.00	0.68	0.15	0.00	0.64	2.11	0.85	0.15
69.00	0.57	0.08	0.00	0.04	0.00	0.01	0.54	1.99	1.12	0.31	0.00	0.37	0.69	1.08	0.31
70.00	1.00	0.33	0.44	0.20	0.00	0.18	0.00	2.00	0.06	0.00	0.00	0.08	0.49	0.00	0.00
71.00	0.19	0.40	0.00	0.31	0.00	0.37	0.32	2.00	0.13	0.00	0.00	0.24	0.47	0.62	0.00
72.00	0.00	0.61	1.38	0.29	0.00	0.67	0.34	2.00	0.45	0.40	0.00	0.64	0.54	0.37	0.48
73.00	0.24	0.62	1.59	0.59	0.00	0.11	0.13	2.00	1.02	0.05	0.00	0.13	0.29	0.04	0.05
74.00	1.35	0.55	0.74	0.67	0.00	0.52	0.44	2.00	0.33	0.44	0.09	0.32	0.21	0.61	0.44
75.00	0.00	0.40	0.00	0.19	0.00	0.04	0.00	1.99	0.40	0.06	0.00	0.00	0.00	0.53	0.04
76.00	0.25	0.46	0.14	0.33	0.00	0.07	0.39	2.00	0.00	0.21	0.33	0.52	1.15	0.98	0.04
77.00	0.61	0.52	1.34	0.95	0.00	0.88	1.47	2.00	0.00	0.86	2.00	1.81	0.00	1.06	0.49
78.00	0.45	0.64	0.77	0.15	0.00	0.41	0.61	2.00	0.72	0.00	0.26	0.12	0.25	0.06	0.00
79.00	0.19	0.08	1.01	0.22	0.00	0.18	0.67	2.00	1.59	0.39	0.27	1.44	0.44	0.31	0.38
80.00	0.00	0.24	0.84	0.58	0.00	0.34	0.67	2.00	1.15	0.26	0.07	1.22	0.16	2.30	0.27
81.00	0.00	0.27	1.32	0.08	0.00	0.61	0.34	1.99	1.94	0.01	0.00	0.40	0.72	0.00	0.00
82.00	0.31	1.44	1.22	0.52	0.00	0.19	0.80	2.00	0.95	0.18	0.00	0.47	0.62	0.34	0.14
83.00	0.21	0.35	0.89	0.29	0.00	0.06	0.45	2.00	0.25	0.00	0.00	0.08	0.33	0.09	0.00
84.00	0.35	0.62	0.19	0.01	0.00	0.07	0.64	2.00	0.11	0.16	0.12	0.78	1.32	0.54	0.13
85.00	0.07	1.18	0.11	0.62	0.00	0.05	0.24	2.00	0.57	0.45	0.68	0.79	0.04	0.97	0.44
86.00	0.25	0.28	2.05	0.12	0.00	1.24	0.88	2.00	2.13	0.51	0.13	1.61	0.92	2.52	0.51
87.00	0.16	1.04	0.61	0.71	0.00	0.12	0.42	1.99	1.04	0.34	0.39	0.85	0.79	0.28	0.35
88.00	0.22	0.24	0.75	0.42	0.00	0.18	0.00	2.00	0.59	0.29	0.00	0.64	0.53	0.64	0.31
89.00	0.00	0.54	0.00	0.20	0.00	0.28	0.35	2.00	1.21	0.05	0.01	1.11	1.85	1.59	0.05
90.00	0.31	0.31	0.60	0.54	0.00	0.00	0.68	2.00	0.12	0.68	0.73	0.67	1.55	0.31	0.73
91.00	0.00	0.91	0.85	0.85	0.00	0.00	0.79	2.00	1.08	0.27	0.49	0.33	0.38	0.31	0.29
92.00	0.00	0.31	0.00	0.31	0.00	0.00	0.81	2.00	0.79	0.08	0.00	0.52	0.86	1.32	0.07
93.00	0.00	0.59	0.32	0.87	0.00	0.04	0.40	1.99	0.77	0.05	0.42	0.81	1.87	0.52	0.00
94.00	0.18	1.25	0.67	0.24	0.00	0.07	0.81	2.00	1.22	0.15	0.69	0.19	0.40	1.10	0.16
95.00	0.08	0.98	0.84	0.21	0.00	0.07	0.73	2.00	0.45	0.00	0.00	0.00	0.00	0.72	0.00
96.00	0.00	0.38	0.87	0.81	0.00	0.00	0.91	2.00	0.64	0.00	0.00	0.25	0.00	0.00	0.00
97.00	0.00	0.62	0.92	0.91	0.00	0.00	0.35	2.00	1.32	0.29	0.22	0.22	0.01	1.13	0.00
98.00	0.00	0.08	0.51	0.87	0.00	0.16	0.52	2.00	0.80	0.02	0.49	0.69	0.61	0.74	0.02
99.00	0.18	0.41	0.88	0.42	0.00	0.19	0.45	2.00	0.65	0.11	1.37	0.19	0.01	0.08	0.11
100.00	0.00	0.00	0.44	0.24	0.00	0.00	0.69	1.99	1.15	0.25	0.18	0.40	0.49	1.71	0.22
101.00	0.28	0.48	0.64	0.60	0.00	0.07	0.08	2.00	1.04	0.13	0.00	0.12	0.49	1.95	0.13
102.00	0.00	0.33	0.81	0.33	0.00	0.14	0.45	2.00	0.74	0.00	0.00	0.68	0.41	0.61	0.00
103.00	0.00	0.00	0.41	0.67	0.00	0.49	0.40	2.00	1.04	0.00	0.19	1.08	0.45	0.72	0.00
104.00	0.72	1.20	0.16	0.75	0.00	0.22	0.31	2.00	1.55	0.35	0.00	0.99	0.84	0.31	0.32
105.00	0.00	0.41	0.29	0.00	0.00	0.16	0.60	2.00	1.39	0.00	0.31	0.55	1.73	0.46	0.00
