Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.353s)
CreateVariables () DONE !!!
Creating 21 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	1.98	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00
3.00	0.00	0.00	0.00	0.55	0.00	0.00	0.00	0.00	0.74	0.00	2.00	1.37	0.00	0.00	0.00	0.00	0.00	0.00	0.05	1.10	0.05
4.00	0.00	0.11	0.00	0.00	0.00	0.00	0.08	0.00	0.11	0.00	2.00	1.13	0.00	0.09	0.00	0.00	0.00	0.00	0.01	0.49	0.31
5.00	0.00	0.73	0.40	2.86	0.00	0.14	0.09	0.00	0.65	0.00	2.00	1.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.91	0.88
6.00	0.00	0.54	0.41	0.19	0.00	0.78	0.00	0.00	0.61	0.00	2.00	0.66	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.05	0.04
7.00	0.00	0.45	0.32	1.31	0.00	0.06	0.00	0.00	0.46	0.00	2.00	0.55	0.00	0.00	0.41	0.00	0.00	0.00	0.00	0.00	0.00
8.00	0.00	0.18	0.88	1.31	0.00	1.00	0.00	0.00	0.14	0.00	1.99	1.14	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.07	0.11
9.00	0.00	0.06	1.81	1.20	0.00	0.69	0.00	0.00	0.07	0.00	2.00	0.49	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00
10.00	0.00	0.00	1.58	1.64	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.20
11.00	0.00	0.00	1.72	1.34	0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.39	0.38
12.00	0.00	0.69	0.84	0.44	0.00	0.71	0.00	0.00	0.87	0.54	2.00	0.25	0.00	0.00	0.72	0.00	0.00	0.00	0.00	0.20	0.18
13.00	0.00	0.06	1.40	0.89	0.00	0.80	0.00	0.00	0.22	1.28	2.00	1.08	0.00	0.24	0.20	0.00	0.00	0.00	0.00	0.15	0.16
14.00	0.00	0.09	0.14	1.70	0.00	0.92	0.00	0.00	0.13	0.51	1.99	0.80	0.00	0.13	0.08	0.00	0.00	0.00	0.00	0.11	0.11
15.00	0.00	0.24	1.38	0.40	0.00	0.00	0.00	0.00	0.29	1.57	2.00	0.45	0.00	0.07	0.25	0.00	0.00	0.00	0.08	0.35	0.31
16.00	0.00	0.44	0.92	1.04	0.00	0.46	0.00	0.00	0.26	0.87	2.00	1.14	0.00	0.45	0.33	0.00	0.00	0.00	0.00	0.00	0.00
17.00	0.00	0.14	1.19	0.92	0.00	0.01	0.00	0.00	0.14	1.77	2.00	0.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.35	0.35
18.00	0.00	0.13	1.34	1.18	0.00	0.08	0.00	0.00	0.21	1.24	2.00	0.74	0.00	0.00	0.34	0.00	0.00	0.00	0.00	0.46	0.42
19.00	0.00	0.64	0.82	0.34	0.00	0.00	0.00	0.00	0.62	0.57	2.00	0.79	0.00	0.47	0.52	0.00	0.00	0.00	0.00	0.11	0.20
20.00	0.00	0.72	1.30	0.91	0.00	0.05	0.00	0.00	0.79	1.22	1.99	0.33	0.00	0.16	0.80	0.00	0.00	0.00	0.00	0.00	0.00
21.00	0.00	0.11	0.71	1.05	0.00	0.00	0.00	0.00	0.11	1.80	2.00	0.28	0.00	0.19	0.12	0.00	0.00	0.00	0.00	0.00	0.00
22.00	0.00	0.19	0.75	0.38	0.00	0.33	0.00	0.00	0.24	1.46	2.00	0.45	0.00	0.35	0.14	0.00	0.00	0.00	0.00	0.00	0.00
23.00	0.00	0.00	0.34	0.00	0.00	0.12	0.00	0.00	0.00	0.46	2.00	0.94	0.00	0.74	0.00	0.00	0.00	0.00	0.06	0.26	0.24
