Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.328s)
CreateVariables () DONE !!!
Creating 16 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	0.00	0.00	1.05	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.88	0.00	0.00	0.00	0.00	0.00	2.00	0.00	1.83	0.00	0.13	0.00	0.00	0.00
4.00	0.00	0.00	1.47	0.31	0.14	0.00	0.00	0.00	2.00	0.00	1.37	0.00	0.13	0.00	0.00	0.00
5.00	0.00	0.00	1.48	0.18	0.33	0.00	0.00	0.00	2.00	1.80	1.58	0.51	0.28	0.00	0.00	0.00
6.00	0.00	0.00	1.59	1.18	0.65	0.00	0.00	0.00	2.00	1.97	1.71	0.77	1.07	0.00	0.00	0.15
7.00	0.00	0.00	1.84	1.91	0.94	0.00	0.00	0.00	2.00	1.98	1.72	1.54	1.07	0.00	0.19	0.00
8.00	0.00	0.00	2.00	1.31	0.18	0.00	0.00	0.00	1.99	2.01	1.98	0.22	0.04	0.00	0.00	0.00
9.00	0.00	0.00	0.89	0.98	0.28	0.00	0.00	0.00	2.00	1.97	1.12	0.35	0.02	0.00	0.00	0.00
10.00	0.00	0.00	2.00	0.53	0.41	0.00	0.00	0.00	2.00	1.98	1.95	1.47	1.30	0.00	0.00	0.00
11.00	0.00	0.00	1.44	0.98	0.00	0.00	0.00	0.00	2.00	1.42	1.25	0.67	0.00	0.00	0.62	0.00
12.00	0.00	0.00	1.91	0.86	0.54	0.00	0.00	0.00	2.00	2.01	1.78	0.95	0.89	0.00	0.00	0.00
13.00	0.00	0.00	1.53	1.54	0.28	0.00	0.00	0.00	2.00	1.97	1.52	0.77	0.05	0.00	0.12	0.88
14.00	0.00	0.00	1.90	1.53	0.28	0.00	0.00	0.00	1.99	2.03	1.94	0.44	0.00	0.00	0.33	0.00
15.00	0.00	0.00	0.71	0.52	0.00	0.00	0.00	0.00	2.00	1.60	1.38	0.49	0.00	0.00	0.72	0.00
16.00	0.00	0.00	1.17	0.31	0.00	0.00	0.00	0.00	2.00	2.00	1.15	0.81	0.58	0.00	0.13	0.00
17.00	0.00	0.00	1.90	0.59	0.00	0.00	0.00	0.00	2.00	2.00	1.19	0.72	0.62	0.00	0.31	0.00
18.00	0.00	0.00	2.08	0.00	0.00	0.00	0.00	0.00	2.00	1.99	2.07	1.02	0.07	0.00	0.00	0.00
19.00	0.00	0.00	1.66	0.04	0.60	0.00	0.00	0.00	2.00	2.01	0.67	0.84	0.06	0.00	0.00	0.00
20.00	0.00	0.00	1.00	0.04	0.00	0.00	0.00	0.00	1.99	1.98	0.99	0.31	0.00	0.00	0.00	0.00
21.00	0.00	0.00	1.66	0.04	0.00	0.00	0.00	0.00	2.00	2.01	1.32	1.04	0.00	0.00	0.57	0.00
22.00	0.00	0.00	1.46	0.19	0.00	0.00	0.00	0.00	2.00	2.00	0.85	0.28	0.00	0.00	0.02	0.00
23.00	0.00	0.00	1.42	0.67	0.00	0.00	0.00	0.00	2.00	2.00	2.10	0.33	0.00	0.00	0.35	0.92
24.00	0.00	0.00	1.70	0.64	0.00	0.00	0.00	0.00	2.00	1.99	1.22	1.65	0.02	0.00	0.59	0.00
25.00	0.00	0.00	1.90	0.75	0.65	0.00	0.00	0.00	2.00	1.88	1.17	1.30	0.38	0.00	0.00	0.00
26.00	0.00	0.00	1.38	0.84	0.00	0.00	0.00	0.00	1.99	1.98	1.86	1.19	0.29	0.00	0.31	0.00
27.00	0.00	0.00	0.85	1.38	0.00	0.00	0.00	0.00	2.00	2.01	1.91	0.41	0.08	0.00	0.00	0.00
28.00	0.00	0.00	1.53	1.65	0.20	0.00	0.00	0.00	2.00	1.95	1.90	1.02	0.31	0.00	0.00	0.00
29.00	0.00	0.00	1.95	1.01	0.00	0.00	0.00	0.00	2.00	1.99	1.95	1.65	0.00	0.00	0.00	0.00
30.00	0.00	0.00	1.06	0.67	0.31	0.00	0.00	0.00	2.00	2.00	1.85	0.32	0.00	0.00	0.00	0.00
31.00	0.00	0.00	1.78	1.05	0.00	0.00	0.00	0.00	2.00	2.00	1.83	0.75	0.00	0.00	0.00	0.00
32.00	0.00	0.00	1.54	1.71	0.29	0.00	0.00	0.00	1.99	1.99	1.80	0.94	0.26	0.00	0.00	0.00
33.00	0.00	0.00	1.27	0.71	0.00	0.00	0.00	0.00	2.00	1.93	0.89	0.52	0.00	0.00	0.05	0.00
34.00	0.00	0.00	1.99	0.78	0.26	0.00	0.00	0.00	2.00	2.00	1.39	1.21	0.00	0.00	0.00	0.00
35.00	0.00	0.00	1.88	1.75	0.12	0.00	0.00	0.00	2.00	2.00	1.33	1.79	0.79	0.00	0.00	0.00
36.00	0.00	0.00	1.35	1.21	0.00	0.00	0.00	0.00	2.00	1.70	1.30	1.26	0.28	0.00	0.00	0.00
37.00	0.00	0.00	2.20	1.35	0.00	0.00	0.00	0.00	2.00	2.24	1.90	0.28	1.22	0.00	0.19	0.00
