Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.511s)
CreateVariables () DONE !!!
Creating 21 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.73	1.99	0.00	0.00	0.45	0.00	0.00	0.08	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.74	2.00	0.00	0.00	0.02	0.00	0.00	0.69	0.00	0.00	0.00	0.02
4.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.13	0.00	0.35	0.00	0.00	0.00	0.00
5.00	0.00	0.00	0.02	0.26	0.00	0.00	0.00	0.13	0.00	0.68	2.00	0.00	0.00	0.00	0.08	0.00	0.26	0.00	0.00	0.00	0.00
6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.07	0.00	0.00	0.89	0.00	0.00	0.00	0.00
7.00	0.00	0.00	0.85	1.97	0.00	0.00	0.00	0.00	0.00	1.24	2.00	0.00	0.00	0.61	0.21	0.00	0.40	0.00	0.00	0.00	0.00
8.00	0.00	0.00	0.78	1.11	0.00	0.06	0.00	0.46	0.00	0.55	1.99	0.00	0.24	0.44	0.49	0.00	0.51	0.00	0.00	0.00	0.00
9.00	0.00	0.00	0.00	0.81	0.00	0.00	0.00	0.11	0.00	0.42	2.00	0.00	0.16	0.18	0.11	0.00	1.14	0.00	0.00	0.00	0.00
10.00	0.00	0.00	0.45	1.97	0.00	0.00	0.00	0.55	0.00	0.52	2.00	0.00	0.00	0.00	0.00	0.00	1.20	0.00	0.00	0.00	0.00
11.00	0.00	0.00	1.71	2.00	0.00	0.00	0.00	0.25	0.00	1.71	2.00	0.00	0.00	0.00	0.00	0.00	1.42	0.00	0.00	0.00	0.00
12.00	0.00	0.00	0.45	2.00	0.00	0.00	0.00	0.00	0.00	0.46	2.00	0.00	0.07	0.35	0.00	0.00	1.32	0.00	0.00	0.00	0.00
13.00	0.00	0.00	0.59	1.44	0.00	0.24	0.00	0.00	0.00	1.32	2.00	0.00	0.25	0.44	0.00	0.00	0.51	0.00	0.00	0.00	0.00
14.00	0.00	0.00	0.28	1.87	0.00	0.00	0.00	0.31	0.00	1.52	1.99	0.00	0.00	0.00	0.08	0.00	0.80	0.00	0.00	0.00	0.00
15.00	0.00	0.00	0.00	1.88	0.00	0.00	0.00	0.00	0.00	1.21	2.00	0.00	0.77	0.74	1.21	0.00	1.18	0.00	0.00	0.00	0.00
16.00	0.00	0.00	0.47	1.59	0.00	0.00	0.00	0.00	0.00	0.61	2.00	0.00	0.54	0.55	0.05	0.00	0.47	0.00	0.00	0.00	0.00
17.00	0.00	0.00	1.21	1.33	0.00	0.09	0.00	0.22	0.00	1.14	2.00	0.00	0.21	0.14	0.13	0.00	1.24	0.00	0.00	0.00	0.00
18.00	0.00	0.00	0.40	1.45	0.00	0.00	0.00	0.49	0.00	0.41	2.00	0.00	0.00	0.16	1.52	0.00	1.48	0.00	0.00	0.00	0.00
19.00	0.00	0.00	0.57	2.03	0.00	0.16	0.00	0.80	0.00	0.99	2.00	0.00	0.12	0.02	0.35	0.00	0.72	0.00	0.00	0.00	0.00
20.00	0.00	0.00	0.52	1.47	0.00	0.67	0.00	0.00	0.00	1.06	1.99	0.00	0.60	0.67	0.92	0.00	1.12	0.00	0.00	0.00	0.00
21.00	0.00	0.00	0.49	0.53	0.00	0.00	0.00	0.22	0.00	1.55	2.00	0.00	0.39	0.24	0.22	0.00	1.85	0.00	0.00	0.00	0.00
