Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.319s)
CreateVariables () DONE !!!
Creating 9 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
2.00	0.00	1.81	0.00	0.00	1.99	1.86	0.00	0.00	0.00
3.00	0.00	2.00	0.00	0.00	2.00	1.97	0.00	0.00	0.00
4.00	0.00	1.97	0.00	0.00	2.00	2.00	0.00	1.84	0.00
5.00	1.45	1.98	0.04	1.98	2.00	2.00	1.77	2.00	1.94
6.00	2.00	2.00	2.00	1.99	2.00	1.99	2.00	1.99	2.00
7.00	1.99	1.99	2.00	2.00	2.00	2.00	2.00	2.00	2.00
8.00	2.00	2.00	1.99	2.00	1.99	2.00	1.99	2.00	2.00
9.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
10.00	2.00	1.99	2.00	2.00	2.00	2.00	1.99	2.00	2.00
11.00	1.99	2.01	1.99	2.00	2.00	2.00	1.99	1.99	2.00
12.00	2.01	2.00	2.00	2.00	2.00	1.99	2.00	2.00	1.99
13.00	1.99	1.99	2.00	1.99	2.00	2.00	2.00	2.00	2.00
14.00	1.99	2.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00
15.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
16.00	1.99	2.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00
17.00	1.99	2.00	1.99	2.00	2.00	2.00	1.98	2.00	2.00
18.00	2.01	2.00	1.99	1.99	2.00	1.99	2.00	2.00	1.99
19.00	1.99	2.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00
20.00	1.99	1.99	1.99	2.00	1.99	2.00	1.99	2.00	2.00
21.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
22.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00
23.00	1.99	2.00	2.00	1.99	2.00	2.00	2.00	1.99	1.99
24.00	1.99	2.00	2.00	2.00	2.00	1.99	2.00	2.00	1.99
25.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00	2.00	2.00
26.00	0.02	1.99	1.99	2.00	1.99	2.00	1.99	2.00	2.00
27.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
28.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
29.00	0.00	2.00	2.00	1.99	2.00	2.00	1.99	2.00	2.00
30.00	0.00	2.00	1.99	2.01	2.00	2.00	2.00	1.99	2.00
31.00	0.00	2.00	2.00	1.99	2.00	1.99	2.00	2.00	1.99
32.00	0.00	1.99	1.99	2.00	1.99	2.00	1.99	2.00	2.00
33.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
34.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
35.00	0.00	2.00	1.99	2.00	2.00	2.00	1.99	2.00	2.00
36.00	0.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00	2.00
37.00	0.00	2.00	2.01	2.00	2.00	1.98	2.00	1.99	1.99
38.00	0.00	1.99	1.99	2.00	1.99	2.00	1.99	2.00	2.00
39.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
40.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
41.00	0.00	2.00	1.99	2.00	2.00	2.00	1.98	2.00	2.00
42.00	0.00	2.00	2.00	2.00	2.00	1.99	2.00	1.99	2.00
43.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99
44.00	0.00	1.99	2.00	1.99	1.99	2.00	2.00	2.00	2.00
45.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
46.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
47.00	0.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00
48.00	0.00	2.00	1.99	1.99	2.00	2.00	2.00	1.99	2.00
49.00	0.00	2.00	2.01	2.00	2.00	1.99	2.00	2.00	1.99
50.00	0.00	1.99	0.02	2.00	2.00	2.00	1.99	2.00	1.98
51.00	0.00	2.00	0.00	2.00	1.99	2.00	2.00	2.00	2.00
52.00	0.00	2.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00
53.00	0.00	2.00	0.00	2.00	2.00	2.00	1.97	2.00	1.98
54.00	0.00	2.00	0.00	2.00	2.00	2.00	2.00	2.00	1.99
55.00	0.00	2.00	0.00	2.00	2.00	1.99	2.00	1.99	2.01
56.00	0.00	1.99	0.00	1.99	2.00	2.00	2.00	2.00	1.99
57.00	0.00	2.00	0.00	2.00	1.99	2.00	2.00	2.00	2.00
58.00	0.00	2.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00
59.00	0.00	2.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00
60.00	0.00	2.00	0.00	2.00	2.00	2.00	1.99	2.00	2.00
61.00	0.00	2.00	0.00	2.00	2.00	1.99	2.00	2.00	1.99
62.00	0.00	2.00	0.00	1.99	2.00	2.00	2.00	1.99	2.00
63.00	0.00	1.99	0.00	2.00	1.99	1.99	2.00	2.00	2.00
64.00	0.00	2.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00
65.00	2.65	2.00	0.66	1.99	2.00	1.88	1.65	2.00	1.86
66.00	2.00	1.99	0.59	1.94	2.00	1.88	1.88	1.97	1.98
67.00	2.01	2.01	2.06	2.06	2.00	2.05	2.06	2.00	2.01
68.00	1.99	2.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00
69.00	2.00	1.99	2.00	2.00	1.99	2.00	2.00	2.00	2.00
70.00	2.00	2.00	2.00	2.00	2.00	1.75	1.75	2.00	1.77
71.00	1.99	2.00	2.00	2.00	2.00	2.00	2.00	1.99	1.99
72.00	2.01	2.00	2.00	2.00	2.00	1.99	1.99	2.00	2.01
73.00	2.00	2.00	2.00	1.99	2.00	2.01	2.00	1.99	1.99
74.00	1.98	2.00	1.98	2.00	2.00	1.99	1.99	1.99	2.00
75.00	1.99	1.99	2.00	2.00	1.99	2.00	2.00	2.00	2.00
76.00	2.01	2.00	2.00	2.00	2.00	2.00	1.99	1.99	2.00
77.00	1.99	2.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00
78.00	2.00	2.00	1.99	2.00	2.00	1.99	2.00	1.99	2.00
79.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	1.99
80.00	1.97	2.00	1.97	1.99	2.00	2.00	1.99	1.98	1.99
81.00	2.00	1.99	2.00	2.00	1.99	2.00	2.00	1.98	2.00
82.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.98	1.99
83.00	2.00	2.00	1.99	2.00	2.00	2.00	1.99	2.00	1.99
84.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00	1.98	2.01
85.00	2.00	2.00	1.99	2.01	2.00	1.99	2.00	1.98	1.99
86.00	1.99	2.00	2.00	1.99	2.00	2.00	2.00	2.00	2.00
87.00	2.00	1.99	2.00	2.00	1.99	2.00	2.00	1.97	2.00
88.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.98	2.00
