Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.200s)
CreateVariables () DONE !!!
Creating 10 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.80	0.00	1.41	0.13	1.22	1.99	0.00	0.00	0.68	0.00
3.00	1.95	1.37	0.34	1.28	0.41	2.00	1.88	0.00	1.50	0.00
4.00	1.95	1.90	2.68	0.25	0.80	2.00	1.75	1.00	0.89	0.00
5.00	1.54	1.95	1.93	1.42	0.32	2.00	1.99	1.80	1.37	0.00
6.00	1.99	2.00	1.68	0.26	0.00	2.00	1.90	0.77	0.28	0.12
7.00	1.99	1.93	1.99	1.42	0.00	2.00	1.95	1.83	1.42	0.15
8.00	1.99	1.98	1.77	0.47	0.24	1.99	1.87	1.87	0.75	0.18
9.00	2.00	1.97	1.60	0.01	0.33	2.00	1.91	1.72	0.06	0.00
10.00	2.00	2.05	2.01	0.00	0.49	2.00	2.03	2.00	0.49	0.00
11.00	2.00	1.99	1.52	0.00	0.40	2.00	1.78	1.77	0.47	0.00
12.00	2.00	1.79	1.33	0.00	0.62	2.00	1.32	1.24	1.30	0.00
13.00	1.58	2.11	2.07	0.00	0.00	2.00	1.71	1.67	0.00	0.00
14.00	1.99	1.83	1.42	0.00	0.04	1.99	1.92	1.75	0.00	0.00
15.00	2.00	2.07	1.90	0.00	0.25	2.00	2.07	1.73	1.48	0.00
16.00	2.00	1.99	2.00	0.00	0.00	2.00	2.00	2.00	0.00	0.00
17.00	2.00	2.00	1.99	0.00	0.00	2.00	2.00	1.95	2.63	0.00
18.00	2.00	2.00	1.99	0.00	0.62	2.00	1.98	1.99	0.62	0.00
19.00	1.99	1.99	1.93	0.37	0.79	2.00	1.95	2.00	0.37	0.00
20.00	2.00	2.00	2.00	1.99	1.98	1.99	2.00	2.00	1.98	0.00
21.00	2.00	2.00	2.00	1.05	2.01	2.00	2.00	1.93	1.06	0.00
22.00	2.00	2.00	1.95	0.00	1.93	2.00	2.00	2.01	0.00	0.00
23.00	1.84	1.80	1.68	0.52	0.12	2.00	1.95	1.93	0.49	0.00
24.00	1.98	2.00	1.87	0.22	0.38	2.00	1.98	1.98	0.24	0.52
25.00	2.03	2.00	1.90	0.00	0.14	2.00	1.97	1.94	0.00	1.10
26.00	1.99	1.99	1.88	0.19	0.02	1.99	2.00	1.92	0.19	0.00
27.00	2.00	2.00	2.00	1.84	0.00	2.00	2.00	1.85	1.77	0.00
28.00	1.92	1.78	1.73	0.85	0.67	2.00	1.80	1.27	0.84	0.48
29.00	1.18	2.00	2.01	0.86	0.73	2.00	1.99	2.00	0.71	0.28
30.00	2.81	1.99	1.73	0.72	0.05	2.00	1.98	1.93	0.79	0.00
31.00	2.00	2.00	1.85	0.00	0.00	2.00	2.00	1.85	0.75	0.31
32.00	1.98	1.93	1.63	0.00	0.00	1.99	2.00	1.58	0.02	0.51
33.00	2.00	1.99	2.00	0.34	0.14	2.00	2.00	2.00	0.34	0.00
34.00	2.00	2.00	1.91	0.14	0.91	2.00	2.00	1.81	0.16	0.60
35.00	2.00	1.99	1.98	0.28	0.00	2.00	1.99	1.83	0.33	1.81
36.00	2.00	1.91	1.92	0.13	0.00	2.00	1.99	1.95	0.15	0.79
37.00	1.95	1.66	1.85	0.27	0.15	2.00	1.91	1.74	0.20	0.00
38.00	0.38	1.98	1.58	0.00	0.00	1.99	1.93	1.84	0.00	0.00
39.00	2.00	2.00	1.91	0.29	0.00	2.00	1.99	1.70	0.28	0.00
40.00	2.00	1.65	1.48	0.61	0.11	2.00	1.99	1.52	0.55	0.00
41.00	2.00	2.04	1.90	0.13	0.11	2.00	1.99	1.78	0.14	0.00
42.00	2.00	1.25	1.25	0.00	0.00	2.00	1.28	1.17	0.00	1.15
43.00	2.00	1.98	1.97	0.00	0.00	2.00	1.97	1.97	0.00	0.00
44.00	1.99	1.86	1.45	0.00	0.24	1.99	2.00	1.86	0.74	0.04
45.00	1.99	1.87	1.85	0.00	0.09	2.00	1.88	1.51	1.01	0.00
46.00	2.01	2.03	1.92	0.00	0.00	2.00	2.01	1.99	1.94	0.61
47.00	2.00	1.93	1.65	0.00	0.54	2.00	1.98	1.99	0.14	0.00
48.00	1.90	1.38	1.21	0.00	0.93	2.00	1.13	0.99	0.61	0.12
49.00	2.03	0.22	1.18	0.00	0.00	2.00	2.08	2.76	0.00	0.04
50.00	1.99	1.87	1.88	0.57	0.05	2.00	2.00	1.58	0.57	0.61
51.00	2.00	1.98	1.98	0.16	0.00	1.99	1.99	1.98	0.14	0.14
52.00	2.00	2.03	1.87	0.55	0.00	2.00	1.97	1.70	0.27	0.31
53.00	2.00	1.87	1.87	0.39	0.84	2.00	2.00	1.94	0.39	0.07
54.00	2.00	2.03	1.94	0.00	1.15	2.00	2.03	1.92	0.72	0.51
55.00	2.00	1.79	1.51	0.00	0.06	2.00	1.95	1.66	0.07	0.31
56.00	2.00	2.03	1.97	0.00	0.97	2.00	1.98	1.97	0.94	0.84
57.00	1.99	2.00	1.95	0.00	2.00	1.99	2.00	1.95	0.00	0.78
