Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.350s)
CreateVariables () DONE !!!
Creating 10 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.00	1.64	1.34	0.00	0.00	1.98	1.57	0.06	0.00	0.00
3.00	1.11	1.68	0.64	0.00	0.00	2.00	1.44	0.64	0.13	0.00
4.00	2.00	1.93	0.62	0.00	0.00	2.00	1.91	0.73	1.18	0.00
5.00	1.83	1.97	1.77	1.42	0.00	2.00	1.93	2.20	1.68	1.44
6.00	2.01	1.86	1.41	0.61	0.00	2.00	1.83	1.68	0.26	0.55
7.00	2.01	2.08	2.04	0.33	0.00	2.00	2.11	2.17	2.03	0.29
8.00	1.99	2.00	1.81	0.60	0.00	1.99	2.00	1.44	1.71	0.00
9.00	1.94	1.97	1.85	0.00	0.00	2.00	1.99	0.64	0.08	0.00
10.00	2.06	1.85	2.05	1.33	0.00	2.00	2.01	1.35	0.15	0.64
11.00	2.00	2.00	1.97	1.01	0.00	2.00	1.73	0.87	0.93	0.14
12.00	2.00	1.60	1.52	1.51	0.00	2.00	1.99	1.50	0.19	0.00
13.00	2.00	2.08	2.00	1.91	0.00	2.00	1.99	1.91	0.00	0.00
14.00	1.99	0.78	0.80	0.72	0.00	1.99	1.87	1.40	0.16	0.00
15.00	1.94	1.71	1.80	1.38	0.00	2.00	1.99	1.65	0.08	0.18
16.00	2.06	1.79	1.38	0.37	0.00	2.00	1.84	0.95	0.00	0.25
17.00	1.94	1.86	1.34	0.27	0.00	2.00	2.00	1.85	0.00	0.13
18.00	1.87	1.54	1.64	0.72	0.00	2.00	1.80	0.81	0.00	0.74
19.00	1.97	1.77	1.53	0.82	0.00	2.00	1.66	0.75	0.86	0.82
20.00	2.01	2.01	1.79	0.00	0.00	1.99	1.99	0.06	0.31	0.00
21.00	2.00	1.57	1.88	0.00	0.00	2.00	1.90	0.47	0.54	0.00
22.00	1.88	1.97	1.87	0.27	0.00	2.00	1.91	1.70	0.00	0.08
23.00	2.00	1.99	1.95	0.04	0.00	2.00	1.98	1.85	0.32	0.00
24.00	2.00	1.97	1.98	0.31	0.00	2.00	2.03	1.98	0.32	0.00
25.00	1.91	1.92	1.81	0.00	0.00	2.00	1.88	1.60	0.15	0.00
26.00	2.07	2.04	1.99	0.64	0.00	1.99	1.94	1.41	0.52	0.61
27.00	2.00	2.00	2.03	2.00	0.00	2.00	2.10	2.10	0.52	2.07
28.00	2.00	1.98	1.95	1.94	0.00	2.00	1.98	1.98	0.00	1.97
29.00	1.83	1.65	1.59	1.11	0.00	2.00	2.01	1.46	1.20	0.64
30.00	2.14	2.23	2.13	2.06	0.00	2.00	2.00	2.13	0.15	1.30
31.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00	1.93	0.00	0.00
32.00	1.99	2.00	2.00	2.00	0.00	1.99	2.00	1.93	0.00	0.00
33.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00	1.90	0.00	0.00
34.00	2.00	2.00	2.00	1.99	0.00	2.00	2.00	1.85	0.00	0.00
35.00	2.00	2.00	1.99	2.00	0.00	2.00	1.99	1.90	0.00	0.00
36.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00	1.88	0.00	0.00
37.00	2.00	2.00	2.00	2.00	0.00	2.00	1.99	1.90	0.00	0.00
38.00	1.99	1.99	2.00	2.00	0.00	1.99	2.00	1.86	0.00	0.00
39.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00	1.91	0.00	0.00
40.00	2.00	2.00	2.00	1.99	0.00	2.00	2.00	1.90	0.00	0.00
41.00	2.00	2.00	1.99	2.00	0.00	2.00	2.00	1.94	0.00	0.00
42.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00	1.91	0.00	0.00
43.00	2.00	1.99	2.00	2.00	0.00	2.00	1.99	1.92	0.00	0.00
44.00	1.98	2.00	1.53	1.61	0.00	1.99	1.98	1.83	0.12	0.25
45.00	2.00	1.91	1.47	0.32	0.00	2.00	1.72	0.60	0.84	0.05
46.00	2.00	1.86	1.92	0.31	0.00	2.00	2.00	0.54	0.05	0.00
47.00	1.98	1.92	1.70	0.42	0.00	2.00	1.88	1.42	0.00	0.40
48.00	1.95	0.06	1.59	0.00	0.00	2.00	1.80	0.00	0.00	0.00
49.00	0.74	2.07	1.65	0.00	0.00	2.00	1.52	0.29	0.00	0.00
50.00	2.84	1.87	1.48	0.16	0.00	2.00	1.91	2.38	0.14	0.14
51.00	1.77	1.79	1.39	0.60	0.00	1.99	1.74	1.61	0.00	0.60
52.00	1.79	1.74	1.75	0.15	0.00	2.00	1.97	1.86	0.00	0.41
53.00	1.98	1.92	1.80	0.00	0.00	2.00	1.91	1.93	0.14	0.00
54.00	2.00	1.74	1.83	1.54	0.00	2.00	2.00	1.74	0.81	0.84
55.00	1.99	1.98	1.92	1.88	0.00	2.00	1.99	1.94	0.19	1.93
56.00	2.01	1.85	1.68	0.12	0.00	2.00	1.99	1.40	0.04	0.13
57.00	1.99	1.77	1.24	0.40	0.00	1.99	1.91	1.11	0.55	0.11
58.00	2.00	1.98	1.73	1.41	0.00	2.00	1.93	1.47	0.00	0.00
59.00	1.98	1.99	1.60	0.78	0.00	2.00	1.46	1.44	0.57	0.29
60.00	1.90	1.71	1.61	0.37	0.00	2.00	1.75	1.59	0.33	0.00
61.00	2.00	1.92	1.18	0.68	0.00	2.00	1.71	1.60	0.86	0.00
62.00	1.99	1.95	1.81	1.05	0.00	2.00	1.75	1.64	0.35	0.26
63.00	1.99	2.00	1.39	0.71	0.00	1.99	1.97	1.92	0.32	0.15
64.00	2.00	2.00	2.00	0.15	0.00	2.00	2.00	1.90	1.75	0.15
65.00	2.00	1.97	1.91	0.57	0.00	2.00	2.00	1.06	0.87	0.54
66.00	2.00	2.00	1.99	0.64	0.00	2.00	1.90	0.54	0.00	0.00
67.00	2.00	2.00	2.00	0.07	0.00	2.00	2.00	1.80	1.85	0.00
68.00	2.00	1.95	2.00	2.00	0.00	2.00	1.99	2.00	2.00	0.00
69.00	1.99	2.00	2.00	2.00	0.00	1.99	2.00	1.95	2.00	0.00
70.00	2.00	1.99	2.00	2.00	0.00	2.00	2.00	1.97	1.99	0.00
71.00	2.00	1.98	1.93	1.92	0.00	2.00	2.00	1.92	1.93	0.00
72.00	2.00	1.94	1.94	1.77	0.00	2.00	1.99	1.37	1.40	0.31
73.00	2.00	2.00	2.00	2.06	0.00	2.00	2.00	1.95	2.04	0.00
74.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00	1.97	2.00	0.00
75.00	1.99	2.00	2.00	2.00	0.00	1.99	2.00	1.98	2.00	0.00
76.00	1.95	1.74	1.12	0.40	0.00	2.00	1.79	0.53	0.52	0.41
77.00	2.04	2.14	1.01	0.25	0.00	2.00	1.84	1.58	0.55	0.06
78.00	2.00	1.99	1.66	0.00	0.00	2.00	1.99	0.62	1.67	0.00
79.00	2.00	2.01	1.42	0.00	0.00	2.00	2.00	1.97	0.33	0.00
80.00	2.00	1.99	1.14	0.15	0.00	2.00	2.00	1.70	1.06	0.15
81.00	1.99	2.00	1.51	0.54	0.00	1.99	1.90	1.64	0.05	0.25
82.00	2.00	2.00	2.00	0.11	0.00	2.00	1.98	2.01	0.00	0.00
83.00	2.00	2.00	1.78	0.12	0.00	2.00	1.98	1.93	1.14	0.00
84.00	2.00	2.00	1.84	0.00	0.00	2.00	1.99	2.00	0.87	0.00
85.00	2.00	1.88	1.34	0.41	0.00	2.00	1.58	1.58	1.42	0.00
86.00	1.99	1.99	1.97	0.00	0.00	2.00	1.99	1.98	1.37	0.00
87.00	2.00	2.01	1.85	1.64	0.00	1.99	2.00	1.60	1.66	0.00
88.00	1.98	1.44	0.74	0.38	0.00	2.00	1.63	1.02	0.38	0.14
89.00	1.90	1.80	0.88	0.80	0.00	2.00	1.80	0.99	0.00	0.29
90.00	2.00	2.00	1.61	1.46	0.00	2.00	1.77	0.68	0.31	0.00
91.00	1.90	1.99	2.00	1.61	0.00	2.00	1.68	1.54	0.32	0.00
