Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.346s)
CreateVariables () DONE !!!
Creating 15 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	0.86	0.00	0.00	0.00	1.13	0.73	0.75	1.98	0.00	0.74	0.00	0.00	0.58	0.00	0.11
3.00	1.02	0.00	0.00	0.00	0.57	0.25	0.48	2.00	0.00	0.98	0.00	0.00	0.49	0.00	0.86
4.00	0.54	0.00	0.00	0.02	0.69	1.02	1.13	2.00	0.00	0.31	0.24	0.00	1.44	0.00	0.22
5.00	0.01	0.73	0.00	0.02	0.84	0.49	1.02	2.00	0.00	0.31	0.95	0.00	0.60	0.00	0.39
6.00	0.35	0.97	0.00	0.84	0.00	0.15	0.33	2.00	0.00	0.97	0.14	0.16	0.13	0.42	0.25
7.00	0.47	0.49	0.00	0.00	0.62	0.42	1.28	2.00	0.00	0.00	0.97	0.00	0.68	1.28	0.27
8.00	0.00	0.13	0.00	0.00	0.00	0.45	0.47	1.99	0.00	0.00	0.12	0.01	1.44	0.80	0.37
9.00	0.02	0.91	0.31	0.53	1.14	1.24	1.25	2.00	0.00	0.59	0.71	0.06	1.10	0.54	0.38
10.00	0.00	0.31	0.00	0.39	0.00	0.14	0.27	2.00	0.00	0.62	0.19	0.01	0.35	0.81	0.31
11.00	0.00	0.21	0.00	0.54	0.40	0.00	1.41	2.00	0.00	0.65	0.00	0.00	1.67	1.75	0.87
12.00	0.37	0.00	0.00	0.08	0.97	0.31	1.18	2.00	0.00	0.22	0.93	0.61	0.59	0.78	0.48
13.00	1.81	0.28	0.42	0.04	0.69	0.45	0.78	2.00	0.00	0.51	0.00	0.06	1.17	0.26	0.25
14.00	0.15	0.67	0.31	0.00	0.00	0.39	0.61	1.99	0.00	0.00	0.00	0.00	0.68	0.00	0.00
15.00	0.00	0.57	0.00	0.25	0.02	0.62	0.74	2.00	0.00	0.37	0.00	0.34	0.42	0.44	0.00
16.00	0.32	0.51	1.21	0.00	0.27	0.15	0.80	2.00	0.00	0.54	0.00	0.15	0.00	1.42	0.00
17.00	0.57	0.32	0.15	0.58	1.32	0.11	0.15	2.00	0.00	0.40	0.08	0.00	0.01	1.34	0.51
18.00	0.00	1.52	0.00	0.00	0.24	0.26	0.34	2.00	0.00	0.15	0.27	0.00	0.25	0.74	1.02
19.00	0.00	0.31	0.00	0.01	0.51	0.06	1.06	2.00	0.00	0.38	0.00	0.00	0.61	0.51	0.31
20.00	0.64	1.59	0.21	0.40	0.34	0.57	0.77	1.99	0.00	0.08	0.32	0.11	0.00	0.31	0.35
21.00	0.00	0.61	0.00	0.77	1.32	0.00	0.78	2.00	0.00	0.64	0.29	0.00	0.00	0.47	0.08
22.00	0.92	0.31	0.61	0.48	0.07	0.00	0.89	2.00	0.00	0.62	0.65	0.00	0.09	0.95	0.00
23.00	0.00	0.31	0.00	0.27	0.34	0.09	0.53	2.00	0.00	0.33	0.00	0.12	0.00	1.98	0.00
24.00	0.31	0.31	0.00	0.14	0.00	0.31	0.80	2.00	0.00	0.20	0.00	0.00	0.37	0.40	0.13
25.00	0.00	0.72	0.27	0.00	0.33	0.09	1.42	2.00	0.00	0.59	0.00	0.00	0.48	1.20	0.22
26.00	0.00	1.55	0.55	0.20	0.57	0.39	0.44	1.99	0.00	0.89	0.15	0.61	1.15	0.98	0.89
27.00	0.00	0.51	0.53	0.29	0.74	0.00	0.00	2.00	0.00	0.15	0.00	0.00	0.79	0.65	0.20
28.00	0.05	0.13	0.79	0.00	0.40	0.00	1.41	2.00	0.00	0.11	0.22	0.00	0.26	0.86	0.28
29.00	0.33	1.59	0.00	0.16	0.95	0.11	0.92	2.00	0.00	0.80	0.66	0.00	1.71	1.14	0.08
30.00	0.00	1.01	0.00	0.32	0.00	0.00	0.09	2.00	0.00	0.26	0.09	0.00	1.70	0.87	0.78
31.00	0.00	0.25	0.00	0.00	0.49	0.00	0.15	2.00	0.00	0.33	0.15	0.00	0.59	1.31	1.01
32.00	0.00	0.68	0.02	0.31	0.69	0.00	0.00	1.99	0.00	0.45	0.00	0.00	1.34	0.71	0.18
33.00	0.00	0.94	0.00	0.93	0.52	0.19	0.25	2.00	0.00	0.78	0.00	0.08	0.00	0.97	0.00
34.00	0.32	0.84	0.00	0.00	0.27	0.11	0.39	2.00	0.00	0.66	0.00	0.12	0.00	0.32	0.54
35.00	0.66	0.38	0.00	0.19	0.35	0.00	0.46	2.00	0.00	0.37	0.42	0.00	0.00	1.06	0.40
36.00	0.00	0.25	0.00	0.00	0.54	0.35	0.45	2.00	0.00	0.12	0.00	0.58	0.74	0.64	0.02
37.00	0.00	1.24	0.32	1.04	0.45	0.00	1.68	2.00	0.00	0.61	0.00	0.00	1.24	0.92	1.28
38.00	1.02	1.30	0.46	0.82	0.00	0.42	0.47	1.99	0.00	0.62	0.00	0.49	0.07	0.58	0.39
39.00	0.74	0.44	0.18	0.00	0.33	0.24	1.38	2.00	0.00	0.00	1.10	0.51	1.93	0.95	0.05
40.00	0.49	1.68	1.18	0.80	0.24	0.00	1.31	2.00	0.00	0.69	1.01	0.00	0.42	1.14	0.00
41.00	1.12	1.05	0.00	0.09	1.12	0.11	0.85	2.00	0.00	0.11	0.11	0.00	0.75	0.58	0.00
42.00	0.08	1.38	1.12	0.00	0.00	0.07	1.05	2.00	0.00	0.00	0.00	0.00	1.50	1.54	0.00
43.00	0.00	1.08	0.21	0.00	0.00	0.13	0.55	2.00	0.00	0.00	0.54	0.00	1.45	0.68	0.00
44.00	0.94	1.98	0.61	0.26	0.66	0.31	0.60	1.99	0.00	0.61	0.00	0.51	1.01	1.54	0.29
45.00	0.55	0.55	0.00	1.22	0.31	0.84	1.17	2.00	0.00	0.88	0.00	0.69	1.44	1.19	0.14
46.00	0.00	0.61	0.00	0.31	0.33	0.16	0.46	2.00	0.00	0.51	0.29	0.08	2.05	0.71	0.35
47.00	0.07	0.08	0.00	0.00	0.52	0.15	0.62	2.00	0.00	0.45	0.00	0.13	0.52	0.00	1.02
48.00	0.27	0.41	0.00	0.00	0.00	0.24	0.81	2.00	0.00	0.00	0.49	0.31	0.98	0.73	0.25
49.00	0.00	0.48	0.13	0.29	0.21	0.16	0.42	2.00	0.00	0.67	0.00	0.20	1.35	1.06	0.49
50.00	0.31	0.35	0.57	0.00	0.00	0.01	0.54	2.00	0.00	0.00	0.00	0.00	0.80	1.06	0.11
51.00	0.00	2.05	0.72	0.29	1.34	0.51	1.01	1.99	0.00	0.01	0.86	0.57	1.48	1.75	0.28
52.00	0.00	0.00	0.00	0.00	0.94	0.00	0.00	2.00	0.00	0.01	0.00	0.00	0.64	0.13	0.00
53.00	0.53	0.79	0.15	0.27	0.45	0.41	0.57	2.00	0.00	0.16	0.16	0.00	0.00	0.15	0.27
