Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.242s)
CreateVariables () DONE !!!
Creating 16 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	0.00	1.05	0.00	0.37	0.16	0.18	0.00	0.00	2.00	0.00	1.00	0.51	0.04	0.00	0.00	0.00
6.00	1.24	1.91	0.00	0.93	0.21	0.07	0.00	0.00	2.00	1.26	1.63	1.34	0.44	0.05	0.00	0.00
7.00	1.99	1.86	1.33	1.14	0.31	0.38	0.00	0.00	2.00	1.90	1.01	0.04	0.34	0.53	0.00	0.00
8.00	1.98	1.90	1.73	0.85	0.29	0.25	0.00	0.00	1.99	1.83	1.50	0.24	0.61	0.27	0.00	0.00
9.00	2.00	1.78	1.30	0.94	0.53	0.01	0.00	0.00	2.00	1.91	1.50	0.71	0.65	0.29	0.00	0.00
10.00	2.00	1.93	1.65	1.26	0.38	0.11	0.00	0.00	2.00	1.98	1.38	0.88	0.32	0.08	0.00	0.00
11.00	2.00	1.93	1.60	1.01	0.26	0.07	0.00	0.00	2.00	1.94	0.98	1.17	0.08	0.00	0.00	0.00
12.00	1.99	1.92	2.00	1.42	0.20	0.12	0.00	0.00	2.00	2.00	2.01	0.61	1.06	0.00	0.00	0.00
13.00	1.94	1.61	1.48	0.99	0.60	0.08	0.00	0.00	2.00	1.28	0.66	0.57	0.19	0.04	0.00	0.00
14.00	1.68	1.85	0.98	0.22	0.07	0.00	0.00	0.00	1.99	1.74	0.97	0.00	0.00	0.00	0.00	0.00
15.00	1.38	1.92	0.37	0.72	0.09	0.00	0.01	0.00	2.00	1.38	1.73	0.00	0.72	0.00	0.00	0.00
16.00	2.00	1.95	0.39	0.35	0.09	0.00	0.00	0.00	2.00	1.88	0.40	0.00	0.14	0.00	0.00	0.00
17.00	1.98	1.67	0.58	0.72	0.00	0.00	0.00	0.00	2.00	1.78	1.83	0.51	0.29	0.00	0.00	0.00
18.00	2.00	2.00	2.28	1.42	0.00	0.00	0.00	0.00	2.00	2.00	1.85	0.79	0.58	0.00	0.00	0.00
19.00	2.00	1.64	1.45	0.99	0.07	0.00	0.00	0.00	2.00	1.72	1.61	0.00	0.20	0.24	0.00	0.00
20.00	1.99	1.85	1.91	0.72	0.16	0.00	0.00	0.00	1.99	1.95	1.15	0.13	0.00	0.40	0.00	0.00
21.00	1.97	1.64	1.59	0.04	0.31	0.00	0.00	0.00	2.00	1.86	1.93	0.79	0.00	0.00	0.00	0.00
22.00	2.00	2.00	1.90	0.59	0.01	0.00	0.00	0.00	2.00	1.95	1.88	0.72	0.28	0.00	0.00	0.00
23.00	1.95	1.92	1.33	0.00	0.00	0.00	0.00	0.00	2.00	1.52	0.32	0.05	0.11	0.00	0.00	0.09
24.00	2.01	1.88	1.72	0.00	0.00	0.00	0.00	0.00	2.00	2.05	2.30	0.46	0.44	0.00	0.13	0.48
25.00	1.98	2.00	1.85	0.00	0.05	0.00	0.00	0.00	2.00	2.00	1.95	0.00	0.00	0.00	0.00	0.00
26.00	1.98	1.44	1.79	0.00	0.00	0.00	0.62	0.00	1.99	1.97	1.85	0.05	0.25	0.00	0.00	0.00
27.00	0.94	0.93	0.93	0.00	0.00	0.00	0.62	0.00	2.00	0.94	0.84	0.00	0.00	0.04	0.00	0.00
28.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00
29.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
31.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
32.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00
33.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
34.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
35.00	1.74	1.73	0.98	0.67	0.13	0.00	0.00	0.00	2.00	0.00	0.81	0.45	0.00	0.00	0.00	0.00
36.00	1.84	1.93	1.72	1.39	0.49	0.00	0.00	0.00	2.00	0.00	1.72	0.38	0.00	0.00	0.00	0.00
37.00	1.13	1.07	1.05	0.98	0.64	0.08	0.00	0.00	2.00	0.00	0.80	1.65	0.74	0.05	0.00	0.00
38.00	1.99	1.90	1.28	0.19	0.59	0.00	0.00	0.00	1.99	0.00	1.51	0.77	0.25	0.06	0.00	0.00
39.00	1.98	1.97	2.05	1.53	0.40	0.00	0.00	0.00	2.00	0.00	1.91	0.86	0.35	0.00	0.00	0.00
