Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.888s)
CreateVariables () DONE !!!
Creating 9 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	1.87	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
5.00	1.57	0.00	0.00	0.00	2.00	1.60	1.51	1.79	0.00
6.00	1.99	0.00	1.78	1.81	2.00	1.97	2.00	1.99	1.81
7.00	2.00	1.80	2.00	1.99	2.00	1.99	2.00	2.00	1.99
8.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00
9.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00
10.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99
11.00	1.98	2.00	1.98	2.00	2.00	2.00	2.00	1.99	2.01
12.00	2.01	2.00	2.00	1.99	2.00	2.00	1.99	2.00	1.99
13.00	1.99	1.99	2.00	2.00	2.00	1.99	2.00	2.00	2.00
14.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00
15.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
16.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
17.00	1.98	2.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00
18.00	2.00	2.00	1.99	1.99	2.00	2.00	2.00	1.99	2.00
19.00	1.99	2.00	2.00	2.00	2.00	1.99	1.99	2.00	1.99
20.00	2.00	1.99	2.00	2.00	1.99	2.00	2.00	2.00	2.00
21.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00	1.99
22.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
23.00	1.99	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99
24.00	2.01	2.00	2.00	2.00	2.00	1.99	1.99	1.99	2.00
25.00	1.99	2.00	1.99	1.99	2.00	2.00	2.00	2.00	2.00
26.00	0.21	1.99	2.00	2.00	1.99	2.00	2.00	2.00	2.00
27.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
28.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
29.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99
30.00	0.00	2.00	2.00	1.99	2.00	1.99	2.00	1.99	2.01
31.00	0.00	2.00	1.99	2.00	2.00	2.00	1.98	2.00	1.98
32.00	0.00	1.99	2.00	2.00	1.99	2.00	2.00	2.00	2.00
33.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
34.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
35.00	0.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00
36.00	0.00	2.00	1.98	1.99	2.00	2.00	2.00	2.00	1.99
37.00	0.00	2.00	2.00	2.00	2.00	1.99	2.00	1.99	1.99
38.00	0.00	1.99	2.00	2.00	1.99	2.00	2.00	2.00	2.00
39.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99
40.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
41.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
42.00	0.00	2.00	1.99	2.00	2.00	1.99	2.00	2.00	2.00
43.00	0.00	2.00	2.00	1.99	2.00	2.01	1.99	1.99	1.99
44.00	0.00	1.99	2.00	2.00	1.99	1.99	2.00	2.00	2.00
45.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
46.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
47.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
48.00	0.00	2.00	1.99	2.00	2.00	2.00	1.99	2.00	2.00
49.00	0.00	2.00	2.00	1.99	2.00	1.99	1.99	1.99	2.00
50.00	0.00	1.99	2.00	2.00	2.00	2.00	2.00	2.00	1.99
51.00	0.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00
52.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
53.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
54.00	0.00	2.00	1.99	2.00	2.00	2.00	1.99	2.00	2.00
55.00	0.00	2.00	1.99	1.99	2.00	1.99	0.19	2.00	1.99
56.00	0.00	1.99	2.00	2.00	2.00	2.00	0.00	1.99	1.99
57.00	0.00	2.00	2.00	2.00	1.99	2.00	0.00	2.00	2.00
58.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
59.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
60.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
61.00	0.00	2.00	1.99	1.99	2.00	2.00	0.00	2.00	1.98
62.00	0.00	2.00	2.00	2.00	2.00	1.99	0.00	1.99	2.00
63.00	0.00	1.99	2.00	2.00	1.99	2.00	0.00	2.00	2.00
64.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
65.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
66.00	0.00	2.00	2.00	1.99	2.00	2.00	0.00	2.00	2.00
67.00	0.00	2.00	2.00	2.01	2.00	1.99	0.00	1.99	1.99
68.00	0.00	2.00	1.99	1.99	2.00	2.00	0.00	2.00	2.00
69.00	0.00	1.99	2.00	2.00	1.99	2.00	0.00	2.00	2.00
70.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
71.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
72.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
73.00	0.00	1.99	2.00	2.00	2.00	2.00	0.00	1.99	2.00
74.00	0.00	2.01	1.99	1.99	2.00	1.99	0.00	2.00	1.99
75.00	0.00	1.99	2.00	2.00	1.99	2.00	0.00	2.00	2.00
76.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
77.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
78.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
79.00	0.00	2.00	1.99	1.99	2.00	2.00	0.00	2.00	2.00
80.00	0.00	2.00	2.00	2.00	2.00	1.99	0.00	1.99	1.99
81.00	0.00	1.99	2.00	2.00	1.99	2.00	0.00	2.00	2.00
82.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
83.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
84.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
85.00	0.00	2.00	1.99	1.99	2.00	2.00	0.00	2.00	2.00
86.00	0.00	1.99	2.00	2.00	2.00	1.99	0.00	1.99	2.00
87.00	0.00	2.00	2.00	2.00	1.99	2.00	0.00	2.00	1.99
88.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
89.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
90.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
91.00	0.00	2.00	2.00	2.00	2.00	1.99	0.00	1.99	1.99
92.00	0.00	2.00	1.99	1.99	2.00	2.00	0.00	2.00	1.99
93.00	0.00	1.99	2.00	2.00	1.99	2.00	0.00	2.00	2.00
94.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
95.00	0.00	2.00	1.99	2.00	2.00	2.00	0.00	2.00	0.54
96.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	0.00
97.00	0.00	2.00	1.99	2.00	2.00	2.00	0.00	2.00	0.00
98.00	0.00	2.00	2.01	1.99	2.00	1.99	0.00	1.99	0.00
99.00	0.00	1.99	1.99	2.00	2.00	2.00	0.00	2.00	0.00
100.00	0.00	2.00	2.00	2.00	1.99	2.00	0.00	2.00	0.00
101.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	0.00
102.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	0.00
103.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	0.00
104.00	0.00	2.00	1.99	2.00	2.00	2.00	0.00	1.99	0.00
105.00	0.00	1.99	2.00	1.99	2.00	1.99	0.00	2.00	0.00
106.00	0.00	2.00	2.00	2.00	1.99	2.00	0.00	2.00	0.00
107.00	0.00	1.59	1.58	1.48	2.00	2.00	0.00	1.59	0.00
108.00	0.00	0.00	2.00	0.00	2.00	2.00	0.00	0.00	0.00
109.00	1.37	1.71	1.88	1.67	2.00	1.99	1.30	1.59	1.41
110.00	1.94	1.99	2.00	2.00	2.00	1.95	1.99	2.01	1.99
111.00	1.78	2.01	2.00	1.95	2.00	1.98	1.99	1.95	1.97
112.00	2.00	1.99	2.00	1.97	1.99	2.00	2.00	2.00	2.00
113.00	1.99	2.00	2.00	1.97	2.00	2.00	1.99	2.00	2.00
114.00	1.99	2.00	2.00	1.97	2.00	2.00	2.00	2.00	2.00
115.00	2.01	2.00	1.99	1.98	2.00	2.00	2.00	1.99	2.00
116.00	1.99	2.00	2.00	1.98	2.00	1.98	2.00	2.00	1.99
117.00	1.87	2.00	2.00	1.98	2.00	1.99	1.99	2.00	2.00
118.00	2.00	1.99	2.00	2.00	1.99	1.98	2.00	2.00	2.00
119.00	2.00	2.00	0.73	2.00	2.00	1.99	2.00	2.00	2.00
120.00	1.99	2.00	0.04	1.98	2.00	2.00	1.99	2.00	1.99
121.00	1.99	2.00	0.02	2.00	2.00	2.00	2.00	2.00	2.00
122.00	2.00	2.00	0.00	1.99	2.00	2.00	2.00	1.99	1.99
123.00	2.00	2.00	1.83	2.00	2.00	1.98	1.99	2.00	1.99
124.00	2.00	1.99	2.00	2.00	1.99	1.98	2.00	2.00	2.00
125.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99
126.00	2.00	2.00	1.99	2.00	2.00	1.97	1.99	2.00	2.00
127.00	2.00	2.00	2.00	2.00	2.00	2.00	2.01	2.00	1.98
128.00	1.99	2.00	2.00	1.99	2.00	1.99	2.00	1.99	2.00
129.00	2.00	2.00	1.99	2.00	2.00	2.00	1.99	2.00	1.99
130.00	2.00	1.99	2.00	2.00	1.99	2.00	2.00	2.00	1.99
131.00	2.00	2.00	1.99	2.00	2.00	1.99	1.99	2.00	2.00
132.00	1.99	2.00	2.00	2.00	2.00	1.98	2.00	2.00	2.00
133.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	1.99
134.00	2.00	2.00	1.99	1.99	2.00	1.99	1.99	1.99	2.01
135.00	2.00	2.00	2.00	2.01	2.00	1.98	2.00	2.00	1.99
136.00	2.00	1.99	2.00	1.99	1.99	1.99	2.00	2.00	1.99
137.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00
138.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00	1.99	2.00
139.00	2.00	2.00	1.98	2.00	2.00	1.95	1.99	2.01	1.98
140.00	1.99	2.00	2.00	2.00	2.00	1.98	2.00	1.99	2.00
141.00	2.00	1.99	2.00	1.99	2.00	1.98	1.98	2.00	2.00
142.00	2.00	2.00	2.00	2.00	2.00	1.97	2.00	2.00	2.00
143.00	2.00	2.00	2.00	2.00	1.99	1.99	1.99	2.00	2.00
144.00	2.00	2.00	2.00	2.00	2.00	1.98	2.00	2.00	1.99
145.00	1.99	2.00	2.00	2.00	2.00	1.99	2.00	1.99	2.01
146.00	2.00	2.00	1.99	1.99	2.00	1.99	2.00	2.00	2.00
147.00	2.00	2.00	2.00	2.00	2.00	1.99	1.99	2.00	1.99
148.00	2.00	1.99	2.00	2.00	2.00	1.99	2.00	2.00	2.00
149.00	1.99	2.00	2.00	1.99	1.99	1.98	1.99	2.00	1.99
150.00	2.00	2.00	2.00	1.99	2.00	1.99	2.00	2.00	2.00
151.00	0.07	2.00	2.00	1.98	2.00	0.07	2.00	2.00	2.00
152.00	0.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00	1.99
153.00	0.04	2.00	1.99	2.00	2.00	0.00	1.99	1.99	2.01
154.00	0.00	2.00	2.00	1.99	2.00	0.00	2.00	2.00	1.99
155.00	1.84	1.99	2.00	2.00	1.99	0.00	2.00	2.00	1.99
156.00	1.99	2.00	2.00	2.00	2.00	0.00	1.98	2.00	2.00
157.00	2.00	2.00	2.00	2.00	2.00	1.92	2.00	2.00	2.00
158.00	2.00	2.00	1.99	2.00	2.00	2.00	1.99	2.00	2.00
159.00	2.00	2.00	2.00	1.99	2.00	1.99	2.00	1.99	1.99
160.00	1.99	1.99	2.00	2.00	2.00	2.00	2.00	2.00	2.00
161.00	1.99	2.00	1.99	2.00	1.99	2.00	1.99	2.00	2.00
162.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
163.00	0.95	2.00	2.00	2.00	2.00	2.00	1.99	2.00	1.99
164.00	0.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00
165.00	0.00	2.00	1.99	2.00	2.00	1.99	2.00	2.00	1.99
166.00	0.00	2.00	2.00	1.99	2.00	2.00	2.00	1.99	2.00
167.00	0.00	1.99	2.00	2.00	1.99	2.00	2.00	2.00	2.00
168.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
169.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
170.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99
171.00	0.00	2.00	1.99	2.00	2.00	2.00	1.99	1.99	2.01
172.00	0.00	2.00	2.00	1.99	2.00	1.99	2.01	2.00	1.99
173.00	0.00	1.99	2.00	2.00	1.99	2.00	1.99	2.00	2.00
174.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
175.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
176.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
177.00	0.00	2.00	2.00	1.99	2.00	2.00	2.00	1.99	0.68
178.00	0.00	2.00	1.99	2.00	2.00	1.99	1.99	2.01	0.00
179.00	0.00	1.99	2.00	2.00	1.99	2.00	2.00	1.99	0.00
10.2.1.2	2.04	7.94
10.1.1.1	0.87	3152.27
10.1.1.2	2.00	1099.27
10.1.1.3	1.98	2473.08
10.1.1.4	2.01	2154.26
10.1.1.6	1.96	1761.91
10.1.1.7	1.41	2031.80
10.1.1.8	2.02	2284.57
10.1.1.9	1.82	2249.41
