Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.342s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.00	0.00	0.00	0.00	1.99	1.40	1.39	1.74
3.00	0.00	0.00	0.00	0.57	2.00	1.55	1.53	0.79
4.00	1.92	1.91	0.00	0.00	2.00	1.84	1.74	0.18
5.00	2.00	1.98	1.53	1.59	2.00	2.00	1.99	1.37
6.00	1.99	1.99	1.91	2.01	2.00	2.01	2.01	0.00
7.00	1.99	2.00	1.95	2.00	2.00	1.99	1.91	0.54
8.00	2.00	1.83	1.80	1.80	1.99	1.98	2.00	0.52
9.00	2.00	2.18	2.01	2.01	2.00	2.00	1.97	1.97
10.00	2.00	1.99	1.95	1.99	2.00	2.00	1.98	2.00
11.00	2.00	2.00	1.95	2.00	2.00	2.00	1.94	2.00
12.00	2.00	2.01	1.99	1.61	2.00	1.99	2.00	1.88
13.00	1.99	1.99	1.98	2.00	2.00	2.00	2.00	2.00
14.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00
15.00	2.00	2.00	2.00	1.99	2.00	2.00	1.99	2.00
16.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00	1.99
17.00	2.00	1.99	1.97	1.99	2.00	2.00	2.00	1.99
18.00	2.00	2.00	1.99	2.00	2.00	1.99	2.00	2.00
19.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00	2.00
20.00	1.99	2.00	1.97	2.00	1.99	2.00	2.00	2.00
21.00	1.93	1.92	1.91	1.90	2.00	2.00	1.97	1.92
22.00	2.00	1.98	1.41	1.48	2.00	1.94	1.94	1.65
23.00	0.55	0.60	1.22	1.02	2.00	1.21	1.21	1.13
24.00	0.00	0.00	2.00	2.00	2.00	2.00	1.98	2.00
25.00	0.00	0.00	2.00	2.00	2.00	2.00	1.98	2.00
26.00	0.00	0.00	2.00	2.00	1.99	1.99	2.00	2.00
27.00	0.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00
28.00	0.00	0.00	2.00	1.99	2.00	2.00	1.98	1.99
29.00	0.00	0.00	2.00	2.00	2.00	2.00	1.99	2.00
30.00	0.00	0.00	1.99	2.00	2.00	2.00	2.00	2.00
31.00	0.00	0.00	2.00	2.00	2.00	2.00	1.99	2.00
32.00	0.00	0.00	2.00	2.00	1.99	1.99	2.00	2.00
33.00	0.00	0.00	2.00	1.99	2.00	2.00	2.00	2.00
34.00	0.00	0.00	2.00	1.99	2.00	2.00	1.99	1.99
35.00	0.00	0.00	2.00	2.00	2.00	2.00	1.99	2.00
36.00	0.00	0.00	1.99	2.00	2.00	2.00	2.01	2.00
37.00	0.00	0.00	2.00	2.00	2.00	2.00	1.95	2.00
38.00	0.00	0.00	2.00	2.00	1.99	1.99	2.00	2.00
39.00	0.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00
40.00	0.00	0.00	2.00	1.99	2.00	2.00	1.98	1.99
41.00	0.00	0.00	1.99	2.00	2.00	2.00	2.00	2.01
42.00	0.00	0.00	2.00	2.00	2.00	2.00	1.99	1.99
43.00	0.00	0.00	2.00	2.00	2.00	2.00	1.99	2.00
44.00	0.00	0.00	2.00	1.99	1.99	1.99	1.98	1.99
45.00	0.00	0.00	2.00	2.00	2.00	2.00	1.99	2.00
46.00	0.00	0.00	1.99	2.00	2.00	2.00	2.00	2.00
47.00	0.00	0.00	2.01	1.99	2.00	2.00	1.99	1.99
48.00	0.00	0.00	1.99	1.99	2.00	2.00	1.99	2.00
49.00	0.00	0.00	2.00	2.00	2.00	2.00	2.00	2.00
50.00	0.00	0.00	2.00	1.99	2.00	1.99	2.00	2.00
51.00	0.00	0.00	0.32	0.31	1.99	0.32	0.32	0.32
52.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
53.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
54.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
55.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
56.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
57.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00
58.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
59.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
60.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
61.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
62.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
63.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00
64.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
65.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
