Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.352s)
CreateVariables () DONE !!!
Creating 21 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	0.00	0.00	0.00	0.00	0.60	0.00	0.00	0.00	0.00	0.00	1.98	1.33	0.21	0.09	0.00	0.00	0.00	0.00	0.08	0.12	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.60	0.00	2.00	0.00	0.00	0.00	0.00	0.37	0.00	0.00	0.00	0.00	0.00
5.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.13	1.21	2.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.05	2.00	0.64	0.22	0.00	0.00	0.00	0.01	0.00	0.72	0.00	0.16
7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.64	2.00	1.13	0.05	0.00	0.00	0.55	0.00	0.00	1.21	0.00	0.11
8.00	0.00	0.00	0.00	1.14	0.00	0.00	0.00	0.00	0.00	1.57	1.99	0.68	0.24	0.00	0.00	0.22	0.01	0.00	0.33	0.00	0.20
9.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.92	2.00	0.32	0.00	0.00	0.00	0.00	0.09	0.00	0.33	0.00	0.00
10.00	0.00	0.00	0.00	0.20	0.31	0.00	0.15	0.00	0.00	0.64	2.00	0.45	0.12	0.13	0.00	0.44	0.00	0.00	0.75	0.00	0.00
11.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.00	2.16	2.00	0.53	0.22	0.00	0.00	0.53	0.00	0.00	0.00	0.00	0.16
12.00	0.00	0.00	0.00	1.18	0.14	0.00	0.00	0.00	0.31	0.46	2.00	1.50	0.73	0.00	0.00	0.42	0.31	0.00	0.00	0.00	0.18
13.00	0.00	0.00	0.00	0.22	0.95	0.00	0.00	0.00	0.00	0.61	2.00	0.29	0.42	0.00	0.00	0.00	0.00	0.00	0.78	0.00	0.00
14.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.78	1.99	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.00	0.00	0.00	0.00	0.59	0.54	0.01	0.00	0.00	0.00	0.53	2.00	0.80	0.38	0.00	0.00	0.00	0.00	0.00	1.54	0.00	0.07
16.00	0.00	0.00	0.00	0.31	1.70	0.00	0.00	0.00	0.00	1.59	2.00	1.08	0.29	0.00	0.00	0.35	0.00	0.00	1.38	0.00	0.21
17.00	0.00	0.00	0.00	0.72	0.99	0.00	0.00	0.00	0.00	1.20	2.00	0.48	0.77	0.00	0.00	0.00	0.00	0.00	0.37	0.00	0.31
18.00	0.00	0.00	0.00	0.79	1.27	0.00	0.00	0.00	0.00	0.80	2.00	0.73	0.85	0.00	0.00	0.04	0.00	0.00	1.04	0.00	0.85
19.00	0.00	0.00	0.00	1.77	0.21	0.00	0.00	0.00	0.02	2.10	2.00	0.00	0.51	0.00	0.00	0.46	0.00	0.00	1.19	0.00	0.21
20.00	0.00	0.00	0.00	0.32	0.89	0.00	0.00	0.00	0.00	1.30	1.99	0.60	0.00	0.00	0.00	0.41	0.00	0.00	1.53	0.00	0.00
21.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	2.00	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
22.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.02	0.26	1.01	2.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.00
23.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.58	2.00	0.62	0.64	0.00	0.00	0.29	0.00	0.00	0.27	0.00	0.00
24.00	0.00	0.00	0.00	0.00	1.02	0.00	0.00	0.00	0.08	1.00	2.00	0.57	0.04	0.00	0.00	0.72	0.07	0.00	0.68	0.00	0.04
25.00	0.00	0.00	0.00	0.00	0.51	0.00	0.13	0.00	0.00	1.26	2.00	0.02	0.74	0.14	0.00	0.77	0.00	0.00	1.79	0.00	0.15
26.00	0.00	0.00	0.00	2.48	1.35	0.01	0.00	0.00	0.00	1.40	1.99	0.53	0.58	0.00	0.00	0.18	0.00	0.00	1.63	0.00	0.00
27.00	0.00	0.00	0.00	0.14	0.14	0.00	0.00	0.00	0.00	1.59	2.00	0.00	0.00	0.00	0.00	0.54	0.00	0.00	0.45	0.00	0.00
28.00	0.00	0.00	0.00	1.02	0.31	0.00	0.00	0.00	0.01	0.52	2.00	0.14	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00
29.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.31	0.77	0.00	0.00	0.02	0.00	0.00	1.54	0.00	0.02
30.00	0.00	0.00	0.00	1.02	0.26	0.00	0.00	0.00	0.00	0.34	2.00	0.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
31.00	0.00	0.00	0.00	1.05	0.41	0.32	0.05	0.00	0.00	1.60	2.00	0.77	0.79	0.48	0.00	0.00	0.00	0.00	1.60	0.41	0.24
32.00	0.00	0.00	0.00	0.28	0.15	0.00	0.00	0.00	0.00	1.99	1.99	1.06	1.06	0.00	0.00	0.00	0.00	0.00	1.28	0.00	0.00
33.00	0.00	0.00	0.00	0.34	0.00	0.00	0.00	0.00	0.00	1.33	2.00	0.82	0.33	0.00	0.00	1.42	0.00	0.00	0.31	0.00	0.00
34.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.99	2.00	0.40	0.08	0.00	0.00	0.55	0.00	0.00	0.31	0.00	0.07
35.00	0.00	0.00	0.00	1.26	1.22	0.00	0.00	0.00	0.00	1.42	2.00	0.00	0.00	0.00	0.00	1.32	0.00	0.00	1.02	0.00	0.00
36.00	0.00	0.00	0.00	1.30	0.75	0.00	0.00	0.00	0.00	1.46	2.00	0.54	0.34	0.00	0.00	0.80	0.00	0.00	0.04	0.00	0.15
37.00	0.00	0.00	0.00	0.66	1.13	0.00	0.00	0.00	0.00	1.47	2.00	0.82	0.05	0.00	0.00	0.00	0.00	0.00	0.38	0.00	0.04
38.00	0.00	0.00	0.00	2.05	0.07	0.00	0.00	0.00	0.00	1.61	1.99	1.42	0.07	0.00	0.00	1.32	0.00	0.00	0.00	0.00	0.07
39.00	0.00	0.00	0.00	0.75	1.25	0.00	0.00	0.00	0.00	1.33	2.00	0.08	0.33	0.00	0.00	0.19	0.00	0.00	0.72	0.00	0.00
40.00	0.00	0.00	0.00	0.62	1.72	0.00	0.00	0.00	0.00	0.45	2.00	1.01	0.28	0.00	0.00	0.62	0.00	0.00	0.33	0.00	0.00
