Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.261s)
CreateVariables () DONE !!!
Creating 9 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	1.39	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
5.00	1.60	1.38	1.39	1.61	2.00	0.00	0.00	1.37	1.39
6.00	2.00	2.00	1.98	1.97	2.00	0.00	1.42	2.00	1.98
7.00	2.00	1.99	2.00	2.00	2.00	1.64	2.00	2.00	2.00
8.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00
9.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
10.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00
11.00	1.99	2.00	1.99	2.00	2.00	2.00	2.01	1.99	1.98
12.00	1.99	2.00	2.00	1.99	2.00	1.99	2.00	2.01	2.00
13.00	2.00	1.99	2.00	2.00	2.00	2.00	1.99	1.99	2.00
14.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00
15.00	2.00	2.00	1.99	2.00	2.00	2.00	1.99	2.00	2.00
16.00	1.99	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
17.00	2.01	2.00	2.00	2.00	2.00	1.99	2.00	1.99	1.99
18.00	2.00	2.00	1.99	1.99	2.00	2.00	2.00	2.00	2.00
19.00	1.98	1.99	2.00	2.00	2.00	2.00	1.99	2.00	2.00
20.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00
21.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
22.00	2.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00
23.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99	1.99	1.99
24.00	2.00	2.00	1.99	1.99	2.00	2.00	2.00	2.00	1.99
25.00	1.99	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
26.00	2.00	1.99	2.00	2.00	1.99	2.00	2.00	2.00	2.00
27.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00	2.00	2.00
28.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	1.99
29.00	2.00	2.00	2.00	1.99	2.00	1.99	2.00	2.00	2.00
30.00	1.99	2.00	2.00	2.00	2.00	2.01	2.00	1.99	2.00
31.00	2.00	1.99	1.99	2.00	2.00	1.99	1.99	2.00	2.00
32.00	2.00	2.00	2.00	2.00	1.99	2.00	2.00	2.00	2.00
33.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
34.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00
35.00	2.00	2.00	2.00	1.99	2.00	2.00	0.65	1.99	2.00
36.00	1.99	2.00	2.00	2.00	2.00	1.99	0.00	2.00	1.99
37.00	0.64	2.00	1.99	2.00	2.00	2.00	0.00	2.00	2.01
38.00	0.00	1.99	2.00	2.00	1.99	2.00	0.00	2.00	1.99
39.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	1.99
40.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
41.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
42.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	1.99	1.99
43.00	0.00	2.00	1.99	1.99	2.00	1.99	0.00	2.00	2.01
44.00	0.00	1.99	2.00	2.00	1.99	2.00	0.00	2.00	1.99
45.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
46.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
47.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
48.00	0.00	2.00	2.00	1.99	2.00	2.00	0.00	2.00	1.99
49.00	0.00	2.00	1.99	2.00	2.00	1.99	0.00	2.00	2.00
50.00	0.00	1.99	2.00	2.00	2.00	2.00	0.00	1.99	2.00
51.00	0.00	2.00	2.00	2.00	1.99	2.00	0.00	2.00	2.00
52.00	0.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00
53.00	0.00	2.00	0.04	2.00	2.00	2.00	0.00	2.00	2.00
54.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	1.99	2.00
55.00	0.00	2.00	0.00	1.99	2.00	2.00	0.00	2.00	1.99
56.00	0.00	1.99	0.00	2.00	2.00	1.99	0.00	2.00	2.00
57.00	0.00	2.00	0.00	2.00	1.99	2.00	0.00	2.00	2.00
58.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
59.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
60.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
61.00	0.00	2.00	0.00	2.00	2.00	1.99	0.00	1.99	1.99
62.00	0.00	1.99	0.00	1.99	2.00	2.00	0.00	2.00	2.00
63.00	0.00	2.00	0.00	2.00	1.99	2.00	0.00	2.00	2.00
64.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
65.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
66.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	1.99
67.00	0.00	2.00	0.00	1.99	2.00	2.00	0.00	1.99	2.00
68.00	0.00	2.00	0.00	2.00	2.00	1.99	0.00	2.00	2.00
69.00	0.00	1.99	0.00	2.00	1.99	2.00	0.00	2.00	2.00
70.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
71.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
72.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	1.99
73.00	0.00	2.00	0.00	1.99	2.00	2.00	0.00	2.00	2.00
74.00	0.00	2.00	0.00	2.00	2.00	1.99	0.00	1.99	2.00
75.00	0.00	1.99	0.00	2.00	1.99	2.00	0.00	2.00	2.00
76.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
77.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
78.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
79.00	0.00	2.00	0.00	2.00	2.00	1.99	0.00	1.99	1.99
80.00	0.00	2.00	0.00	1.99	2.00	2.00	0.00	2.00	2.00
81.00	0.00	1.99	0.00	2.00	1.99	2.00	0.00	2.00	2.00
82.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
83.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
84.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
85.00	0.00	2.00	0.00	1.99	2.00	1.99	0.00	2.00	2.00
86.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	1.98
87.00	0.00	1.99	0.00	2.00	1.99	2.00	0.00	1.99	2.00
88.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
89.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
90.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
91.00	0.00	2.00	0.00	1.99	2.00	2.00	0.00	2.00	1.99
92.00	0.00	2.00	0.00	2.00	2.00	1.99	0.00	1.99	2.00
93.00	0.00	1.99	0.00	2.00	1.99	2.00	0.00	2.00	2.00
94.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
95.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
96.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
97.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	1.99	2.00
98.00	0.00	2.00	0.00	2.00	2.00	1.99	0.00	2.00	1.99
99.00	0.00	1.99	0.00	1.99	2.00	2.00	0.00	2.00	2.00
100.00	0.00	2.00	0.00	2.00	1.99	2.00	0.00	2.00	2.00
101.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
102.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	2.00
103.00	0.00	2.00	0.00	2.00	2.00	2.00	0.00	2.00	1.99
104.00	0.00	2.00	0.00	1.99	2.00	1.99	0.00	2.00	2.00
105.00	0.00	1.99	0.00	2.00	2.00	2.00	0.00	1.99	2.00
106.00	0.00	0.71	0.00	1.95	1.99	0.72	0.00	1.98	1.98
107.00	0.00	0.62	0.00	2.00	2.00	1.74	0.00	2.00	2.00
108.00	0.00	0.93	0.00	1.99	2.00	1.93	0.00	1.98	2.00
109.00	0.00	1.98	1.47	1.99	2.00	1.92	0.00	1.99	1.99
110.00	0.00	2.00	1.98	2.00	2.00	2.00	0.00	1.99	2.00
111.00	0.00	1.99	1.98	1.99	2.00	2.00	0.00	2.00	2.00
112.00	0.00	2.00	1.97	2.00	1.99	2.00	0.00	2.00	2.00
113.00	0.00	2.00	1.97	0.62	2.00	0.62	0.00	2.00	0.62
114.00	0.00	2.00	2.00	0.00	2.00	0.00	0.00	2.00	0.00
115.00	0.00	2.00	2.00	0.04	2.00	0.00	0.00	2.00	0.00
116.00	0.00	1.99	1.99	0.00	2.00	0.04	0.00	2.00	0.00
117.00	0.00	1.98	2.00	1.20	2.00	0.00	0.00	1.99	0.00
118.00	0.00	2.00	2.00	2.00	1.99	0.00	0.00	2.00	0.00
119.00	0.00	2.00	1.97	2.00	2.00	1.73	0.00	2.00	0.00
120.00	0.00	2.00	1.97	2.00	2.00	2.00	0.00	2.00	0.00
121.00	0.00	0.11	1.99	2.00	2.00	1.99	0.00	2.00	0.00
122.00	0.00	0.00	1.97	2.00	2.00	1.99	0.00	2.00	0.00
123.00	0.00	0.00	1.98	1.99	2.00	2.00	0.00	1.99	0.00
124.00	0.00	0.00	1.97	2.00	1.99	2.00	0.00	2.00	0.00
125.00	0.00	0.00	2.00	2.00	2.00	2.00	0.00	2.00	0.00
126.00	0.00	0.00	1.99	2.00	2.00	2.00	0.00	2.00	0.00
127.00	0.00	0.00	2.00	2.00	2.00	1.99	0.00	2.00	0.00
128.00	0.00	0.00	1.95	2.00	2.00	2.00	0.00	2.00	0.00
129.00	0.00	0.00	1.99	2.00	2.00	2.00	0.00	1.99	0.00
130.00	0.00	0.00	1.99	1.99	1.99	2.00	0.00	2.00	0.00
131.00	0.00	0.00	1.99	2.00	2.00	2.00	1.26	2.00	0.00
132.00	0.00	0.00	1.98	2.00	2.00	2.00	1.94	2.00	0.00
133.00	0.00	0.00	1.99	1.99	2.00	1.95	1.97	2.00	1.39
134.00	0.00	0.00	1.99	1.99	2.00	2.00	1.88	2.00	2.00
135.00	0.00	0.00	1.98	1.98	2.00	1.99	1.97	1.99	1.99
136.00	0.00	0.00	1.98	1.95	1.99	2.00	1.99	2.00	1.99
137.00	0.00	0.00	1.99	2.00	2.00	2.00	1.97	2.00	2.00
138.00	0.00	0.00	1.98	2.00	2.00	2.00	1.94	2.00	2.00
139.00	0.00	0.00	1.99	2.00	2.00	1.99	1.94	2.00	1.99
140.00	0.00	0.00	1.99	1.99	2.00	2.00	1.95	2.00	2.01
141.00	0.00	0.00	1.99	2.00	2.00	2.00	1.94	1.99	1.99
142.00	0.00	0.00	1.99	2.00	2.00	2.00	1.97	2.00	2.00
143.00	0.00	0.00	2.00	0.88	1.99	1.99	0.87	2.00	1.99
144.00	0.00	0.00	2.00	0.00	2.00	2.00	0.00	2.00	2.00
145.00	0.00	0.00	1.98	0.00	2.00	2.00	0.00	2.00	2.00
146.00	0.00	0.00	2.00	0.00	2.00	1.98	0.00	2.00	2.00
147.00	0.00	0.00	1.99	0.00	2.00	2.00	0.00	2.00	1.99
148.00	0.00	0.00	1.99	0.00	2.00	2.00	0.00	1.99	2.00
149.00	0.00	0.00	2.00	0.00	1.99	2.00	0.00	2.00	2.00
150.00	0.00	0.00	2.00	0.00	2.00	2.00	0.00	2.00	2.00
151.00	0.00	0.00	2.00	0.00	2.00	2.00	0.00	2.00	2.00
152.00	0.00	0.00	2.00	0.00	2.00	2.00	0.00	1.99	2.00
153.00	0.00	0.00	1.99	0.00	2.00	1.99	0.00	2.00	1.99
154.00	0.00	0.00	1.98	0.00	2.00	2.00	0.00	2.00	2.00
155.00	0.00	0.00	2.00	0.00	1.99	1.99	0.00	2.00	2.00
156.00	0.00	0.00	1.99	0.00	2.00	1.99	0.00	2.00	2.00
157.00	0.00	0.00	1.98	0.00	2.00	2.00	0.00	2.00	2.00
158.00	0.00	0.00	1.98	0.00	2.00	1.99	0.00	2.00	1.99
159.00	0.00	0.00	1.98	0.00	2.00	1.99	0.00	2.00	0.13
160.00	0.00	0.00	2.00	0.00	2.00	2.00	0.00	1.99	0.00
161.00	0.00	0.00	2.00	0.00	1.99	2.00	0.00	2.00	0.00
162.00	0.00	0.00	2.00	0.00	2.00	2.00	0.00	2.00	0.00
163.00	0.00	0.00	2.00	0.00	2.00	1.99	0.00	2.00	0.00
164.00	0.00	0.00	2.00	0.00	2.00	2.00	0.00	2.00	0.00
165.00	0.00	0.00	1.99	0.00	2.00	1.98	0.00	1.99	0.00
166.00	0.00	0.00	1.99	0.00	2.00	2.00	0.00	2.00	0.00
167.00	0.00	0.00	1.99	0.00	1.99	2.00	0.00	2.00	0.00
168.00	0.00	0.00	1.98	0.00	2.00	2.00	0.00	2.00	0.00
169.00	0.00	0.00	2.00	0.00	2.00	2.00	0.00	2.00	0.00
170.00	0.00	0.00	2.00	0.00	2.00	2.00	0.00	2.00	0.00
171.00	0.00	0.00	1.99	0.00	2.00	1.98	0.00	1.99	0.00
172.00	0.00	0.00	1.97	0.00	2.00	2.00	0.00	2.00	0.00
173.00	0.00	0.00	2.00	0.00	1.99	1.99	0.00	2.00	0.00
174.00	0.00	0.00	1.98	0.00	2.00	2.00	0.00	2.00	0.00
175.00	0.00	0.00	1.99	0.00	2.00	1.99	0.00	2.00	0.00
176.00	0.00	0.00	2.00	0.00	2.00	2.00	0.00	2.00	0.00
177.00	0.00	0.00	1.95	0.00	2.00	2.00	0.00	1.99	0.00
178.00	0.00	0.00	1.99	0.00	2.00	1.99	0.00	2.00	0.00
179.00	0.00	0.00	1.99	0.00	1.99	2.00	0.00	2.00	0.00
10.2.1.2	2.04	7.77
10.1.1.1	1.63	2145.20
10.1.1.2	1.32	5384.96
10.1.1.3	1.38	1783.46
10.1.1.4	1.55	2456.26
10.1.1.6	1.94	2492.30
10.1.1.7	0.57	2648.85
10.1.1.8	2.04	1797.89
10.1.1.9	1.66	2099.58
