Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.241s)
CreateVariables () DONE !!!
Creating 10 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	1.12	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
5.00	1.28	1.97	1.12	1.10	1.07	2.00	1.12	1.55	0.00	0.00
6.00	2.00	0.87	0.65	0.92	0.40	2.00	1.98	1.07	0.00	0.67
7.00	1.98	1.88	1.64	1.22	0.64	2.00	1.84	1.58	0.00	0.21
8.00	1.50	1.60	1.98	1.91	1.60	1.99	2.00	1.78	0.00	1.32
9.00	2.00	1.99	1.58	1.02	0.25	2.00	1.94	1.33	0.00	0.13
10.00	2.00	1.74	1.66	0.12	0.00	2.00	1.83	1.50	0.00	0.00
11.00	2.00	1.83	1.78	0.75	0.24	2.00	1.97	0.95	0.00	0.26
12.00	2.00	1.90	1.85	0.65	0.00	2.00	2.01	2.59	0.00	0.00
13.00	0.35	1.84	1.98	1.20	0.79	2.00	2.00	1.57	0.00	0.53
14.00	3.11	1.92	1.63	0.46	0.26	1.99	1.98	1.87	0.00	0.06
15.00	2.00	2.00	0.12	1.52	0.00	2.00	2.01	1.63	0.00	0.42
16.00	2.00	1.74	1.33	0.04	0.00	2.00	1.92	1.30	0.00	0.00
17.00	1.99	2.00	1.90	0.00	0.00	2.00	1.84	1.86	0.00	1.11
18.00	2.00	1.65	1.25	0.42	0.80	2.00	1.80	1.79	0.00	0.00
19.00	1.55	1.88	1.90	0.84	0.00	2.00	1.97	1.31	0.00	0.49
20.00	2.18	1.97	1.87	1.30	0.53	1.99	1.77	1.18	0.00	0.16
21.00	1.99	2.00	1.99	1.93	0.71	2.00	2.00	1.98	0.00	0.29
22.00	2.00	1.94	1.33	0.59	0.00	2.00	1.99	1.52	0.00	0.00
23.00	2.00	2.00	1.94	0.60	0.29	2.00	1.98	2.00	0.00	1.94
24.00	1.90	2.00	1.85	0.55	0.66	2.00	1.86	1.94	0.00	0.92
25.00	1.98	1.94	1.66	1.57	0.00	2.00	2.00	1.61	0.00	1.44
26.00	1.99	1.99	1.97	0.66	0.82	1.99	2.00	1.83	0.00	0.13
27.00	2.00	1.97	1.60	1.46	0.51	2.00	1.88	1.54	0.00	0.18
28.00	1.79	1.91	1.75	0.47	0.06	2.00	2.04	1.71	0.00	0.15
29.00	2.00	1.98	1.83	1.00	0.11	2.00	1.87	0.95	0.00	0.31
30.00	2.00	2.00	1.83	1.15	0.08	2.00	2.01	1.52	0.00	0.28
31.00	1.99	1.86	1.85	1.39	0.05	2.00	1.98	1.67	0.00	0.00
32.00	2.00	2.03	2.03	0.00	0.00	1.99	1.99	2.00	0.00	0.00
33.00	1.99	1.87	1.64	1.10	0.00	2.00	1.99	1.71	0.00	0.35
34.00	2.01	2.01	2.04	2.05	0.27	2.00	2.01	2.07	0.00	0.51
35.00	2.00	2.00	0.84	0.42	0.26	2.00	0.73	0.75	0.00	0.38
36.00	1.98	1.99	1.72	0.45	1.48	2.00	1.98	1.06	0.00	0.29
37.00	1.94	1.79	1.37	1.07	0.37	2.00	1.93	1.46	0.00	0.60
38.00	2.04	1.87	1.73	0.40	0.22	1.99	2.01	1.25	0.00	0.18
39.00	2.00	1.99	1.73	0.32	0.34	2.00	2.00	2.40	0.00	1.11
40.00	2.00	1.87	1.78	0.58	0.13	2.00	2.00	1.41	0.00	1.05
41.00	1.99	1.85	1.57	1.47	0.08	2.00	1.99	1.32	0.00	0.22
42.00	2.00	1.94	0.89	1.13	0.21	2.00	1.93	1.95	0.00	0.26
43.00	1.99	1.95	1.72	0.00	0.00	2.00	1.94	1.87	0.00	0.68
44.00	1.37	1.54	1.17	0.47	0.39	1.99	1.78	1.06	0.00	0.01
45.00	0.99	1.80	1.26	0.67	0.19	2.00	1.85	0.53	0.00	0.51
46.00	2.85	1.99	2.04	0.20	0.00	2.00	2.05	1.98	0.00	0.29
47.00	2.00	1.61	1.71	0.18	0.00	2.00	2.06	0.44	0.00	0.40
48.00	2.00	1.91	1.84	0.09	0.00	2.00	2.01	1.95	0.00	0.00
49.00	2.00	1.99	2.00	0.91	0.11	2.00	1.99	1.81	0.00	0.13
50.00	1.99	2.00	1.92	0.04	0.28	2.00	2.00	1.98	0.00	1.10
51.00	2.00	2.00	1.66	1.11	0.00	1.99	1.87	1.72	0.00	0.42
52.00	2.00	1.97	1.79	0.72	0.00	2.00	1.99	1.79	0.00	0.66
53.00	2.00	1.97	1.65	1.22	0.00	2.00	2.00	1.88	0.00	0.24
54.00	2.00	1.99	1.91	1.95	0.52	2.00	1.99	1.99	0.00	0.04
55.00	2.00	2.01	2.01	2.05	0.48	2.00	2.01	2.01	0.00	0.47
56.00	2.00	2.00	1.94	2.00	0.00	2.00	1.99	2.00	0.00	0.00
57.00	1.99	2.00	1.93	2.00	0.00	1.99	2.00	2.00	0.00	0.00
58.00	2.00	2.00	1.94	2.00	0.00	2.00	2.00	2.00	0.00	0.00
59.00	2.00	2.00	0.18	2.00	0.00	2.00	1.99	1.99	0.00	0.00
60.00	2.00	2.00	0.00	1.99	0.00	2.00	1.99	2.00	0.00	0.00
61.00	0.82	1.93	1.18	1.51	0.59	2.00	1.92	1.94	0.00	0.86
62.00	0.00	2.00	1.77	0.47	0.13	2.00	1.98	1.90	0.00	0.05
63.00	1.70	1.99	1.99	0.00	0.00	1.99	1.99	2.00	0.00	0.00
64.00	2.00	2.00	1.99	0.09	0.04	2.00	2.00	1.71	0.00	0.00
