Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.239s)
CreateVariables () DONE !!!
Creating 12 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	1.67	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
5.00	0.31	0.00	0.00	0.38	0.00	0.45	2.00	0.26	0.18	0.57	0.55	0.18
6.00	0.86	0.04	0.41	0.75	0.21	1.22	2.00	1.34	1.00	0.71	1.50	1.70
7.00	0.27	0.38	1.10	0.54	0.31	0.66	2.00	0.80	0.20	0.31	0.62	0.46
8.00	0.00	0.66	1.25	0.73	0.54	0.78	1.99	0.92	0.68	0.58	0.85	0.65
9.00	0.55	0.94	0.97	0.87	0.42	1.35	2.00	0.69	0.00	0.25	0.00	0.00
10.00	0.00	1.60	0.52	0.94	0.40	1.11	2.00	2.05	0.14	1.15	0.73	0.25
11.00	0.92	1.47	1.59	1.39	0.79	1.35	2.00	0.66	0.46	0.46	1.87	0.45
12.00	0.95	0.53	1.05	0.77	0.00	0.75	2.00	0.71	0.00	0.48	0.93	1.38
13.00	0.94	1.42	1.37	0.60	0.47	1.01	2.00	1.42	1.32	0.79	2.03	1.26
14.00	0.31	1.20	1.60	1.52	0.58	1.37	1.99	1.75	1.19	1.68	2.00	1.47
15.00	0.57	0.85	0.54	0.33	0.28	0.33	2.00	0.94	0.71	0.98	1.01	1.31
16.00	0.98	1.06	1.47	1.27	0.87	0.53	2.00	0.89	0.13	0.53	0.81	0.01
17.00	0.00	1.00	1.61	1.31	0.60	1.58	2.00	0.78	0.09	0.14	0.66	0.22
18.00	0.00	0.87	1.07	0.61	0.55	1.53	2.00	1.28	0.00	0.13	1.50	1.17
19.00	0.01	0.85	1.28	1.44	0.78	1.10	2.00	0.77	0.00	0.00	1.10	0.77
20.00	0.00	0.00	1.94	1.88	0.00	0.00	1.99	2.00	1.18	0.00	2.00	1.99
21.00	0.59	0.60	0.81	1.26	0.69	0.87	2.00	1.11	0.65	0.59	0.73	0.97
22.00	0.73	0.08	1.05	1.35	0.62	0.75	2.00	1.05	0.13	1.28	0.98	0.91
23.00	0.84	1.95	1.12	1.60	1.24	1.20	2.00	0.44	1.21	1.13	0.98	0.25
24.00	1.12	0.58	1.45	1.27	0.87	1.14	2.00	0.91	0.09	0.81	0.99	0.31
25.00	1.17	0.62	0.54	0.67	0.11	0.95	2.00	0.87	0.09	0.80	0.92	1.05
26.00	0.85	0.92	1.13	2.11	0.18	1.07	1.99	1.46	0.25	0.88	1.18	1.40
27.00	0.58	1.46	1.57	1.54	0.15	1.22	2.00	0.72	0.48	1.32	1.79	1.35
28.00	0.81	1.26	1.71	0.67	0.00	1.25	2.00	1.42	0.00	1.04	1.02	1.44
29.00	0.78	1.31	1.14	1.32	0.59	1.05	2.00	0.00	0.73	0.89	0.68	0.31
30.00	0.00	0.13	1.11	0.67	0.44	0.85	2.00	0.08	0.00	0.39	0.53	0.00
31.00	0.00	0.61	1.25	1.05	0.11	0.51	2.00	0.54	0.49	1.48	1.01	0.61
32.00	0.92	0.88	2.08	0.60	0.57	1.13	1.99	1.19	0.59	1.45	1.33	0.38
33.00	1.05	0.66	1.38	1.48	0.18	1.32	2.00	1.45	0.22	0.53	1.18	1.38
34.00	0.00	0.49	1.10	0.68	0.45	1.86	2.00	1.55	0.54	2.17	1.92	1.54
35.00	0.12	0.88	1.06	1.63	0.65	2.00	2.00	1.53	0.38	1.19	1.98	1.04
36.00	0.19	0.35	0.71	0.45	0.34	0.98	2.00	0.75	0.13	1.37	0.91	1.08
37.00	0.78	1.44	0.71	0.00	1.61	1.94	2.00	0.66	1.42	1.24	1.10	0.53
38.00	0.78	0.75	1.19	0.00	0.59	1.32	1.99	1.14	0.04	0.37	0.87	0.47
39.00	0.33	0.16	0.94	0.58	0.04	0.71	2.00	0.44	0.80	1.02	0.37	0.92
40.00	0.58	0.40	1.17	1.94	0.28	0.99	2.00	1.54	0.37	0.55	0.98	1.22
41.00	0.00	1.58	2.00	0.00	0.00	1.72	2.00	1.32	0.13	0.00	1.06	0.68
