Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.227s)
CreateVariables () DONE !!!
Creating 21 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	0.00	0.08	0.24	0.00	0.06	0.08	0.00	0.00	0.22	0.00	2.00	0.74	0.66	0.00	0.00	0.00	0.58	0.15	0.12	0.00	0.00
6.00	0.00	0.19	0.11	0.00	0.33	0.00	0.00	0.00	0.32	0.29	2.00	0.38	0.47	0.34	0.00	0.00	0.11	0.00	0.32	0.00	0.00
7.00	0.00	0.08	1.10	0.00	0.07	0.51	0.00	0.00	0.09	0.20	2.00	0.00	0.04	0.00	0.00	0.00	0.02	0.00	0.28	0.00	0.00
8.00	0.15	0.16	0.08	0.09	0.38	0.27	0.00	0.00	0.16	0.20	1.99	0.02	0.21	0.24	0.00	0.05	0.64	1.35	0.39	0.00	0.00
9.00	0.12	0.00	0.00	0.00	0.64	0.00	0.00	0.00	0.15	0.00	2.00	0.34	0.08	0.22	0.00	0.05	0.58	0.00	0.35	0.00	0.00
10.00	0.00	0.01	0.00	0.00	0.18	0.02	0.00	0.00	0.27	0.79	2.00	0.47	0.00	0.00	0.00	0.01	0.04	1.37	0.00	0.00	0.00
11.00	0.00	0.00	0.00	2.27	1.19	0.14	0.00	0.00	0.00	0.00	2.00	0.55	0.08	0.06	0.00	0.00	0.93	0.51	0.82	0.00	0.00
12.00	0.00	0.00	0.00	1.72	1.88	0.00	0.00	0.00	0.00	0.00	2.00	1.60	0.00	0.00	0.00	0.00	1.32	2.01	0.01	0.00	0.00
13.00	0.00	0.00	0.00	1.73	1.12	0.00	0.00	0.00	0.00	0.00	2.00	1.87	0.00	0.00	0.00	0.00	0.61	1.12	0.00	0.00	0.00
14.00	0.00	0.00	0.00	2.05	1.98	0.00	0.00	0.00	0.00	0.00	1.99	2.05	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.00	0.00
15.00	0.00	0.00	0.00	1.22	1.48	0.00	0.00	0.00	0.00	0.00	2.00	1.28	0.00	0.00	0.00	0.00	0.80	1.12	1.25	0.00	0.00
16.00	0.00	0.00	0.00	1.74	1.97	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.30	2.18	1.44	0.00	0.00
17.00	0.00	0.07	0.66	0.29	1.13	0.00	0.00	0.00	0.08	0.44	2.00	0.47	0.19	0.38	0.00	0.04	1.22	0.05	1.00	0.00	0.00
18.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.12	0.24	2.00	0.87	0.59	0.22	0.00	0.00	0.00	0.80	0.79	0.00	0.00
19.00	0.00	0.00	0.00	0.44	0.31	0.00	0.00	0.00	0.09	0.19	2.00	0.80	0.53	0.00	0.00	0.00	0.87	0.00	0.54	0.00	0.00
20.00	0.00	0.01	0.39	0.00	0.00	0.28	0.00	0.00	0.00	0.61	1.99	0.20	0.32	0.08	0.00	0.00	0.00	0.01	0.85	0.00	0.00
21.00	0.00	0.18	0.06	0.00	1.22	0.68	0.00	0.00	0.21	0.09	2.00	1.12	0.73	0.42	0.00	0.02	0.00	0.00	0.74	0.00	0.00
22.00	0.00	0.09	0.37	0.00	0.48	0.94	0.00	0.00	0.61	0.31	2.00	1.51	0.32	0.20	0.00	0.00	0.00	0.00	1.34	0.00	0.00
23.00	0.00	0.00	0.85	0.00	1.46	0.47	0.00	0.00	0.05	1.07	2.00	0.91	0.35	0.27	0.00	0.00	0.00	0.00	0.51	0.00	0.00
24.00	0.00	0.00	0.89	0.00	0.55	0.33	0.00	0.00	0.00	1.26	2.00	0.51	0.92	0.72	0.00	0.00	0.05	0.00	1.24	0.00	0.00
25.00	0.00	0.00	0.97	0.00	1.51	0.87	0.00	0.00	0.00	1.13	2.00	0.88	0.55	0.40	0.00	0.00	0.88	0.89	0.20	0.00	0.00
26.00	0.00	0.00	0.37	0.00	0.86	0.61	0.00	0.00	0.00	0.62	1.99	1.20	0.01	0.00	0.00	0.00	1.18	1.33	0.91	0.00	0.00
27.00	0.29	0.27	0.31	0.74	0.00	0.00	0.00	0.00	0.00	0.31	2.00	0.27	0.00	0.00	0.00	0.13	0.16	0.26	0.00	0.00	0.20
28.00	0.00	0.14	0.13	0.00	0.07	0.09	0.00	0.00	0.00	0.00	2.00	0.27	0.00	0.00	0.00	0.16	1.01	0.51	0.00	0.00	0.00
29.00	0.00	0.99	0.94	0.21	1.12	0.00	0.00	0.00	0.00	0.00	2.00	0.65	0.07	0.00	0.00	0.00	0.26	1.04	0.31	0.00	0.00
30.00	0.00	0.13	1.31	1.51	0.66	0.58	0.00	0.00	0.00	0.00	2.00	0.62	0.00	0.00	0.00	0.00	0.42	0.00	0.49	0.00	0.00
31.00	0.00	1.07	0.74	0.65	0.02	0.00	0.00	0.00	0.00	0.00	2.00	0.01	0.11	0.19	0.00	0.00	0.32	1.10	0.00	0.00	0.05
32.00	0.00	0.00	0.31	2.17	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.72	2.00	0.85	0.00	0.00
