Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.269s)
CreateVariables () DONE !!!
Creating 14 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.05	0.00	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	0.00	0.00	0.00	1.92	0.35	0.00	0.00	2.00	1.91	1.66	1.12	0.05	0.00	0.08
6.00	1.97	0.00	0.00	0.33	0.00	0.00	0.00	2.00	2.00	1.87	0.16	0.69	0.00	0.32
7.00	1.99	1.97	0.00	0.52	0.41	0.00	0.00	2.00	1.95	1.90	1.33	0.45	0.00	0.46
8.00	2.00	2.00	1.75	0.72	0.47	0.00	0.00	1.99	1.98	1.73	0.71	0.00	0.00	0.00
9.00	2.00	1.97	0.77	1.37	0.00	0.00	0.00	2.00	2.00	1.73	0.20	0.88	0.00	0.20
10.00	1.75	1.71	0.67	0.51	0.15	0.00	0.00	2.00	1.77	1.25	0.15	0.15	0.00	0.06
11.00	2.03	1.88	1.67	1.05	0.09	0.00	0.00	2.00	2.00	1.66	0.66	0.28	0.00	0.24
12.00	1.99	1.99	2.04	0.69	0.00	0.00	0.00	2.00	1.99	1.97	0.65	0.00	0.00	0.00
13.00	1.99	1.90	0.79	1.25	0.08	0.00	0.00	2.00	1.99	1.57	0.46	0.00	0.00	0.00
14.00	2.00	1.88	2.50	1.48	0.00	0.00	0.00	1.99	2.01	1.63	0.21	0.00	0.00	0.00
15.00	1.99	1.97	2.00	1.78	0.00	0.00	0.00	2.00	1.99	1.73	0.84	0.00	0.00	0.00
16.00	2.00	1.99	2.00	2.00	0.00	0.00	0.00	2.00	2.00	1.92	0.00	0.00	0.00	0.00
17.00	1.97	1.90	1.44	1.13	0.00	0.00	0.00	2.00	1.90	1.63	1.30	0.25	0.00	0.25
18.00	1.99	2.03	1.93	0.87	0.00	0.00	0.00	2.00	2.01	1.45	1.51	0.37	0.00	0.11
19.00	1.99	1.97	1.51	0.15	0.00	0.00	0.00	2.00	1.98	1.77	0.52	0.00	0.00	0.16
20.00	2.00	2.00	1.52	0.64	0.00	0.00	0.00	1.99	2.00	0.65	0.31	0.14	0.00	0.00
21.00	1.80	2.00	1.21	0.69	0.00	0.00	0.00	2.00	2.00	1.91	0.09	0.31	0.00	0.00
22.00	2.00	1.99	1.79	1.17	0.00	0.00	0.00	2.00	2.00	1.90	1.21	0.57	0.00	0.00
23.00	1.94	1.87	1.70	1.07	0.12	0.00	0.00	2.00	1.99	0.92	0.13	0.19	0.00	0.62
24.00	1.74	1.67	1.64	0.82	0.00	0.00	0.00	2.00	1.87	1.91	1.02	0.00	0.00	0.14
25.00	2.26	2.24	1.92	0.35	0.27	0.00	0.00	2.00	1.99	1.86	0.14	0.32	0.00	0.00
26.00	1.99	1.87	1.64	0.24	0.15	0.00	0.00	1.99	1.99	1.59	0.84	0.14	0.00	0.00
27.00	2.00	1.88	1.40	0.97	0.20	0.00	0.00	2.00	2.00	1.85	1.40	0.15	0.00	0.05
28.00	2.00	2.06	1.21	0.97	0.00	0.00	0.00	2.00	2.00	0.82	0.93	0.00	0.00	0.19
29.00	0.82	0.84	0.67	0.00	0.00	0.00	0.00	2.00	0.84	0.88	0.28	0.12	0.00	0.00
30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
31.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
32.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00
33.00	1.47	1.47	1.01	0.00	0.00	0.00	0.00	2.00	1.13	1.14	0.00	0.31	0.04	0.00
34.00	2.00	2.00	0.88	0.00	0.00	0.00	0.00	2.00	0.92	0.88	0.00	0.00	0.00	0.00
35.00	1.94	1.95	1.74	0.22	0.00	0.00	0.00	2.00	1.99	1.87	0.07	0.08	0.00	0.00
36.00	1.92	1.95	1.65	0.98	0.00	0.00	0.00	2.00	1.81	1.50	0.37	0.22	0.00	0.00
37.00	1.97	1.99	1.70	0.33	0.01	0.00	0.04	2.00	1.95	1.87	0.06	0.00	0.01	0.01
38.00	2.00	2.03	1.61	0.11	0.00	0.00	0.00	1.99	1.59	1.59	0.00	0.20	0.04	0.00
39.00	2.00	1.93	1.84	0.14	0.04	0.00	0.00	2.00	2.00	1.91	1.42	0.09	0.00	0.00
40.00	2.00	1.93	1.63	0.81	0.14	0.00	0.00	2.00	1.99	1.71	0.92	0.22	0.00	0.12
