Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.362s)
CreateVariables () DONE !!!
Creating 24 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23
2.00	0.00	0.00	0.00	0.00	0.00	0.41	0.40	0.00	0.00	0.00	0.00	0.00	1.99	1.46	0.53	0.29	0.00	0.00	0.00	1.01	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.59	0.47	0.00	0.00	0.00	0.00	0.00	2.00	0.22	0.45	0.14	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.27	0.09	0.09	0.00	0.00	0.00	0.24	2.00	0.33	0.37	0.18	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.20
5.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.74	2.00	0.00	0.00	0.00	0.00	0.11	0.00	0.44	0.00	0.00	0.00	0.00
6.00	0.00	0.00	0.00	0.33	0.00	1.40	0.04	0.00	0.00	0.00	0.00	0.18	2.00	1.34	0.19	0.12	0.00	0.00	0.00	0.72	0.00	0.00	0.00	0.11
7.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.92	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00
8.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.88	1.99	0.00	0.14	0.00	0.00	0.00	0.00	0.27	0.00	0.00	0.00	0.00
9.00	0.00	0.00	0.00	0.86	0.00	0.37	0.31	0.00	0.00	0.00	0.00	1.65	2.00	1.17	0.00	0.00	0.00	0.00	0.00	1.38	0.00	0.00	0.00	0.00
10.00	0.00	0.00	0.00	0.18	0.00	0.84	0.00	0.00	0.00	0.00	0.00	1.51	2.00	1.41	0.26	0.01	0.00	0.00	0.00	1.38	0.00	0.00	0.00	0.01
11.00	0.00	0.00	0.00	0.65	0.00	1.51	0.00	0.00	0.00	0.00	0.00	0.72	2.00	1.40	0.75	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00
12.00	0.00	0.00	0.00	0.19	0.00	1.01	0.00	0.00	0.00	0.00	0.00	1.37	2.00	0.39	0.00	0.00	0.00	0.00	0.00	0.61	0.00	0.00	0.00	0.00
13.00	0.00	0.00	0.00	0.37	0.00	0.41	0.00	0.00	0.00	0.00	0.00	0.66	2.00	2.21	0.45	0.15	0.00	0.00	0.00	1.01	0.00	0.00	0.00	0.15
14.00	0.00	0.00	0.00	0.18	0.00	0.42	0.31	0.58	0.00	0.00	0.00	0.67	1.99	1.22	0.46	0.15	0.00	0.00	0.00	1.11	0.00	0.00	0.00	0.13
15.00	0.00	0.00	0.00	0.99	0.00	1.08	0.98	0.88	0.00	0.00	0.00	1.75	2.00	0.85	0.26	0.22	0.00	0.00	0.00	1.86	0.00	0.00	0.00	0.12
16.00	0.00	0.00	0.00	1.58	0.00	1.47	0.00	0.00	0.00	0.00	0.00	1.38	2.00	0.66	0.00	0.00	0.00	0.00	0.00	1.81	0.00	0.00	0.00	0.00
17.00	0.00	0.00	0.00	1.61	0.00	0.82	0.29	0.00	0.00	0.00	0.00	0.66	2.00	0.93	0.42	0.22	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.22
18.00	0.00	0.00	0.00	0.29	0.00	0.84	0.21	0.02	0.00	0.00	0.00	0.00	2.00	0.59	0.27	0.29	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.27
19.00	0.00	0.00	0.00	1.01	0.00	2.07	0.91	0.88	0.00	0.00	0.00	2.27	2.00	1.54	0.13	0.31	0.00	0.00	0.00	0.39	0.00	0.00	0.00	0.32
