Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.397s)
CreateVariables () DONE !!!
Creating 6 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5
2.00	0.00	0.00	1.91	1.99	0.71	1.22
3.00	0.00	1.94	2.00	2.00	1.99	1.93
4.00	0.00	1.99	2.00	2.00	1.99	1.94
5.00	1.94	1.99	1.99	2.00	1.99	1.92
6.00	2.00	1.99	1.99	2.00	2.00	1.88
7.00	1.99	2.00	2.00	2.00	2.00	1.88
8.00	2.00	2.00	2.00	1.99	1.99	1.94
9.00	2.00	1.99	2.00	2.00	2.00	1.90
10.00	2.00	2.00	2.00	2.00	1.99	1.91
11.00	1.99	1.99	2.00	2.00	1.99	1.85
12.00	2.00	1.99	1.99	2.00	2.00	1.90
13.00	1.99	2.00	2.00	2.00	2.00	1.90
14.00	0.04	1.99	1.99	1.99	2.00	1.93
15.00	0.00	2.00	2.00	2.00	2.00	1.87
16.00	0.00	2.00	1.99	2.00	2.00	1.92
17.00	0.00	2.00	2.01	2.00	1.99	1.97
18.00	0.00	2.00	2.00	2.00	2.00	1.92
19.00	0.00	1.99	1.99	2.00	2.00	1.97
20.00	0.00	1.98	2.00	1.99	2.00	1.94
21.00	0.00	2.00	2.00	2.00	2.00	1.97
22.00	0.00	1.98	2.00	2.00	2.00	1.95
23.00	0.00	2.00	1.99	2.00	2.00	1.94
24.00	0.00	2.00	2.00	2.00	1.99	1.95
25.00	0.00	1.98	2.00	2.00	2.00	1.94
26.00	0.00	2.00	2.00	1.99	2.00	1.93
27.00	0.00	2.00	2.00	2.00	1.99	1.97
28.00	0.00	1.99	2.00	2.00	2.01	1.97
29.00	0.00	2.00	2.00	2.00	1.99	1.94
30.00	0.00	2.00	1.99	2.00	2.00	1.94
31.00	0.00	1.99	2.00	2.00	2.00	1.93
32.00	0.00	1.99	1.99	1.99	1.97	1.98
33.00	0.00	2.01	2.01	2.00	2.03	1.94
34.00	0.00	1.99	2.00	2.00	2.00	1.95
35.00	0.00	2.00	2.00	2.00	1.99	1.97
36.00	0.00	1.99	1.99	2.00	2.00	1.98
37.00	0.00	1.97	2.00	2.00	2.00	1.93
38.00	0.00	2.00	2.00	1.99	2.00	1.94
39.00	0.00	1.99	2.00	2.00	2.00	1.92
40.00	0.00	2.00	2.00	2.00	2.00	1.93
41.00	0.00	1.99	2.00	2.00	1.98	1.93
42.00	0.00	2.00	2.00	2.00	2.00	1.98
43.00	0.00	1.98	1.99	2.00	2.00	1.93
44.00	0.00	2.00	2.00	1.99	2.00	1.94
45.00	0.00	2.00	2.00	2.00	2.00	1.97
46.00	0.00	1.98	2.00	2.00	2.00	1.97
47.00	0.00	2.00	1.99	2.00	2.00	1.93
48.00	0.00	2.00	2.01	2.00	1.99	1.97
49.00	0.00	2.00	1.99	2.00	2.00	1.92
50.00	0.00	1.99	2.00	2.00	2.00	1.97
51.00	0.00	1.98	2.00	1.99	2.00	1.97
52.00	0.00	1.98	2.00	2.00	2.00	1.97
53.00	0.00	2.00	2.00	2.00	2.00	1.94
54.00	0.00	1.99	1.99	2.00	2.00	1.94
55.00	0.00	2.00	2.00	2.00	1.99	1.84
56.00	0.00	1.99	2.00	2.00	2.00	1.95
57.00	0.00	1.99	2.00	1.99	2.00	1.94
58.00	0.00	1.98	2.00	2.00	2.00	1.97
59.00	0.00	2.00	2.00	2.00	2.00	1.97
60.00	0.00	2.00	1.99	2.00	1.99	1.92
61.00	0.00	2.00	2.00	2.00	2.00	1.97
62.00	0.00	1.99	2.00	2.00	2.00	1.95
63.00	0.00	1.98	2.00	1.99	2.00	1.92
64.00	0.00	2.00	2.00	2.00	2.00	1.94
65.00	0.00	1.99	1.99	2.00	1.99	1.94
66.00	0.00	2.00	2.00	2.00	1.99	1.92
67.00	0.00	2.00	2.00	2.00	2.00	1.97
68.00	0.00	2.00	2.00	2.00	2.00	1.95
69.00	0.00	1.98	2.00	1.99	2.00	1.88
70.00	0.00	2.00	2.00	2.00	2.00	1.95
71.00	0.00	2.00	2.00	2.00	2.00	1.98
72.00	0.00	2.00	1.99	2.00	1.99	1.92
73.00	0.00	2.00	2.00	2.00	2.00	2.00
74.00	0.00	1.99	2.00	2.00	1.99	1.94
75.00	0.00	2.00	2.00	1.99	2.00	1.97
76.00	0.00	2.00	2.00	2.00	2.00	1.95
77.00	0.00	2.00	2.00	2.00	1.99	1.95
78.00	0.00	2.00	1.99	2.00	2.00	1.93
79.00	0.00	1.99	2.00	2.00	2.00	1.95
80.00	1.79	1.01	0.67	2.00	1.02	1.07
81.00	2.00	1.94	1.80	1.99	1.48	1.42
82.00	2.00	2.00	2.00	2.00	0.00	0.00
83.00	2.00	2.00	2.00	2.00	0.00	0.00
84.00	2.00	2.00	2.00	2.00	0.00	0.00
85.00	2.00	1.99	1.99	2.00	0.00	0.00
86.00	2.00	2.00	2.00	2.00	0.00	0.00
87.00	1.99	1.99	2.00	1.99	0.00	0.00
88.00	2.00	2.00	2.00	2.00	0.00	0.00
89.00	2.00	2.00	2.00	2.00	0.00	0.00
90.00	2.00	2.00	2.00	2.00	0.00	0.00
91.00	2.00	2.00	1.99	2.00	0.00	0.00
92.00	2.00	1.99	2.00	2.00	0.00	0.00
93.00	1.99	2.00	2.00	1.99	0.00	0.00
94.00	2.00	2.00	2.00	2.00	0.00	0.00
95.00	2.00	2.00	2.00	2.00	0.00	0.00
96.00	2.00	2.00	2.00	2.00	0.00	0.00
97.00	2.00	2.00	1.99	2.00	0.00	0.00
98.00	2.00	1.99	2.00	2.00	0.00	0.00
99.00	1.99	2.00	1.99	2.00	0.00	0.00
100.00	2.00	2.00	2.00	1.99	0.00	0.00
101.00	2.00	2.00	2.00	2.00	0.00	0.00
102.00	2.00	2.00	2.00	2.00	0.00	0.00
103.00	2.00	2.00	2.00	2.00	0.00	0.00
104.00	2.00	2.00	1.99	2.00	0.00	0.00
105.00	1.99	1.99	2.00	2.00	0.00	0.00
106.00	2.00	2.00	2.00	1.99	0.00	0.00
107.00	2.00	2.00	2.00	2.00	0.00	0.00
108.00	2.00	2.00	2.00	2.00	0.00	0.00
109.00	2.00	2.00	2.00	2.00	0.00	0.00
110.00	2.00	1.99	1.99	2.00	0.00	0.00
111.00	2.00	2.00	2.00	2.00	0.00	0.00
112.00	1.99	2.00	2.00	1.99	0.00	0.00
113.00	2.00	2.00	2.00	2.00	0.00	0.00
114.00	2.00	2.00	2.00	2.00	0.00	0.00
115.00	2.00	2.00	2.00	2.00	0.00	0.00
116.00	2.00	2.00	1.99	2.00	0.00	0.00
117.00	2.00	1.99	2.00	2.00	0.00	0.00
118.00	1.99	2.00	2.00	1.99	0.00	0.00
119.00	2.00	2.00	2.00	2.00	0.00	0.00
120.00	2.00	2.00	2.00	2.00	0.00	0.00
121.00	2.00	2.00	2.00	2.00	0.00	0.00
122.00	2.00	2.00	1.99	2.00	0.00	0.00
123.00	2.00	1.99	2.00	2.00	0.00	0.00
124.00	1.99	2.00	2.00	1.99	0.00	0.00
125.00	2.00	2.00	2.00	2.00	0.00	0.00
126.00	2.00	2.00	2.00	2.00	0.00	0.00
127.00	2.00	2.00	2.00	2.00	0.00	0.00
128.00	2.00	1.99	1.99	2.00	0.00	0.00
129.00	2.00	2.00	1.99	2.00	0.00	0.00
130.00	1.99	2.00	2.00	1.99	0.00	0.00
131.00	2.00	2.00	2.00	2.00	0.00	0.00
132.00	2.00	2.00	2.00	2.00	0.00	0.00
133.00	2.00	2.00	2.00	2.00	0.00	0.00
134.00	2.00	2.00	1.99	2.00	0.00	0.00
135.00	2.00	1.99	2.00	2.00	0.00	0.00
136.00	1.99	2.00	2.00	1.99	0.00	0.00
137.00	2.00	2.00	2.00	2.00	0.00	0.00
138.00	2.00	2.00	2.00	2.00	0.00	0.00
139.00	2.00	2.00	2.00	2.00	0.00	0.00
140.00	2.00	2.00	1.99	2.00	0.00	0.00
141.00	2.00	1.99	2.00	2.00	0.00	0.00
142.00	1.99	2.00	2.00	2.00	0.00	0.00
143.00	2.00	2.00	2.00	1.99	0.00	0.00
144.00	2.00	2.00	2.00	2.00	0.00	0.00
145.00	2.00	2.00	2.00	2.00	0.00	0.00
146.00	2.00	2.00	1.99	2.00	0.00	0.00
147.00	2.00	1.99	2.00	2.00	0.00	0.00
148.00	1.99	2.00	2.00	2.00	0.00	0.00
149.00	2.00	2.00	2.00	1.99	0.00	0.00
150.00	2.00	2.00	2.00	2.00	0.00	0.00
151.00	2.00	2.00	2.00	2.00	0.00	0.00
152.00	2.00	2.00	1.99	2.00	0.00	0.00
153.00	2.00	2.00	2.00	2.00	0.00	0.00
154.00	2.00	1.99	2.00	2.00	0.00	0.00
155.00	1.99	2.00	2.00	1.99	0.00	0.00
156.00	2.00	2.00	2.00	2.00	0.00	0.00
157.00	2.00	2.00	2.00	2.00	0.00	0.00
158.00	2.00	2.00	1.99	2.00	0.00	0.00
159.00	2.00	1.99	2.00	2.00	0.00	0.00
160.00	2.00	2.00	2.00	2.00	0.00	0.00
161.00	1.99	2.00	2.00	1.99	0.00	0.00
162.00	2.00	2.00	2.00	2.00	0.00	0.00
163.00	2.00	2.00	2.00	2.00	0.00	0.00
164.00	2.00	2.00	1.99	2.00	0.00	0.00
165.00	2.00	2.00	1.99	2.00	0.00	0.00
166.00	2.00	1.99	2.00	2.00	0.00	0.00
167.00	1.99	2.00	2.00	1.99	0.00	0.00
168.00	2.00	2.00	1.99	2.00	0.00	0.00
169.00	2.00	2.00	2.00	2.00	0.00	0.00
170.00	2.00	2.00	2.00	2.00	0.00	0.00
171.00	2.00	2.00	1.99	2.00	0.00	0.00
172.00	2.00	1.99	2.00	2.00	0.00	0.00
173.00	1.99	2.00	2.00	1.99	0.00	0.00
174.00	2.00	2.00	2.00	2.00	0.00	0.00
175.00	2.00	2.00	2.00	2.00	0.00	0.00
176.00	2.00	2.00	2.00	2.00	0.00	0.00
177.00	2.00	2.00	1.99	2.00	0.00	0.00
178.00	2.00	1.99	2.00	2.00	0.00	0.00
179.00	1.99	2.00	2.00	1.99	0.00	0.00
10.1.1.1	1.25	1793.54
