Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.418s)
CreateVariables () DONE !!!
Creating 15 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	0.00	0.44	0.00	0.00	0.00	0.04	0.42	1.99	0.44	0.67	0.54	0.42	0.00	0.00	0.00
3.00	0.00	0.97	0.00	0.32	0.00	0.00	0.40	2.00	1.27	0.52	1.01	0.84	0.00	0.00	0.00
4.00	0.00	0.85	0.00	0.37	0.00	0.00	1.04	2.00	1.13	1.77	0.15	0.69	0.00	0.00	0.55
5.00	0.00	0.39	0.00	0.40	0.00	0.11	0.33	2.00	0.97	0.99	0.11	0.19	0.00	0.00	0.68
6.00	0.00	1.41	0.00	0.58	0.00	0.00	1.53	2.00	0.35	0.18	0.41	1.60	0.00	0.00	0.00
7.00	0.00	1.34	0.00	0.92	0.00	0.00	1.64	2.00	1.61	0.64	0.00	0.84	0.00	0.00	0.05
8.00	0.00	1.75	0.00	0.00	0.00	0.31	1.20	1.99	1.19	0.00	0.31	1.24	0.00	0.00	0.00
9.00	0.00	0.28	0.00	1.94	0.00	0.00	2.03	2.00	1.65	0.38	0.62	2.19	0.00	0.00	0.00
10.00	0.00	0.00	0.00	0.55	0.00	0.00	1.44	2.00	1.38	0.79	0.61	0.69	0.00	0.00	0.00
11.00	0.00	0.65	0.00	1.51	0.00	0.25	1.52	2.00	1.45	1.87	0.26	1.35	0.00	0.00	1.45
12.00	0.00	1.22	0.00	1.85	0.00	0.00	1.64	2.00	1.27	1.65	0.28	1.27	0.00	0.86	1.22
13.00	0.00	1.57	0.00	1.12	0.00	0.00	1.20	2.00	1.38	1.19	0.00	0.59	0.00	1.04	1.33
14.00	0.00	0.75	0.00	0.94	0.00	0.34	0.73	1.99	1.02	0.28	0.25	1.05	0.00	0.00	0.86
15.00	0.00	0.20	0.00	1.26	0.00	0.16	0.57	2.00	0.84	0.92	1.28	0.00	0.00	0.68	0.77
16.00	0.00	0.15	0.00	1.05	0.00	0.00	1.27	2.00	0.08	0.34	0.54	0.59	0.00	1.12	0.08
17.00	0.00	1.61	0.00	0.58	0.00	0.00	1.10	2.00	1.17	0.28	0.00	1.17	0.00	0.54	0.48
18.00	0.00	1.08	0.00	1.44	0.00	0.00	1.61	2.00	0.18	0.55	0.00	0.93	0.00	0.64	0.14
19.00	0.00	0.54	0.00	1.07	0.00	0.00	1.34	2.00	0.49	0.37	0.62	1.30	0.00	0.71	0.00
20.00	0.00	0.28	0.00	0.89	0.00	0.29	1.61	1.99	0.92	0.27	0.32	0.88	0.00	0.61	0.31
21.00	0.00	0.00	0.00	0.18	0.00	0.60	1.67	2.00	0.35	1.02	0.59	1.58	0.00	0.12	0.00
22.00	0.00	1.35	0.00	0.47	0.00	0.66	1.30	2.00	0.95	0.77	0.67	1.67	0.00	1.13	0.95
23.00	0.00	0.12	0.00	1.68	0.00	0.00	1.47	2.00	1.48	1.68	0.02	1.34	0.00	0.73	0.00
24.00	0.00	2.19	0.00	1.17	0.00	0.00	1.57	2.00	1.04	0.09	0.00	0.73	0.00	1.01	0.22
25.00	0.00	1.88	0.00	1.38	0.00	0.00	1.86	2.00	1.66	1.57	0.35	1.81	0.00	1.70	0.28
26.00	0.00	0.85	0.00	1.14	0.00	0.00	1.35	1.99	1.75	0.47	0.58	0.61	0.00	0.79	0.93
27.00	0.00	0.89	0.00	1.47	0.00	0.00	1.63	2.00	1.88	0.35	1.42	1.74	0.00	1.10	0.92
28.00	0.00	2.00	0.00	0.46	0.00	0.00	0.51	2.00	1.58	0.61	0.02	1.59	0.00	0.40	1.22
29.00	0.00	0.22	0.00	1.60	0.00	0.00	0.95	2.00	0.97	0.44	0.45	0.27	0.00	0.31	0.89
30.00	0.00	0.46	0.00	0.60	0.00	0.00	1.57	2.00	0.99	0.15	0.15	0.38	0.00	1.32	1.22
31.00	0.00	0.00	0.00	0.61	0.00	0.14	0.25	2.00	1.51	0.13	0.39	0.31	0.00	1.35	1.53
32.00	0.00	1.06	0.00	0.00	0.00	0.00	0.93	1.99	0.28	0.98	0.00	0.49	0.00	0.49	0.12
