Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.461s)
CreateVariables () DONE !!!
Creating 15 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	0.00	0.00	0.00	0.40	0.00	0.16	0.00	1.98	0.00	0.64	0.55	0.52	0.00	0.00	0.00
3.00	0.00	0.00	0.12	0.66	1.02	0.95	0.00	2.00	1.25	0.62	0.34	0.59	0.00	0.27	0.21
4.00	0.00	0.00	0.46	0.00	0.21	0.52	0.39	2.00	0.41	0.00	0.61	1.12	0.58	0.39	0.07
5.00	0.00	0.00	0.08	0.38	0.00	0.35	0.19	2.00	0.29	0.52	0.21	0.24	0.00	0.89	0.54
6.00	0.00	0.00	0.31	0.07	0.00	0.65	0.44	2.00	0.00	0.35	0.46	0.29	0.00	0.55	0.26
7.00	0.00	0.00	0.24	0.27	0.00	1.13	0.72	2.00	0.24	0.00	0.79	0.81	0.61	0.78	0.00
8.00	0.02	0.00	0.09	0.29	0.00	0.64	0.28	1.99	0.60	0.33	0.71	0.80	0.00	0.00	0.05
9.00	0.00	0.00	0.08	1.18	0.00	0.29	0.31	2.00	1.22	0.28	0.22	1.53	0.00	0.65	0.44
10.00	0.32	0.00	0.05	0.11	1.11	0.00	0.24	2.00	1.06	0.59	0.00	0.45	0.00	0.00	0.00
11.00	0.00	0.00	0.27	0.59	0.00	0.00	0.33	2.00	1.28	0.02	0.00	1.79	0.00	1.54	0.14
12.00	0.19	0.00	2.83	1.15	0.29	0.07	0.88	2.00	1.52	0.72	0.80	1.15	0.00	0.14	0.00
13.00	0.95	0.00	1.92	0.41	0.00	0.32	1.32	2.00	1.07	0.18	0.28	1.07	0.00	0.87	0.00
14.00	0.31	0.00	0.29	0.31	0.26	0.19	0.72	1.99	0.32	0.32	0.00	0.12	0.00	0.62	0.14
15.00	0.01	0.00	1.48	0.04	0.12	0.21	0.93	2.00	0.13	0.00	0.24	0.99	0.21	0.47	0.00
16.00	0.74	0.00	1.26	0.88	0.87	0.31	0.66	2.00	1.52	0.20	0.54	1.41	0.77	1.10	1.14
17.00	0.87	0.00	1.98	1.37	0.61	0.24	0.71	2.00	0.55	0.61	0.00	0.40	0.26	0.41	0.00
18.00	0.68	0.00	0.37	0.31	0.28	0.21	1.01	2.00	0.49	0.08	0.31	1.00	0.46	0.06	0.00
19.00	0.82	0.00	0.94	0.00	0.15	0.68	0.85	2.00	0.22	0.00	0.09	0.19	0.00	0.32	0.31
20.00	0.49	0.00	0.31	0.58	0.42	0.51	0.97	1.99	0.53	0.32	0.08	1.12	0.61	1.14	0.00
21.00	0.84	0.00	0.74	0.00	0.37	0.13	0.55	2.00	0.25	0.00	0.33	0.08	0.00	0.58	0.00
22.00	0.38	0.00	0.00	0.97	0.08	0.46	0.29	2.00	1.02	0.41	0.09	0.37	0.00	0.93	1.01
23.00	0.05	0.00	2.03	0.75	0.12	0.54	0.59	2.00	0.26	0.22	0.00	0.22	0.00	0.37	0.15
24.00	1.12	0.00	1.54	0.28	1.13	0.11	0.78	2.00	1.31	0.88	0.00	0.61	0.00	1.39	0.46
25.00	0.00	0.00	1.45	1.02	0.07	0.00	1.15	2.00	0.32	0.21	0.00	0.84	0.00	0.71	0.00
26.00	0.00	0.00	0.53	0.16	0.00	0.29	0.67	1.99	1.05	0.37	0.31	1.10	0.00	1.60	0.29
27.00	0.05	0.00	0.07	0.94	0.20	0.08	0.08	2.00	0.78	0.31	0.09	0.39	0.00	0.59	0.00
28.00	0.78	0.00	2.06	1.63	0.00	0.62	1.13	2.00	0.78	0.14	0.85	0.53	0.00	0.47	0.34
29.00	0.00	0.00	0.06	1.06	0.00	0.08	0.21	2.00	0.54	0.66	0.20	0.22	0.00	0.21	0.27
30.00	0.00	0.00	0.89	1.14	0.00	0.34	1.05	2.00	1.63	0.22	0.81	0.75	0.14	1.41	0.60
31.00	0.00	0.00	1.17	0.88	0.00	0.24	1.24	2.00	0.06	0.04	0.19	0.91	0.12	0.75	0.04
32.00	0.15	0.00	0.00	1.17	0.53	0.00	0.20	1.99	0.42	0.25	0.00	1.20	0.00	0.38	0.25
33.00	0.62	0.00	1.54	0.89	0.78	0.84	1.28	2.00	0.88	0.00	0.91	0.95	0.00	0.52	0.98
34.00	0.53	0.00	0.42	0.29	0.11	0.52	0.00	2.00	0.29	0.21	0.00	0.40	0.00	1.08	0.34
35.00	0.18	0.00	0.49	0.18	0.29	0.22	0.29	2.00	0.47	0.09	0.20	0.31	0.00	0.61	0.01
36.00	0.61	0.00	0.38	0.00	0.65	0.42	0.89	2.00	0.81	0.02	0.16	0.12	0.26	0.51	0.00
37.00	0.92	0.00	0.00	0.14	0.00	0.07	0.59	2.00	0.22	0.00	0.07	0.00	0.29	0.01	0.00
38.00	1.05	0.00	0.85	0.15	0.25	0.74	0.84	1.99	0.68	0.68	0.16	1.05	0.00	0.48	0.00
39.00	0.00	0.00	1.17	0.48	1.81	1.35	1.31	2.00	1.99	1.05	0.27	1.41	0.24	0.75	0.12
40.00	0.00	0.00	1.19	0.91	0.13	0.64	0.21	2.00	0.47	0.00	0.00	0.52	0.00	0.72	0.00
41.00	0.53	0.00	0.60	0.81	0.41	0.33	0.81	2.00	0.84	0.82	0.00	1.41	0.00	1.54	0.68
42.00	0.00	0.00	0.41	1.08	0.89	0.31	0.24	2.00	0.29	0.58	0.00	0.39	0.00	0.65	0.05
43.00	0.00	0.00	0.00	0.26	0.18	0.19	0.31	2.00	0.26	0.47	0.32	0.48	0.00	0.49	0.25
44.00	0.78	0.00	1.59	0.55	0.00	0.77	1.21	1.99	0.97	0.19	1.39	0.74	0.01	1.71	0.28
45.00	0.60	0.00	0.01	0.02	0.00	0.00	0.66	2.00	0.25	0.22	0.00	1.06	0.49	1.98	0.00
46.00	0.11	0.00	1.15	0.51	0.00	0.54	1.19	2.00	0.89	0.24	0.20	1.25	0.60	0.84	0.31
47.00	0.18	0.00	1.66	0.14	0.00	1.07	0.81	2.00	1.06	0.27	0.08	1.93	0.31	1.28	0.65
48.00	1.41	0.00	1.84	0.77	0.27	1.32	1.30	2.00	0.92	0.00	0.04	0.82	0.00	0.37	0.00
49.00	0.60	0.00	0.39	0.45	0.44	0.47	0.97	2.00	0.51	0.51	0.21	0.61	0.25	0.02	0.00
50.00	0.25	0.00	0.22	0.75	0.00	0.08	0.60	2.00	0.84	0.66	0.00	0.28	0.00	0.04	0.65
51.00	0.00	0.00	0.51	0.51	1.33	0.86	0.02	1.99	0.51	0.26	0.00	1.31	0.28	1.04	0.27
52.00	0.29	0.00	0.82	0.29	0.00	0.00	0.29	2.00	0.52	0.05	0.00	0.75	0.00	0.87	0.31
53.00	0.00	0.00	0.31	0.75	0.00	0.00	0.53	2.00	0.05	0.22	0.00	0.95	0.28	0.47	0.04
54.00	0.74	0.00	0.39	0.59	0.92	0.04	0.48	2.00	1.75	1.32	0.04	0.00	0.07	1.30	0.00
55.00	0.05	0.00	1.13	0.93	0.00	0.09	0.15	2.00	1.25	0.97	0.00	0.31	0.31	0.88	0.01
56.00	0.14	0.00	0.88	0.42	0.00	0.01	0.58	2.00	0.82	0.48	0.20	0.00	0.00	0.46	0.57
57.00	0.14	0.00	1.53	1.08	0.25	0.44	0.82	1.99	1.19	0.33	0.39	0.58	0.00	0.31	0.08
58.00	0.61	0.00	1.20	1.13	0.38	0.91	0.04	2.00	0.59	0.04	0.42	0.64	0.00	0.58	0.00
59.00	0.25	0.00	0.61	0.60	0.19	0.72	0.51	2.00	0.77	0.64	0.89	1.02	0.13	0.54	0.92
60.00	0.25	0.00	0.98	0.39	0.00	0.00	0.54	2.00	1.25	0.39	0.00	1.20	0.00	0.11	0.00
61.00	0.68	0.00	1.02	0.41	0.37	0.20	1.13	2.00	0.81	0.29	0.00	0.29	0.00	1.39	0.55
62.00	0.38	0.00	0.89	0.00	0.24	0.33	0.20	2.00	0.29	0.00	0.04	0.89	0.00	0.32	0.00
63.00	0.31	0.00	0.98	1.26	0.27	0.31	1.06	1.99	1.50	0.00	0.04	0.97	1.15	0.00	0.05
64.00	1.38	0.00	1.25	0.60	0.20	0.00	1.18	2.00	0.57	0.00	0.06	0.00	0.73	1.46	0.00
65.00	0.52	0.00	0.31	0.00	0.66	0.79	0.57	2.00	0.54	0.00	0.26	0.97	0.31	1.02	0.06
66.00	0.49	0.00	0.25	0.51	0.00	0.57	0.80	2.00	0.73	0.82	0.00	0.47	1.07	1.31	0.02
67.00	0.98	0.00	0.88	0.40	0.00	0.78	0.99	2.00	0.64	0.54	0.00	0.57	0.02	0.97	0.41
68.00	0.64	0.00	1.40	1.57	0.21	1.26	0.88	2.00	0.47	0.54	0.47	0.72	0.98	0.72	0.00
69.00	0.54	0.00	0.08	0.52	0.00	0.40	0.82	1.99	0.65	0.39	0.00	0.46	0.00	0.37	0.05
70.00	0.00	0.00	1.04	1.06	0.42	0.22	0.77	2.00	0.66	0.40	0.08	0.00	0.57	0.31	0.04
71.00	0.00	0.00	0.91	0.78	0.45	0.89	0.73	2.00	0.65	0.01	1.07	1.07	0.26	0.22	0.07
72.00	0.34	0.00	1.65	0.51	0.00	0.46	1.59	2.00	1.05	0.68	0.33	0.32	0.60	0.06	0.05
73.00	0.24	0.00	0.39	0.65	0.00	0.73	0.20	2.00	0.14	0.08	0.24	0.58	0.00	0.58	0.26
