Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.555s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	48.31	47.56	1.24	0.00	0.00	6.26	0.00	2.47	2.27	0.00	0.00	0.00	0.00	4.93	1.63	4.03	0.00
3.00	48.64	47.68	4.95	0.20	0.00	5.64	0.08	3.64	2.58	0.00	0.00	0.00	0.00	3.18	0.75	3.36	0.00
4.00	48.64	47.68	4.50	0.34	0.00	3.94	2.08	3.85	3.89	2.29	0.00	0.11	0.00	3.37	1.35	2.70	0.00
5.00	48.64	47.68	4.65	0.34	0.06	4.78	3.66	1.07	3.45	3.40	0.03	0.03	0.39	1.76	3.50	2.88	0.95
6.00	48.64	47.68	4.27	0.26	0.01	5.22	3.04	3.27	3.08	4.12	0.01	0.39	0.36	0.60	2.46	2.75	1.28
7.00	48.64	47.68	6.30	0.08	0.02	6.18	0.74	2.39	2.62	2.22	0.04	4.07	0.64	3.53	4.22	3.76	2.58
8.00	48.63	47.68	4.73	0.00	0.00	2.44	0.00	1.74	5.88	4.84	0.06	4.18	0.00	4.39	3.13	4.82	1.29
9.00	48.64	47.68	7.72	0.00	0.00	2.09	0.00	2.83	4.66	1.91	0.00	4.69	0.00	3.08	1.66	4.46	3.72
10.00	48.64	47.68	6.19	0.00	0.00	5.41	3.52	1.86	2.73	0.86	0.00	4.64	0.00	3.91	5.46	1.26	3.50
11.00	48.64	47.68	5.81	0.00	0.00	5.20	5.94	1.65	3.37	1.53	0.00	3.77	0.00	3.81	3.93	1.64	3.39
12.00	48.64	47.68	6.83	0.00	1.04	5.02	6.11	1.24	2.25	1.28	0.00	3.23	0.00	3.12	3.58	1.31	4.00
13.00	48.64	47.68	4.21	0.00	5.10	5.39	6.52	1.07	3.58	1.22	0.00	2.98	0.00	3.39	3.28	0.69	3.54
