Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.499s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 30.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	83.91	82.41	1.26	0.00	7.23	5.85	6.31	3.92	0.44	3.91	6.19
3.00	83.93	82.97	8.21	8.06	4.48	4.45	6.45	3.85	1.30	3.95	3.60
4.00	83.93	82.97	8.04	8.71	4.64	4.05	4.92	3.47	1.59	5.33	3.98
5.00	83.93	82.97	8.85	7.92	3.84	4.44	5.45	3.25	1.38	5.90	3.66
6.00	83.93	82.97	8.88	8.62	5.74	3.28	6.82	4.29	0.58	6.63	5.28
7.00	83.91	82.97	8.69	7.32	4.12	1.84	6.85	2.88	1.56	5.54	4.03
8.00	83.93	82.97	8.73	8.15	4.19	4.53	5.99	3.48	1.56	4.28	4.29
9.00	83.93	82.97	8.31	7.73	4.28	4.89	5.73	3.93	1.17	6.01	4.08
10.00	83.93	82.97	8.25	9.10	3.52	4.85	3.64	4.11	1.56	5.79	3.35
11.00	83.93	82.97	8.03	7.94	5.10	3.48	0.93	0.10	1.31	4.96	3.67
12.00	83.93	82.97	9.02	7.42	4.25	3.46	0.98	0.06	0.83	5.12	3.47
13.00	83.91	82.97	7.95	7.45	5.56	1.56	1.21	0.07	0.43	4.21	5.23
14.00	83.93	82.96	8.84	8.23	3.74	0.24	2.82	0.79	1.18	2.49	3.57
15.00	83.93	82.97	8.69	9.01	4.80	0.00	2.26	0.07	1.56	2.68	3.59
16.00	83.93	82.97	9.82	9.07	4.30	0.00	6.88	0.48	1.10	6.04	3.84
17.00	83.93	82.97	9.04	8.76	3.49	0.00	5.71	0.77	1.25	3.38	3.65
18.00	83.93	82.97	7.03	8.56	2.58	1.04	5.38	0.47	1.21	2.52	2.89
19.00	83.91	82.97	8.48	7.64	3.66	0.52	6.96	0.94	1.01	5.69	3.64
20.00	83.93	82.97	7.68	7.21	4.99	0.57	7.00	0.62	0.88	5.32	3.09
21.00	83.93	82.97	8.07	8.13	3.40	0.49	5.28	3.54	1.17	5.21	3.86
22.00	83.93	82.97	8.34	7.49	4.08	0.34	6.36	4.82	1.26	4.81	3.92
23.00	83.93	82.97	8.77	7.36	4.02	0.49	5.01	2.68	1.56	4.03	3.83
24.00	83.93	82.97	7.69	7.45	3.27	3.78	5.05	0.35	0.64	0.63	2.01
25.00	83.93	82.97	7.18	6.63	3.52	3.32	5.71	0.35	1.01	0.95	2.48
26.00	83.91	82.97	8.06	6.58	3.90	4.12	4.75	0.21	0.69	0.79	1.95
27.00	83.93	82.96	7.03	6.99	2.85	4.95	5.36	0.38	0.46	1.04	3.10
28.00	83.93	82.97	7.36	5.79	3.37	3.00	4.14	0.44	0.58	1.52	2.50
29.00	83.93	82.97	9.31	8.47	7.31	0.73	1.91	0.00	0.19	4.94	5.50
