Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.110s)
CreateVariables () DONE !!!
Creating 15 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	51.21	43.54	3.71	6.92	0.00	0.67	0.00	2.80	4.03	2.46	0.00	2.99	0.00	3.41	0.00
3.00	51.50	43.87	4.46	6.29	5.01	6.13	1.10	1.30	4.75	3.71	0.00	1.36	0.00	1.06	0.00
4.00	51.49	43.87	5.06	5.66	1.19	7.77	0.09	0.06	1.18	1.25	0.04	0.10	0.00	0.11	0.00
5.00	51.50	43.88	3.86	3.76	0.09	7.94	0.17	0.11	0.06	0.06	0.08	0.09	0.00	0.12	0.00
6.00	51.49	43.87	3.21	6.04	0.12	8.14	0.21	0.07	0.08	0.06	0.12	0.08	0.00	0.07	0.00
7.00	51.50	43.87	4.16	4.86	0.11	8.15	0.11	0.10	0.08	0.04	0.06	0.04	0.00	0.03	0.00
8.00	51.50	43.87	1.67	2.08	0.12	8.34	0.21	0.00	0.06	0.13	0.13	2.03	0.00	0.03	0.00
9.00	51.49	43.88	1.37	2.48	2.36	6.56	1.89	0.07	0.10	0.03	0.33	2.11	0.00	2.66	0.00
10.00	51.50	43.87	2.48	4.02	4.72	6.91	3.98	0.16	0.00	0.00	0.13	1.90	0.00	2.85	0.00
11.00	51.49	43.87	4.36	4.38	3.53	7.43	2.29	0.16	0.01	0.00	0.11	2.27	0.00	3.47	0.00
12.00	51.50	43.87	3.83	6.08	3.40	7.27	2.41	0.26	0.02	0.00	0.01	2.11	0.00	3.52	0.00
13.00	51.50	43.88	3.75	4.37	3.45	7.45	3.23	0.83	0.00	0.00	0.02	2.26	0.00	2.32	0.00
14.00	51.49	43.87	2.81	2.43	3.72	7.57	3.52	2.94	2.95	1.03	0.06	1.64	0.00	1.20	0.00
15.00	51.50	43.87	4.04	0.16	4.87	7.92	4.67	2.66	3.23	3.55	0.08	2.18	0.00	0.45	0.00
16.00	51.49	43.87	4.91	0.12	3.95	8.89	4.78	4.13	3.19	4.55	0.03	0.24	0.00	0.06	0.00
17.00	51.50	43.88	4.64	0.09	3.03	7.69	4.04	3.00	3.55	3.35	3.12	0.36	0.00	0.03	0.00
18.00	51.50	43.87	4.17	0.13	4.91	7.09	4.87	3.39	2.21	3.67	3.60	0.26	0.00	0.02	0.00
19.00	51.49	43.87	5.02	2.06	3.68	8.25	3.71	1.43	3.01	3.18	3.05	0.35	0.00	0.16	0.00
20.00	51.50	43.88	4.46	6.47	4.26	7.61	3.90	4.12	1.65	2.92	2.39	1.85	0.00	4.02	0.00
21.00	51.49	43.87	4.47	4.65	0.13	7.45	0.67	0.57	0.18	0.02	0.03	0.53	0.00	1.08	0.00
22.00	51.50	43.87	5.13	5.10	3.77	6.88	1.31	1.34	3.44	2.74	3.98	0.67	0.00	0.33	0.00
23.00	51.50	43.87	5.42	5.35	2.92	6.60	1.28	1.45	3.92	3.11	3.05	1.54	0.00	0.03	0.00
24.00	51.49	43.88	4.53	3.68	3.91	6.04	1.80	1.77	3.55	2.99	3.35	1.53	0.00	0.04	0.00
25.00	51.50	43.87	4.23	4.68	1.59	0.00	1.54	1.26	2.07	1.15	1.13	2.19	0.00	4.11	0.00
26.00	51.49	43.87	4.27	4.90	0.01	0.00	2.61	2.55	2.77	2.36	0.00	3.40	0.00	3.75	0.00
27.00	51.50	43.87	0.57	0.35	3.46	0.00	4.84	3.99	3.20	3.44	0.00	3.81	0.00	4.40	0.00
28.00	51.50	43.88	0.01	0.30	5.77	0.00	5.96	4.20	3.96	4.86	0.00	3.30	0.00	3.81	0.00
29.00	51.49	43.87	0.00	0.29	3.77	0.00	6.47	4.54	3.72	5.44	0.00	4.31	0.00	4.18	0.00
30.00	51.50	43.87	0.02	0.29	4.58	0.62	4.71	4.98	4.07	3.98	0.00	3.92	0.00	4.83	0.00
31.00	51.49	43.87	0.01	0.18	4.17	7.91	4.25	3.77	3.21	3.73	0.00	0.02	0.00	2.92	0.00
32.00	51.50	43.88	3.76	4.12	2.02	7.37	3.14	1.00	1.06	2.90	0.00	0.02	0.00	2.91	0.00
33.00	51.50	43.87	3.18	5.04	0.15	8.48	3.84	0.00	0.35	2.94	0.00	0.10	0.00	4.40	0.00
34.00	51.49	43.87	4.20	5.31	0.20	8.06	4.16	0.00	0.25	3.46	1.70	0.06	0.00	2.59	0.00
35.00	51.50	43.87	4.19	4.54	0.11	8.46	2.94	0.00	0.39	2.57	3.58	0.02	0.00	3.93	0.00
36.00	51.49	43.88	4.18	4.59	0.71	1.12	4.12	2.30	0.28	1.20	4.00	0.10	0.00	4.30	0.00
37.00	51.50	43.87	4.72	7.38	3.63	0.17	4.74	4.17	0.06	3.56	5.05	0.67	0.00	3.99	0.00
38.00	51.50	43.87	6.01	7.70	3.40	0.27	4.23	3.96	0.00	3.46	0.39	0.90	0.00	3.17	0.00
39.00	51.49	43.88	5.05	7.45	3.87	0.03	4.69	4.85	0.00	3.94	1.30	1.03	0.00	3.39	0.00
