Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.506s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 30.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	66.30	63.89	36.11	0.00	5.90	3.07	6.30	4.65	4.33	1.53	2.89
3.00	66.75	63.90	36.24	0.00	4.73	3.62	4.25	4.89	6.38	4.48	2.11
4.00	66.75	63.89	36.24	0.00	4.91	3.99	3.87	3.74	4.04	5.01	2.10
5.00	66.77	63.90	36.24	0.24	5.11	2.75	4.56	3.66	4.82	3.68	1.56
6.00	66.75	63.89	36.24	0.17	4.04	2.98	4.23	4.40	4.84	4.49	1.28
7.00	66.75	63.90	36.24	3.38	5.40	3.02	3.58	4.71	5.27	5.57	2.02
8.00	66.77	63.89	36.24	6.99	5.23	0.00	6.36	6.44	6.22	6.54	5.58
9.00	66.75	63.90	36.24	7.84	6.60	0.00	5.42	6.48	6.26	6.39	5.45
10.00	66.75	63.89	36.24	8.52	6.22	0.00	5.23	5.50	6.69	5.29	5.63
11.00	66.77	63.90	36.24	6.70	5.66	0.00	5.37	6.51	6.20	5.83	6.23
12.00	66.75	63.89	36.23	7.97	4.19	0.37	4.16	4.37	5.20	3.64	6.48
13.00	66.75	63.90	36.24	6.66	0.43	5.71	0.27	0.03	5.59	0.58	4.25
14.00	66.75	63.90	36.24	7.23	0.43	7.32	0.35	0.01	5.97	0.54	4.10
15.00	66.77	63.89	36.24	6.48	0.62	6.15	0.30	0.03	6.82	0.30	4.39
16.00	66.75	63.90	36.24	7.08	0.58	7.01	0.25	0.00	4.89	0.37	3.78
17.00	66.75	63.89	36.24	6.94	0.76	3.18	1.07	0.57	4.94	2.34	2.75
18.00	66.77	63.90	36.24	8.59	3.12	0.02	0.00	5.32	0.30	5.95	0.03
19.00	66.75	63.89	36.24	9.28	5.06	0.04	0.00	5.24	0.22	5.44	0.03
20.00	66.75	63.90	36.24	9.46	4.22	0.02	0.00	5.85	0.35	5.54	0.02
21.00	66.77	63.89	36.24	7.27	4.71	0.04	3.10	5.18	0.17	5.03	0.06
22.00	66.75	63.90	36.24	5.10	5.04	0.35	4.99	4.50	1.56	3.17	0.17
23.00	66.75	63.89	36.23	0.04	2.50	6.63	6.68	6.23	6.08	0.02	3.46
24.00	66.77	63.90	36.24	0.00	5.00	7.64	7.46	6.68	6.70	0.00	2.77
25.00	66.75	63.90	36.24	4.49	3.29	4.91	5.81	5.18	7.01	3.00	3.07
26.00	66.75	63.89	36.24	9.84	5.06	5.50	5.79	5.65	6.10	6.20	0.01
27.00	66.77	63.90	36.24	8.73	5.27	4.83	5.44	5.97	6.20	6.46	0.73
28.00	66.75	63.89	36.24	9.33	5.44	1.08	4.49	6.82	6.11	5.94	5.37
29.00	66.75	63.90	36.24	9.50	4.54	1.10	5.40	4.33	5.92	5.46	5.48
