Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.320s)
CreateVariables () DONE !!!
Creating 15 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	59.91	34.33	33.33	2.82	7.21	0.00	4.83	1.70	3.60	4.09	0.00	0.00	3.96	0.00	3.98
3.00	60.08	34.33	33.38	5.88	7.39	2.02	3.13	3.20	3.77	2.86	0.00	0.00	4.03	4.13	1.72
4.00	60.08	34.33	33.38	4.87	7.79	0.10	4.00	4.71	4.26	2.83	0.00	0.00	2.92	4.42	0.01
5.00	60.08	34.33	33.38	5.37	7.42	0.17	4.00	3.81	4.45	3.84	0.00	0.00	3.82	4.20	0.01
6.00	60.08	34.33	33.38	6.60	7.32	0.15	3.30	3.85	4.86	3.36	0.00	0.00	3.91	4.29	0.01
7.00	60.08	34.33	33.38	6.56	7.30	2.35	1.66	3.66	5.02	1.91	0.00	0.00	3.44	3.65	0.13
8.00	60.08	34.33	33.39	2.58	7.20	5.41	0.12	3.29	3.34	3.03	0.00	0.00	0.70	3.28	1.52
9.00	60.08	34.33	33.38	3.87	7.00	3.22	0.66	3.25	3.92	2.68	0.00	0.00	0.20	4.41	2.77
10.00	60.07	34.33	33.38	1.98	7.24	0.00	1.19	3.67	3.07	3.11	0.00	0.00	0.25	4.02	3.35
11.00	60.08	34.33	33.38	1.68	7.49	0.00	1.68	4.83	3.64	3.25	0.00	0.00	0.11	3.44	3.89
12.00	60.08	34.33	33.38	3.04	7.30	0.00	1.44	3.19	3.66	2.68	0.00	0.00	0.33	3.67	3.46
13.00	60.08	34.33	33.38	3.54	7.24	0.00	2.85	2.02	3.84	0.92	2.74	0.00	0.26	2.95	3.59
14.00	60.08	34.33	33.38	3.55	6.32	0.00	0.81	0.13	5.50	0.88	5.46	0.00	0.00	3.83	4.75
15.00	60.08	34.33	33.39	5.97	1.85	6.47	1.06	2.00	5.06	0.01	4.36	0.00	0.00	5.05	3.83
16.00	60.08	34.33	33.38	6.49	0.00	7.72	4.22	0.22	6.57	2.92	5.01	0.00	0.00	2.91	4.73
17.00	60.08	34.33	33.38	7.20	0.00	6.12	3.63	0.24	4.62	3.46	4.78	0.00	3.36	3.85	4.09
18.00	60.07	34.34	33.38	6.65	0.00	7.05	3.46	0.44	1.65	3.37	5.76	0.00	1.50	2.70	3.96
19.00	60.08	34.33	33.38	6.48	0.00	8.28	3.11	3.50	0.01	4.48	3.16	0.00	0.07	4.69	3.50
20.00	60.08	34.33	33.38	7.24	0.00	6.73	3.49	3.65	0.02	3.60	4.58	0.00	0.11	4.59	3.39
21.00	60.08	34.33	33.38	6.88	0.00	6.72	3.62	4.31	0.00	3.43	4.90	0.00	0.07	3.82	4.05
22.00	60.08	34.33	33.39	7.17	0.00	7.90	3.74	2.82	0.00	4.09	3.90	0.00	0.03	6.06	4.10
23.00	60.08	34.33	33.38	7.19	0.00	6.30	2.53	2.75	2.58	2.47	5.88	0.00	0.11	3.00	3.46
24.00	60.08	34.33	33.38	6.56	0.00	8.03	3.81	0.13	4.38	3.14	5.23	0.00	0.22	3.83	4.78
25.00	60.08	34.33	33.38	5.39	0.00	8.39	3.48	0.21	4.00	3.35	5.13	0.00	0.11	6.03	4.68
26.00	60.08	34.33	33.38	6.72	0.00	6.48	4.44	0.10	4.27	3.19	1.44	0.00	0.24	4.03	3.56
27.00	60.07	34.33	33.38	7.39	0.00	6.49	3.21	0.06	4.19	3.26	0.39	0.00	0.28	3.87	4.38
28.00	60.08	34.33	33.38	6.40	0.00	5.65	4.07	0.25	2.80	3.36	0.19	0.00	1.45	4.22	3.94
29.00	60.08	34.33	33.39	6.14	0.00	6.40	3.72	2.36	3.09	4.89	4.64	0.00	3.75	1.38	5.09
30.00	60.08	34.33	33.38	7.92	0.00	6.66	4.46	4.11	4.59	2.92	4.81	0.00	3.10	0.38	5.30
31.00	60.08	34.33	33.38	7.98	0.00	7.48	3.81	4.92	2.92	3.93	3.09	0.00	3.30	0.29	4.84
32.00	60.08	34.34	33.38	6.44	0.00	6.09	4.41	4.64	0.44	3.12	5.30	0.00	4.02	0.03	4.47
33.00	60.08	34.33	33.38	6.88	0.00	8.39	4.76	4.84	1.40	1.10	0.84	0.00	3.50	0.09	3.49
34.00	60.08	34.33	33.38	7.54	0.00	7.02	3.65	4.56	3.59	0.30	0.00	0.00	5.01	0.89	0.93
35.00	60.07	34.33	33.39	7.09	0.00	7.74	4.82	3.19	3.63	0.57	0.00	0.00	4.58	1.36	0.13
36.00	60.08	34.33	33.38	7.23	0.00	0.21	3.21	3.96	4.53	2.53	0.00	0.00	2.57	3.89	0.01
37.00	60.08	34.33	33.38	7.40	0.00	0.00	0.18	4.74	4.04	0.01	0.00	0.00	0.01	4.35	0.00
38.00	60.08	34.33	33.38	7.52	0.00	0.00	0.10	3.84	5.15	0.00	0.00	0.00	0.01	5.12	0.00
39.00	60.08	34.33	33.38	6.29	6.13	0.00	4.41	2.11	2.19	0.00	0.00	0.00	2.23	1.99	0.86
