Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.574s)
CreateVariables () DONE !!!
Creating 21 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	57.22	0.00	0.58	1.27	0.00	2.34	1.02	0.00	0.00	0.00	0.00	1.90	0.00	0.00	0.00	2.08	1.75	2.12	0.00	1.35	1.20
3.00	57.22	2.96	2.04	1.88	0.00	5.28	2.20	0.24	0.00	0.00	0.00	2.17	1.79	0.00	0.03	1.64	1.81	1.84	0.38	2.02	2.08
4.00	57.22	2.04	1.48	1.79	4.60	4.33	0.04	0.00	0.00	0.04	0.00	0.04	0.06	0.00	0.00	0.00	0.01	0.04	0.02	0.01	0.01
5.00	57.22	2.16	2.09	1.83	4.12	4.51	0.07	0.11	0.00	0.06	0.00	0.42	0.08	0.00	0.00	0.00	0.00	0.08	0.06	0.00	0.00
6.00	57.22	2.25	1.47	1.45	4.91	4.67	0.19	2.11	0.00	0.00	0.00	0.33	0.09	0.00	0.01	0.00	0.00	0.01	0.07	0.02	0.00
7.00	57.22	2.39	2.16	2.30	4.59	3.40	0.84	1.71	0.00	0.08	0.00	0.19	1.56	0.03	0.03	0.11	0.08	0.06	0.03	0.03	0.07
8.00	57.22	2.41	2.64	2.03	4.12	2.13	1.84	2.95	0.00	0.01	0.00	0.31	0.91	0.08	0.00	0.12	0.07	0.02	0.12	0.01	0.06
9.00	57.22	0.04	1.39	2.13	4.27	2.16	0.02	1.47	0.00	0.03	0.00	0.13	0.47	0.04	0.00	0.20	1.97	0.51	1.99	0.82	2.31
10.00	57.23	1.74	0.56	2.66	4.36	3.82	0.09	1.79	0.00	2.16	0.00	0.25	0.31	0.00	0.00	0.36	1.58	0.44	2.11	1.63	1.19
11.00	57.22	2.15	0.18	2.32	4.58	4.13	1.94	0.07	0.00	1.72	0.00	0.33	1.82	0.02	0.00	0.51	2.76	0.39	1.75	1.67	1.93
12.00	57.22	1.93	0.16	1.75	4.08	4.13	1.72	0.03	0.00	2.07	1.01	0.93	1.95	0.08	0.00	0.66	1.27	0.26	2.08	1.15	1.03
13.00	57.22	1.29	0.28	0.13	4.02	2.49	0.35	1.50	0.00	0.58	1.06	0.12	1.67	0.42	0.00	1.81	0.00	0.46	1.15	0.00	0.00
14.00	57.22	2.90	0.04	0.12	4.78	5.04	1.16	1.17	0.00	0.75	2.34	0.00	2.82	0.00	0.00	1.73	0.89	0.00	0.24	0.00	0.51
15.00	57.22	0.35	0.20	0.29	4.58	4.71	0.93	2.73	0.00	0.85	1.21	1.01	2.23	0.00	0.00	1.98	0.42	0.03	0.17	0.00	0.91
16.00	57.22	2.17	0.12	0.07	4.31	4.20	0.15	1.49	0.00	0.37	0.38	1.00	1.71	0.00	0.00	0.71	0.24	0.04	0.18	0.00	0.26
17.00	57.22	2.94	1.48	2.56	3.67	4.71	0.08	2.56	0.00	0.76	0.10	0.22	1.81	0.00	0.00	2.77	1.44	0.00	0.11	0.01	0.17
18.00	57.23	2.95	2.27	1.59	4.46	5.39	0.13	3.19	0.00	1.82	0.25	0.27	2.55	0.00	0.00	1.88	1.67	0.07	0.06	0.06	0.31
19.00	57.22	2.62	2.67	0.33	4.01	4.39	0.16	2.19	0.00	1.59	0.13	0.15	1.64	0.00	0.00	3.28	2.53	2.18	0.97	0.31	0.18
20.00	57.22	2.90	2.21	0.24	3.68	4.66	0.27	1.47	0.00	2.61	0.24	0.51	2.37	0.00	0.00	1.49	2.32	1.85	1.37	0.43	0.39
21.00	57.22	1.34	0.86	1.11	2.62	3.58	0.33	1.93	0.02	0.60	0.31	1.33	1.09	0.00	0.00	2.08	1.98	0.65	1.38	0.46	0.92
22.00	57.22	0.02	0.00	2.13	5.74	1.02	2.81	1.48	0.08	0.00	0.00	2.00	0.00	0.00	0.00	3.17	2.79	0.06	0.98	0.45	3.34
23.00	57.22	1.02	0.00	2.63	5.95	1.18	2.84	0.00	0.04	0.00	0.00	0.81	0.00	0.00	0.00	3.52	1.91	0.00	1.81	0.26	2.75
24.00	57.22	2.81	0.00	0.00	5.48	5.02	0.00	0.00	0.00	0.00	0.00	0.90	0.13	0.00	0.00	0.85	0.00	0.00	0.19	0.01	0.33
25.00	57.22	3.12	0.00	2.22	5.21	5.49	2.46	0.00	0.00	0.00	0.03	2.66	1.37	0.00	0.00	3.53	0.57	0.00	1.37	0.13	1.34
26.00	57.23	3.72	0.00	2.45	6.13	5.05	2.31	0.00	0.00	0.00	0.17	3.85	1.97	0.00	0.00	3.48	0.25	0.00	2.16	0.06	1.81
27.00	57.22	2.18	0.00	3.54	5.51	4.00	1.97	0.00	0.00	0.00	0.25	2.35	2.26	0.00	0.00	2.90	0.31	0.00	1.39	0.09	1.88
28.00	57.22	2.56	0.00	3.66	4.63	4.64	2.25	0.00	0.00	0.00	3.16	3.85	2.04	1.09	0.00	2.70	0.06	0.00	0.71	1.15	3.45
29.00	57.22	2.28	0.00	2.80	6.08	4.91	3.23	0.00	0.00	0.00	3.10	0.03	2.23	2.22	0.00	3.31	0.00	0.00	1.76	2.73	3.16
30.00	57.22	2.59	0.00	2.70	5.35	5.93	3.09	0.00	0.01	0.00	1.97	0.24	2.86	3.11	0.00	3.85	0.00	0.00	0.17	3.11	1.91
31.00	57.22	1.52	0.00	2.92	5.20	3.89	2.95	0.00	0.29	0.00	2.20	1.67	2.07	2.06	0.00	3.52	0.00	0.00	0.36	1.33	1.61
32.00	57.22	0.04	1.30	3.08	5.06	4.99	2.73	0.00	0.24	0.00	3.05	1.64	0.09	0.06	0.00	2.95	0.52	0.00	0.33	1.37	0.04
33.00	57.22	0.48	2.45	2.58	5.63	5.13	1.82	0.00	0.21	0.00	2.39	2.11	0.83	0.80	0.00	2.17	0.29	0.00	0.34	2.56	0.66
34.00	57.23	1.36	2.16	2.29	6.03	4.53	2.07	0.00	0.00	0.00	2.03	1.86	0.38	0.98	0.00	1.50	0.34	0.00	0.17	1.61	0.55
35.00	57.22	2.50	0.19	0.12	3.38	5.08	0.13	0.00	0.00	0.00	0.02	0.21	0.21	0.13	0.00	0.20	0.09	0.00	0.12	0.16	0.20
36.00	57.22	2.40	0.20	0.06	2.95	4.42	0.31	0.00	0.00	0.00	0.02	0.27	0.15	0.07	0.00	0.19	0.13	0.00	0.18	0.15	0.27
37.00	57.22	1.64	1.09	0.95	3.14	5.50	0.08	0.00	0.00	0.00	0.01	0.12	0.17	0.97	0.00	0.62	0.15	0.00	0.77	1.16	0.11
38.00	57.22	0.18	2.71	3.19	5.74	5.21	0.24	0.00	0.00	0.00	0.09	0.34	0.18	2.74	0.00	2.34	0.12	0.00	0.85	0.34	0.20
39.00	57.22	0.12	1.85	2.29	5.83	5.23	0.34	0.00	0.00	0.00	0.25	0.25	0.16	2.32	0.00	3.84	0.29	0.00	1.02	0.37	0.37
