Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.554s)
CreateVariables () DONE !!!
Creating 19 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18
2.00	49.36	46.56	0.00	2.04	3.41	2.96	0.83	1.53	1.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.71	0.00
3.00	49.59	46.73	0.03	2.64	5.24	4.68	0.12	0.01	2.66	0.51	0.00	0.43	2.08	0.00	1.68	0.00	0.00	2.30	0.00
4.00	49.59	46.74	0.10	2.31	4.91	3.81	0.11	0.00	2.29	0.31	0.00	0.13	2.13	0.00	0.95	0.00	0.00	1.65	0.00
5.00	49.59	46.73	0.13	2.44	4.69	3.36	0.29	0.00	2.62	0.49	0.02	0.12	2.21	0.00	1.70	0.01	0.00	1.16	0.00
6.00	49.58	46.73	0.02	2.16	5.31	4.75	0.24	0.00	3.72	0.02	0.25	0.25	2.34	0.00	1.62	0.00	0.00	1.64	0.00
7.00	49.59	46.73	0.00	2.02	4.19	2.62	0.49	0.01	3.14	0.00	0.64	0.27	2.67	0.00	1.57	0.07	0.00	2.39	0.00
8.00	49.59	46.73	0.00	0.47	5.41	0.11	2.20	2.22	2.12	0.00	1.75	0.00	2.48	0.00	0.08	2.62	0.00	3.65	0.00
9.00	49.59	46.73	0.00	0.22	5.78	2.88	3.99	2.27	3.39	0.00	1.97	0.00	2.43	0.00	0.20	2.35	0.00	2.17	0.00
10.00	49.58	46.73	0.00	0.11	6.14	5.49	2.56	2.62	3.07	0.00	2.98	0.00	2.16	0.00	0.22	2.37	0.00	2.48	0.00
11.00	49.59	46.73	0.00	0.13	5.59	5.06	2.90	2.44	3.82	0.00	2.31	0.00	2.54	0.00	0.19	2.66	0.00	3.55	0.00
12.00	49.59	46.73	0.00	0.06	5.54	4.16	2.07	2.65	2.82	0.00	1.97	0.00	2.89	0.00	0.65	2.80	0.00	1.98	0.00
13.00	49.59	46.73	0.00	0.00	5.46	4.09	1.08	2.43	0.42	0.00	2.03	0.00	0.00	0.00	2.57	3.47	0.00	3.05	0.00
14.00	49.58	46.73	0.00	0.00	2.16	4.69	3.29	1.92	1.63	0.00	2.26	0.00	0.30	0.00	2.30	1.70	0.00	3.54	0.00
15.00	49.59	46.73	0.00	0.63	5.04	4.77	0.88	2.77	2.98	0.00	1.93	0.00	0.00	0.00	2.67	0.34	0.00	3.14	0.00
16.00	49.59	46.73	0.00	3.13	6.03	5.28	0.03	1.98	4.09	0.00	2.10	0.00	0.00	0.00	2.20	0.33	0.00	3.92	0.00
17.00	49.59	46.73	0.00	2.15	5.94	2.11	0.02	2.27	3.53	0.00	0.98	0.00	0.00	0.00	1.92	0.93	0.00	2.00	0.00
18.00	49.59	46.73	0.00	1.89	5.27	1.54	1.58	2.57	1.53	0.00	0.00	0.00	0.00	0.00	0.95	1.11	0.00	1.94	0.00
19.00	49.58	46.73	0.00	3.25	5.24	3.04	3.71	2.68	0.00	0.00	0.00	0.00	0.00	0.00	0.34	0.00	0.00	4.74	0.00
20.00	49.59	46.73	0.00	3.35	5.86	3.67	2.54	2.68	0.00	0.00	0.00	0.00	0.00	0.00	0.34	0.00	0.00	4.36	0.00
21.00	49.59	46.73	0.00	3.49	5.30	2.66	2.91	3.12	0.00	0.00	0.74	0.00	0.00	0.00	0.44	0.00	0.00	4.16	0.00
22.00	49.59	46.73	0.00	3.64	5.66	2.50	3.27	3.11	0.00	0.00	3.13	0.00	0.00	0.00	0.44	0.00	0.00	4.57	0.00
23.00	49.58	46.73	0.00	2.31	4.26	2.85	4.32	2.64	0.00	0.00	2.92	0.00	0.00	0.00	0.19	0.00	0.00	4.31	0.00
24.00	49.59	46.73	0.00	2.94	4.86	2.67	2.53	2.62	0.00	0.00	3.12	0.00	0.00	0.00	2.89	0.00	0.00	0.88	0.00
25.00	49.59	46.73	0.00	3.69	5.27	2.98	3.30	2.44	0.00	0.00	3.26	0.00	0.00	0.00	2.76	0.00	0.00	0.21	0.00
26.00	49.59	46.73	0.00	2.81	4.21	2.19	2.35	2.92	0.00	0.00	2.95	0.00	0.00	0.00	2.71	0.00	0.00	0.21	0.00
27.00	49.59	46.73	0.00	2.92	4.60	1.42	2.64	1.54	0.00	0.00	1.01	0.00	0.00	0.00	2.41	0.00	0.00	0.16	0.00
28.00	49.58	46.73	0.00	1.63	4.32	0.01	1.06	0.19	0.00	0.00	0.04	0.00	0.00	0.00	0.53	0.28	0.00	0.82	0.00
29.00	49.59	46.73	0.00	0.48	1.07	1.39	2.62	1.11	0.00	0.00	1.21	0.00	0.00	0.00	0.00	1.77	0.00	1.10	0.00
30.00	49.59	46.73	0.00	0.03	1.33	2.58	3.08	2.90	0.00	0.00	1.55	0.00	0.00	0.00	0.00	2.98	0.00	4.09	0.00
31.00	49.59	46.73	0.00	0.00	0.72	3.10	1.53	2.93	0.00	0.00	1.92	0.00	0.00	0.00	0.00	3.08	0.00	0.93	0.00
32.00	49.58	46.73	0.00	0.09	3.10	3.05	3.75	2.80	0.00	0.00	3.87	0.00	0.00	0.00	0.00	2.89	0.00	0.00	0.00
33.00	49.59	46.73	0.00	2.67	6.11	2.83	3.40	2.76	0.00	0.00	0.85	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
