Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.399s)
CreateVariables () DONE !!!
Creating 15 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	48.59	41.77	4.77	6.56	0.00	0.00	0.00	6.17	3.57	0.00	5.12	2.31	2.94	4.98	0.00
3.00	48.64	41.96	1.44	8.98	0.00	0.00	0.00	6.52	3.47	0.00	4.41	1.79	1.34	3.50	3.30
4.00	48.64	41.97	0.04	9.35	0.00	3.44	0.00	6.41	3.45	0.00	3.30	0.11	0.07	4.38	4.02
5.00	48.64	41.96	0.00	8.87	0.00	4.68	0.00	6.50	3.32	0.00	3.46	0.17	0.02	4.68	2.61
6.00	48.64	41.97	0.01	8.82	0.00	4.02	0.00	6.40	3.52	0.00	3.89	0.21	0.03	2.90	4.16
7.00	48.64	41.96	0.02	8.85	0.00	3.78	0.00	5.73	3.26	0.00	4.28	0.18	0.00	4.63	2.88
8.00	48.63	41.96	1.97	8.32	0.00	4.51	0.00	5.67	3.94	0.00	3.85	1.43	0.22	4.28	2.18
9.00	48.64	41.97	4.04	7.68	0.00	3.65	0.00	6.51	3.92	0.00	3.10	3.34	0.16	3.19	3.73
10.00	48.64	41.96	2.43	5.22	0.00	3.05	0.02	6.12	3.35	0.00	2.96	2.34	0.24	4.41	4.64
11.00	48.64	41.97	3.21	7.61	0.00	4.27	0.02	5.20	3.91	0.00	3.85	0.00	0.00	4.38	4.32
12.00	48.64	41.96	4.47	7.15	0.00	3.11	0.00	4.25	3.17	0.00	3.31	0.00	0.00	4.08	3.74
13.00	48.64	41.96	4.64	7.57	0.00	0.07	0.00	4.32	3.77	0.00	2.10	0.00	0.00	3.67	4.47
14.00	48.64	41.97	4.66	7.39	0.00	0.08	0.00	5.15	3.83	0.00	3.09	0.00	0.00	3.99	2.49
15.00	48.64	41.96	2.53	8.48	0.00	0.04	0.00	6.48	3.55	0.00	4.20	0.00	0.00	3.74	4.25
16.00	48.63	41.97	4.69	7.21	0.00	3.62	0.00	2.39	3.81	0.00	4.45	0.00	0.00	1.20	1.52
17.00	48.64	41.96	5.88	7.38	0.00	5.49	0.00	0.34	4.21	0.00	3.66	0.00	0.00	0.00	0.07
18.00	48.64	41.97	4.29	7.27	0.00	3.07	0.00	0.29	3.63	0.00	2.62	0.00	0.00	3.13	0.81
19.00	48.64	41.96	3.69	7.14	0.00	2.90	0.00	0.33	3.32	0.00	0.64	0.00	0.00	4.68	3.40
20.00	48.64	41.96	4.47	7.49	0.00	3.60	0.00	0.37	3.07	0.00	0.74	0.00	0.00	3.21	2.54
21.00	48.64	41.97	3.32	7.17	0.00	3.44	0.00	3.44	4.12	0.00	0.95	0.00	0.00	3.27	2.38
22.00	48.64	41.96	3.86	5.79	0.00	3.73	0.00	5.40	2.84	0.00	0.67	0.04	0.00	1.18	2.02
23.00	48.63	41.97	4.20	6.75	0.00	4.45	0.00	4.26	0.40	0.00	0.75	0.17	0.00	1.33	2.06
24.00	48.64	41.96	3.23	5.58	0.00	4.01	0.00	5.69	0.42	0.00	0.17	0.06	0.00	2.63	0.01
25.00	48.64	41.97	4.32	5.96	0.00	4.95	0.00	4.90	0.65	0.00	0.18	0.08	0.00	1.63	0.01
26.00	48.64	41.96	2.83	6.83	0.00	3.32	0.00	4.85	0.57	0.00	0.26	0.09	0.00	2.98	0.01
27.00	48.64	41.96	4.91	2.61	0.00	4.21	0.00	6.65	0.55	0.00	0.33	1.56	0.00	2.34	0.30
28.00	48.64	41.97	4.50	0.01	0.00	4.55	0.00	5.96	0.82	0.00	2.39	2.30	0.00	3.35	0.58
29.00	48.64	41.96	4.12	4.59	0.00	4.46	0.00	6.73	3.74	0.00	3.54	1.39	0.00	3.68	3.37
30.00	48.63	41.97	3.23	7.09	0.00	2.04	0.00	6.13	4.37	0.00	4.62	0.10	0.00	4.49	3.80
31.00	48.64	41.96	4.10	4.85	0.00	3.71	0.00	6.66	4.29	0.00	3.63	0.07	0.00	3.14	2.93
32.00	48.64	41.96	4.45	0.00	0.00	5.62	0.00	6.68	4.27	0.00	4.58	0.34	0.00	5.74	3.01
33.00	48.64	41.97	4.27	0.00	0.00	4.08	0.00	6.60	5.29	0.00	4.44	0.52	0.00	4.29	4.35
34.00	48.64	41.96	4.50	0.00	0.00	3.82	0.00	6.70	2.99	0.00	3.67	0.37	0.00	5.32	0.84
35.00	48.64	41.97	3.86	0.00	0.00	5.19	0.00	7.38	3.64	0.00	4.47	0.36	0.00	4.04	0.53
36.00	48.64	41.96	3.67	0.30	0.00	4.21	0.00	6.35	3.73	0.00	4.13	0.27	0.00	4.33	0.48
37.00	48.63	41.97	3.26	8.30	0.00	5.17	0.00	5.92	2.90	0.00	3.31	2.50	0.00	3.29	0.39
38.00	48.64	41.96	3.29	9.58	0.00	3.84	0.00	5.81	3.14	0.00	3.17	4.44	0.00	4.36	0.19
39.00	48.64	41.96	2.38	8.54	0.00	5.02	0.00	6.12	4.69	0.00	0.86	3.17	0.00	4.32	0.83
