Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.306s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	83.26	0.00	10.74	0.00	0.00	5.50	7.57	0.00	2.03	4.69	0.00
3.00	83.93	4.28	7.79	5.83	0.12	3.63	5.86	3.34	0.95	3.82	0.02
4.00	83.93	3.87	6.50	7.28	0.00	4.87	6.12	4.80	1.18	4.28	0.00
5.00	83.93	3.99	8.47	7.76	0.00	2.70	4.65	3.67	0.64	4.01	3.05
6.00	83.93	3.45	7.48	7.63	0.00	4.03	6.29	4.22	0.94	3.49	4.28
7.00	83.91	1.66	7.87	7.39	0.00	4.01	6.10	1.36	2.62	4.64	2.57
8.00	83.93	4.26	6.24	8.34	0.00	3.80	4.98	0.13	3.91	3.76	0.11
9.00	83.93	4.44	7.34	6.72	0.00	3.52	6.24	0.28	2.70	5.40	0.08
10.00	83.93	3.67	9.00	8.20	0.00	3.95	3.77	1.06	3.87	6.20	0.07
11.00	83.93	5.85	7.49	6.74	0.00	5.18	2.55	0.19	6.19	6.87	0.00
12.00	83.93	4.12	7.12	7.17	0.00	3.93	3.67	2.68	3.53	4.98	0.00
13.00	83.91	5.01	7.61	8.49	0.00	4.73	0.21	5.94	0.00	5.33	0.00
14.00	83.93	5.15	7.65	8.10	0.00	5.47	0.12	4.04	0.00	6.45	0.00
15.00	83.93	5.41	8.41	8.89	0.00	5.12	0.19	5.15	0.01	6.64	0.00
16.00	83.93	4.25	8.29	8.83	0.00	5.38	0.11	4.58	0.01	6.92	0.00
17.00	83.93	3.91	5.87	7.32	0.00	4.23	0.13	4.50	0.01	6.00	0.00
18.00	83.93	4.78	7.47	6.96	0.00	4.68	1.92	3.55	0.10	4.21	0.00
19.00	83.91	5.56	9.43	6.23	0.00	5.82	0.71	6.05	0.06	4.86	0.00
20.00	83.93	5.39	8.16	7.21	0.00	5.30	1.03	6.01	0.00	4.90	0.00
21.00	83.93	5.60	7.91	7.85	0.00	5.44	1.08	5.19	0.00	5.14	0.00
22.00	83.93	4.80	8.43	7.58	0.00	5.11	1.31	4.51	0.00	4.46	0.00
23.00	83.93	2.98	7.46	7.28	0.00	3.59	4.53	3.07	0.00	4.62	0.00
24.00	83.93	3.21	8.01	8.13	0.00	3.11	2.31	4.04	2.77	5.10	0.00
25.00	83.93	3.66	8.37	6.49	0.00	2.95	0.45	4.74	4.17	4.54	0.00
26.00	83.91	3.96	7.48	6.48	0.00	2.44	0.44	4.72	4.71	3.52	0.00
27.00	83.93	3.91	6.37	7.17	0.00	4.21	0.42	4.03	3.07	3.43	0.00
28.00	83.93	4.58	7.57	8.36	0.00	3.41	0.36	0.92	5.49	6.49	0.00
29.00	83.93	4.10	7.87	8.64	0.00	3.75	0.00	0.31	6.57	7.25	0.00
30.00	83.93	4.53	8.16	9.40	0.00	4.20	0.00	0.37	6.47	6.10	0.00
31.00	83.93	3.60	8.31	7.47	0.00	4.57	0.00	0.25	6.59	6.12	3.56
32.00	83.91	2.00	9.50	9.58	0.00	3.84	2.92	2.50	1.73	5.95	6.42
33.00	83.93	0.52	3.69	4.40	0.00	2.77	2.99	2.07	1.04	3.59	3.12
34.00	83.93	4.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
35.00	83.93	4.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
36.00	83.93	4.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
37.00	83.93	5.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
38.00	83.91	5.03	0.00	0.00	0.00	0.16	0.00	0.91	2.40	0.39	1.35
39.00	83.93	5.63	0.00	3.55	0.00	0.45	0.00	5.10	4.10	1.55	4.28
