Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.500s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 30.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	67.26	61.98	53.21	7.59	7.05	4.45	5.38	9.68	6.56	6.47	0.00
3.00	67.71	61.99	53.40	8.83	9.85	5.77	6.51	9.31	6.15	5.74	0.00
4.00	67.71	61.99	53.41	10.13	8.39	5.82	5.33	8.22	5.57	3.64	4.74
5.00	67.71	61.98	53.40	8.57	7.96	6.54	6.37	6.35	6.30	3.35	5.94
6.00	67.72	61.99	53.41	8.74	8.36	6.52	5.31	8.51	4.69	4.40	5.86
7.00	67.71	61.99	53.40	8.39	7.86	6.06	5.53	7.20	5.05	5.15	5.45
8.00	67.71	61.98	53.41	9.58	8.31	5.24	5.46	7.88	5.09	4.81	2.22
9.00	67.71	61.99	53.40	9.32	8.18	6.39	4.07	8.45	5.21	5.79	0.43
10.00	67.71	61.99	53.41	8.46	8.60	6.20	5.75	8.04	4.82	5.09	0.58
11.00	67.72	61.99	53.40	9.83	8.65	5.84	3.80	6.65	5.91	6.22	0.47
12.00	67.71	61.98	53.40	8.62	7.27	6.96	3.00	8.18	5.38	4.54	0.73
13.00	67.71	61.99	53.41	9.86	5.10	5.54	0.64	7.98	5.77	5.58	5.26
14.00	67.71	61.99	53.40	8.98	7.78	5.79	0.51	7.14	5.73	5.13	5.05
15.00	67.71	61.98	53.41	8.83	7.57	6.29	0.46	7.32	6.27	4.45	5.36
16.00	67.72	61.99	53.40	8.73	7.75	5.30	0.70	7.68	4.67	4.42	5.90
17.00	67.71	61.99	53.41	7.70	8.71	5.56	0.63	7.61	4.10	4.37	5.28
18.00	67.71	61.98	53.40	9.85	7.23	4.59	1.40	8.27	0.84	3.62	5.55
19.00	67.71	61.99	53.41	10.04	8.73	5.01	0.57	6.52	0.30	5.39	5.62
20.00	67.72	61.99	53.40	8.18	7.78	5.84	0.51	7.97	0.27	4.71	4.77
21.00	67.71	61.99	53.40	8.58	8.04	5.03	0.52	8.25	0.35	5.02	4.86
22.00	67.71	61.98	53.41	9.02	6.63	4.22	0.77	7.84	0.31	4.41	0.51
23.00	67.71	61.99	53.40	8.32	7.23	1.82	0.58	7.24	6.20	5.76	0.10
24.00	67.71	61.99	53.41	8.83	7.73	0.12	0.52	6.87	6.11	4.38	0.11
25.00	67.72	61.98	53.40	8.62	8.66	0.28	0.65	7.93	4.89	5.57	0.10
26.00	67.71	61.99	53.41	8.96	7.42	0.17	0.57	7.38	6.63	5.20	0.03
27.00	67.71	61.99	53.40	4.23	7.78	2.82	2.50	8.84	6.45	1.46	1.01
28.00	67.71	61.99	53.41	9.01	2.63	4.27	0.21	8.14	0.92	4.04	4.60
29.00	67.72	61.98	53.40	7.57	0.60	5.40	0.12	8.73	0.19	6.27	4.67
