Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.611s)
CreateVariables () DONE !!!
Creating 21 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	56.74	44.45	0.00	1.52	0.00	0.00	0.00	0.00	1.84	0.00	1.46	0.00	1.40	1.67	1.99	0.00	0.00	1.74	0.00	1.42	0.00
3.00	57.22	44.82	2.59	2.11	0.00	0.47	0.00	0.03	4.62	0.00	1.39	0.26	1.74	2.36	2.46	0.10	0.00	2.15	0.00	2.56	0.20
4.00	57.22	44.82	2.21	1.22	4.02	2.00	0.00	0.18	3.48	0.00	1.12	0.06	1.80	0.90	1.79	0.12	0.00	1.81	2.07	1.48	0.31
5.00	57.22	44.82	2.76	0.99	5.00	2.28	0.77	0.19	3.39	0.00	1.68	0.13	1.81	2.23	1.68	0.04	0.00	1.55	1.79	1.39	0.39
6.00	57.22	44.82	3.39	0.51	5.03	1.82	1.20	0.03	4.92	0.00	1.89	0.04	1.18	1.62	1.85	0.03	0.00	1.48	1.75	0.91	0.47
7.00	57.22	44.82	3.17	0.03	4.25	1.80	0.04	0.00	3.93	0.00	0.00	0.00	2.40	0.56	2.19	0.00	0.00	0.00	2.49	1.09	0.79
8.00	57.22	44.83	0.61	0.00	1.92	0.69	1.15	0.00	2.48	0.00	0.00	0.00	0.83	0.53	1.26	0.00	0.00	0.00	1.26	0.11	0.70
9.00	57.22	44.82	1.00	0.00	0.08	1.04	0.00	0.00	0.48	0.00	0.00	0.00	0.11	0.04	0.07	0.00	0.00	0.00	0.36	0.84	1.64
10.00	57.23	44.82	3.02	0.00	4.53	0.85	0.13	0.00	2.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.18	2.31	0.00
11.00	57.22	44.82	4.28	0.00	3.91	1.86	0.09	0.00	4.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.43	2.26	0.00
12.00	57.22	44.82	4.01	0.00	4.76	1.79	0.24	0.00	4.83	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	1.25	1.46	2.20	0.40
13.00	57.22	44.83	3.82	0.00	5.97	2.84	0.00	0.00	4.81	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.62	2.50	2.80	0.02
14.00	57.22	44.82	3.58	0.00	4.03	2.31	0.70	0.00	3.57	0.00	0.00	0.00	1.44	0.09	0.00	0.00	0.00	0.63	2.34	3.23	0.26
15.00	57.22	44.82	4.62	0.00	0.01	2.76	2.65	0.00	5.68	0.00	0.00	0.00	0.22	0.69	0.00	0.00	0.00	1.33	2.94	2.93	0.58
16.00	57.22	44.82	5.20	0.00	0.00	2.90	3.36	0.00	5.71	0.00	0.00	0.00	0.03	2.77	0.00	0.00	0.00	2.03	2.47	3.47	0.57
17.00	57.22	44.82	4.81	0.00	0.01	2.59	3.35	0.00	5.76	0.00	0.00	0.00	0.15	2.72	0.00	0.00	0.00	2.34	2.70	3.05	0.77
18.00	57.23	44.82	3.89	0.00	0.64	0.85	2.06	0.00	4.35	0.00	0.00	0.00	0.17	3.12	0.00	0.00	0.00	2.73	4.13	2.27	0.53
19.00	57.22	44.83	0.84	0.00	4.98	0.06	2.17	0.00	4.63	0.00	0.00	0.00	2.74	2.41	0.00	0.00	0.00	1.76	2.52	0.03	3.18
20.00	57.22	44.82	1.95	0.00	4.96	0.00	1.98	0.00	1.40	0.00	0.00	0.03	3.34	1.64	0.00	0.00	0.00	0.18	1.62	0.03	2.76
21.00	57.22	44.82	4.05	0.00	0.69	1.40	1.49	0.00	3.47	0.00	0.00	0.07	0.56	0.02	0.00	0.00	0.00	0.08	0.94	1.18	1.01
22.00	57.22	44.82	4.31	0.00	2.86	2.67	0.10	0.00	2.01	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	1.68	0.64	0.00
23.00	57.22	44.82	3.56	0.00	3.53	2.09	0.19	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.26	1.80	0.00
24.00	57.22	44.82	3.91	0.00	4.10	2.07	0.28	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.28	1.48	0.00
25.00	57.22	44.83	3.83	0.00	4.50	2.19	0.81	0.00	2.64	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	2.25	1.86	0.00
26.00	57.23	44.82	2.92	0.00	3.04	2.08	1.11	0.00	4.82	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	1.95	1.84	0.00
27.00	57.22	44.82	0.03	0.00	2.46	2.31	0.02	0.00	5.14	0.00	0.00	0.47	0.00	0.00	0.00	0.00	0.00	0.00	1.74	1.53	0.00
28.00	57.22	44.82	0.00	0.00	0.01	2.68	0.00	0.00	5.13	0.00	0.00	0.44	0.00	0.00	0.00	0.00	0.00	0.00	2.84	0.00	0.00
29.00	57.22	44.82	0.00	0.00	0.16	2.92	0.00	0.00	4.55	0.00	0.00	0.36	0.00	0.00	0.00	0.00	0.00	0.00	2.32	0.07	0.00
30.00	57.22	44.82	0.57	0.00	0.11	1.74	2.98	0.00	4.74	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.00	2.36	0.08	0.00
31.00	57.22	44.83	3.76	0.00	0.11	2.16	3.85	0.00	3.32	0.00	0.00	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.84	0.08	0.00
32.00	57.22	44.82	3.86	0.00	0.11	2.11	2.62	0.00	3.72	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.10	0.00
33.00	57.22	44.82	3.46	0.00	0.07	1.76	2.36	0.00	4.03	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.92	0.12	0.00
34.00	57.23	44.82	3.14	0.00	0.03	1.10	1.53	0.00	3.74	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	1.83	0.01	0.00
35.00	57.22	44.82	3.19	0.00	2.58	0.00	1.64	0.00	3.83	0.00	0.00	0.07	0.00	0.24	0.00	0.00	0.00	0.00	2.13	1.59	0.00
36.00	57.22	44.82	3.69	0.00	3.20	0.00	0.28	0.00	3.63	0.00	0.00	0.07	0.00	2.16	0.00	0.00	0.00	1.07	2.49	0.77	0.62
37.00	57.22	44.83	2.75	0.48	2.41	0.00	0.93	0.00	4.33	0.00	0.00	0.01	0.00	2.26	0.00	0.00	0.00	2.17	2.22	0.35	0.43
38.00	57.22	44.82	1.52	2.01	3.37	0.00	1.91	0.00	4.93	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	2.44	2.66	0.51	0.48
39.00	57.22	44.82	2.91	2.16	4.99	0.00	0.02	0.00	5.01	0.00	0.00	0.00	0.00	2.28	0.00	0.00	0.00	2.46	2.74	0.35	0.55
