Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.325s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	50.54	38.14	2.98	3.95	0.00	0.86	0.00	1.61	1.43	1.90	2.59	0.94	0.00	4.67	1.29	1.83	0.00
3.00	50.55	38.15	5.21	5.24	0.00	2.54	0.00	0.00	0.69	0.04	0.71	0.00	2.09	4.36	0.00	3.34	0.00
4.00	50.55	38.15	4.99	5.00	0.80	3.31	0.00	0.01	0.48	0.15	0.18	0.01	2.39	3.89	0.00	2.47	3.22
5.00	50.54	38.14	5.73	4.19	2.35	3.11	1.25	0.01	0.31	0.07	0.16	0.02	2.49	4.41	0.00	2.15	2.21
6.00	50.55	38.15	4.48	4.29	3.02	3.71	2.49	0.00	0.54	0.15	0.01	0.01	3.63	3.83	0.00	0.00	2.27
7.00	50.55	38.15	2.25	2.94	3.40	2.89	2.15	0.88	2.21	0.11	0.00	0.46	1.64	5.37	0.00	0.00	2.94
8.00	50.54	38.15	4.55	0.02	2.17	2.29	2.56	2.98	3.72	0.04	0.00	2.79	2.75	5.72	1.15	1.42	1.93
9.00	50.55	38.14	5.14	0.08	1.04	3.35	3.32	3.47	3.30	0.00	0.00	2.45	3.04	4.17	2.34	1.99	1.45
10.00	50.55	38.15	4.53	0.10	1.68	2.62	2.50	3.22	3.57	0.01	0.00	2.02	2.23	5.05	2.58	3.87	0.80
11.00	50.54	38.15	3.23	3.47	0.91	0.61	2.52	3.57	3.00	1.94	0.00	1.80	3.16	4.89	1.65	2.81	0.76
12.00	50.55	38.15	4.37	4.42	0.18	0.33	1.34	2.03	1.33	0.85	0.00	2.75	0.85	4.80	0.75	2.31	0.00
13.00	50.55	38.14	3.82	4.30	0.07	0.01	0.72	4.40	0.26	1.95	0.00	2.92	0.04	5.18	0.04	2.95	0.00
14.00	50.54	38.15	5.27	4.83	0.07	0.06	3.34	3.49	3.07	2.86	0.00	2.81	0.00	4.49	0.00	2.26	0.93
15.00	50.55	38.15	3.84	4.38	0.06	0.02	3.31	3.02	2.81	2.61	0.00	3.48	0.02	4.74	0.06	2.45	2.89
16.00	50.55	38.15	4.86	4.89	0.06	0.04	2.52	2.95	2.63	2.61	0.00	2.59	0.08	4.37	0.03	2.35	4.13
17.00	50.55	38.14	3.85	1.02	0.02	1.43	2.67	1.19	3.11	1.01	0.31	0.49	1.67	4.03	0.07	1.11	1.93
18.00	50.54	38.15	4.20	0.30	0.02	2.72	3.19	0.45	3.02	2.43	0.00	0.06	2.26	3.68	0.16	0.07	0.11
19.00	50.55	38.15	5.49	0.20	0.08	2.22	0.33	0.61	0.29	1.83	0.00	0.09	2.43	3.90	0.28	0.12	0.30
20.00	50.55	38.15	2.95	0.27	0.01	2.27	0.25	0.84	0.24	2.37	0.00	0.06	2.00	4.18	0.26	0.06	0.08
21.00	50.54	38.14	4.37	0.26	0.02	3.04	0.46	0.65	0.25	1.93	0.00	0.09	2.03	4.12	0.18	0.06	0.19
22.00	50.55	38.15	4.03	0.63	0.03	2.84	0.13	1.93	0.17	2.85	0.64	0.22	1.67	2.91	1.91	1.40	0.48
23.00	50.55	38.15	4.87	1.16	0.00	3.54	0.00	1.16	2.93	1.92	2.19	1.36	1.13	1.04	0.98	1.03	0.00
24.00	50.54	38.14	3.86	0.11	0.00	4.14	0.00	0.15	2.89	2.95	3.46	4.11	0.00	0.07	0.00	0.09	0.00
25.00	50.55	38.15	5.82	0.17	0.00	3.83	0.00	0.13	4.65	3.62	2.22	3.75	0.02	0.10	0.01	0.12	0.00
26.00	50.55	38.15	5.90	0.20	0.00	3.54	0.00	1.46	1.93	4.80	2.41	3.10	0.00	0.10	0.00	0.12	0.00
27.00	50.54	38.15	6.24	0.16	0.00	2.62	0.00	1.84	0.09	3.84	3.14	3.13	0.00	0.12	0.00	0.11	0.00
28.00	50.55	38.14	4.54	0.16	0.00	1.02	0.00	2.61	0.18	0.57	2.19	0.46	0.20	2.66	0.10	1.79	0.00
29.00	50.55	38.15	5.05	0.13	0.00	0.13	0.00	3.94	0.25	0.01	1.33	0.06	0.12	5.26	0.12	0.17	0.00
30.00	50.55	38.15	4.49	0.20	0.00	0.03	0.00	4.31	0.16	0.00	1.17	0.24	0.29	5.05	0.00	0.22	0.00
