Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.385s)
CreateVariables () DONE !!!
Creating 13 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12
2.00	65.56	53.25	3.18	5.29	0.00	4.84	0.00	3.72	0.00	5.29	0.00	3.72	2.53
3.00	65.80	53.40	2.28	4.04	4.63	5.41	0.10	5.85	0.00	0.45	0.00	4.51	2.54
4.00	65.81	53.41	1.57	4.36	5.72	7.82	0.20	4.28	0.04	0.17	0.36	3.25	2.47
5.00	65.80	53.40	1.67	4.10	4.77	6.97	0.17	3.49	0.07	0.16	0.42	3.00	2.12
6.00	65.80	53.41	2.37	2.06	5.55	8.78	0.06	1.56	0.24	0.16	3.46	1.64	2.27
7.00	65.81	53.40	3.76	1.43	3.50	8.07	0.26	1.27	0.12	1.92	2.55	4.31	1.71
8.00	65.80	53.41	4.58	3.85	4.69	6.57	0.28	2.68	0.35	2.93	3.12	4.36	3.25
9.00	65.81	53.40	5.13	2.76	5.78	6.24	0.31	4.07	0.70	1.94	4.00	3.57	3.11
10.00	65.80	53.41	5.67	4.02	4.81	7.82	0.00	4.27	0.57	2.84	3.58	3.84	3.21
11.00	65.80	53.40	5.29	4.75	4.39	7.52	0.00	4.09	0.47	3.48	3.90	4.23	4.51
12.00	65.81	53.40	4.54	3.21	3.98	5.03	0.00	4.51	0.26	3.68	4.68	3.05	3.34
13.00	65.80	53.41	6.91	5.22	0.00	0.26	0.00	4.74	0.83	0.15	4.30	3.44	4.42
14.00	65.81	53.40	5.60	4.62	0.02	0.58	0.00	4.58	0.52	0.15	4.05	4.77	3.63
15.00	65.80	53.41	4.83	5.19	0.45	0.40	0.00	5.19	0.44	0.15	4.90	4.19	3.63
16.00	65.80	53.40	6.32	3.86	4.02	0.51	0.00	5.71	0.60	0.12	4.76	4.63	3.90
17.00	65.81	53.41	5.27	5.30	4.53	2.68	0.00	4.83	0.53	0.13	3.43	5.19	3.74
18.00	65.80	53.40	5.79	4.53	1.30	6.75	0.00	5.41	0.84	4.49	3.58	3.16	0.00
19.00	65.81	53.41	5.53	6.47	0.03	8.13	0.00	5.87	0.80	6.33	4.12	0.84	0.62
20.00	65.80	53.40	6.52	5.84	0.00	7.87	0.00	5.46	0.55	5.41	3.63	5.58	3.81
21.00	65.80	53.40	5.86	4.92	0.00	8.76	0.00	4.89	0.72	5.02	4.51	5.97	3.50
22.00	65.81	53.41	5.75	5.29	0.00	7.77	0.00	4.74	1.02	4.10	5.38	5.22	4.10
23.00	65.80	53.40	7.64	4.74	0.00	3.34	0.00	5.56	0.20	0.00	1.57	2.00	1.52
24.00	65.81	53.41	6.82	6.13	0.00	9.58	0.00	6.39	0.26	0.00	1.45	0.93	1.47
25.00	65.80	53.40	5.71	4.59	0.00	8.33	0.00	4.49	0.22	0.00	1.64	1.77	1.79
26.00	65.80	53.41	6.09	5.13	0.00	8.38	0.00	5.05	0.27	0.00	1.31	1.29	1.49
27.00	65.81	53.40	6.13	5.33	0.00	7.65	0.00	5.04	0.16	0.00	1.04	1.27	1.08
28.00	65.80	53.41	5.39	4.98	0.00	8.32	0.00	4.50	0.67	0.00	3.30	3.48	1.53
29.00	65.81	53.40	5.82	3.47	0.00	8.36	0.00	4.60	0.51	0.00	4.20	4.35	4.02
30.00	65.80	53.41	6.93	4.92	0.00	8.85	0.00	4.57	0.15	0.00	4.55	5.59	3.22
31.00	65.80	53.40	6.70	4.32	0.00	8.06	0.00	5.51	0.00	0.00	4.17	5.09	4.05
32.00	65.81	53.40	6.91	4.95	0.00	6.82	0.00	3.91	0.00	0.00	3.27	4.40	3.72
33.00	65.80	53.41	5.78	4.55	0.00	6.56	0.00	3.48	0.00	0.00	2.44	4.27	3.65
34.00	65.81	53.40	6.14	4.00	0.00	6.67	0.00	5.32	0.00	3.26	1.08	3.68	4.03
35.00	65.80	53.41	5.66	4.85	0.00	6.55	0.00	4.32	0.00	5.00	0.98	3.71	3.10
36.00	65.80	53.40	6.01	4.35	0.00	7.13	0.00	0.26	0.00	6.02	6.20	5.63	4.37
37.00	65.81	53.41	8.79	7.25	0.00	10.00	0.00	0.00	0.00	5.74	7.48	7.83	3.83
38.00	65.80	53.40	8.47	7.20	0.00	9.85	0.00	0.00	0.00	6.14	7.52	7.60	3.80
39.00	65.81	53.41	7.91	5.26	0.00	11.71	0.00	0.00	0.00	3.55	6.72	7.74	3.82
