Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.874s)
CreateVariables () DONE !!!
Creating 19 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18
2.00	40.99	37.18	32.19	3.67	1.90	0.00	0.00	0.00	0.00	0.35	0.00	3.95	3.34	0.00	0.00	0.00	0.00	1.59	0.31
3.00	41.00	37.20	32.42	3.39	5.32	0.00	2.73	0.00	0.06	1.68	0.00	4.68	2.95	0.45	0.34	1.42	0.04	0.07	0.12
4.00	41.01	37.20	32.42	3.26	6.83	0.01	0.67	0.02	0.16	3.09	0.01	4.05	2.88	0.04	0.06	0.25	0.00	0.12	0.09
5.00	41.00	37.20	32.42	4.28	5.23	0.00	0.20	0.01	0.25	3.01	0.02	4.63	2.37	0.07	0.03	0.51	0.02	0.09	0.10
6.00	41.01	37.20	32.43	5.29	5.83	0.30	0.70	0.01	0.66	2.73	0.46	4.56	1.85	0.02	0.02	0.48	0.07	0.67	1.11
7.00	41.00	37.18	32.42	4.50	4.59	0.79	0.72	0.00	0.85	2.70	0.40	3.82	1.79	0.49	2.21	0.35	0.00	0.72	1.56
8.00	41.01	37.20	32.42	4.37	3.25	1.80	0.40	0.00	1.33	0.67	0.94	3.54	1.42	2.09	4.30	1.90	0.00	3.11	0.63
9.00	41.00	37.20	32.42	4.63	4.11	0.11	0.40	0.00	0.06	0.52	0.06	4.38	3.27	0.55	4.76	3.08	0.00	2.53	0.03
10.00	41.01	37.20	32.43	4.28	4.07	0.31	0.46	0.00	0.03	0.53	0.03	5.40	2.66	0.45	4.75	2.30	0.00	2.68	0.06
11.00	41.00	37.20	32.42	5.40	4.08	0.20	0.40	0.00	0.03	0.42	0.03	3.84	2.21	0.33	3.55	3.39	0.00	2.20	0.06
