Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.797s)
CreateVariables () DONE !!!
Creating 15 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 30.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	48.45	0.00	0.00	1.17	0.00	3.56	2.79	2.41	3.68	6.79	4.71	0.00	2.64	2.45	2.89
3.00	48.64	0.00	0.18	3.84	3.68	4.11	3.41	2.53	3.54	5.54	3.03	0.00	4.17	2.91	2.46
4.00	48.64	0.00	0.00	2.79	5.90	4.20	3.63	4.05	1.24	4.80	3.69	0.00	4.53	3.69	3.10
5.00	48.64	0.00	0.00	4.44	4.91	3.12	3.43	3.87	3.66	5.27	3.90	0.00	3.05	2.18	3.08
6.00	48.64	0.00	0.00	3.99	5.39	3.67	3.41	3.49	3.03	5.14	3.85	0.00	3.75	2.94	4.22
7.00	48.64	0.00	0.00	2.40	5.37	3.26	2.50	2.71	4.45	2.94	3.08	0.00	3.84	3.35	2.06
8.00	48.63	0.00	0.00	0.04	3.90	3.14	3.05	3.64	5.13	0.00	0.01	0.00	0.07	2.66	0.47
9.00	48.64	0.00	0.00	0.06	5.83	2.76	3.19	3.78	4.08	0.00	2.13	0.00	0.07	2.40	0.36
10.00	48.64	0.00	0.00	0.09	4.68	2.86	3.47	3.07	2.80	0.00	4.16	0.00	0.15	2.92	0.55
11.00	48.64	0.00	0.00	0.09	4.19	3.55	3.31	2.91	3.26	0.00	3.36	0.00	0.04	3.26	0.39
12.00	48.64	0.00	0.00	0.09	4.60	2.61	2.46	3.35	3.11	0.04	3.98	0.00	0.58	3.84	0.45
13.00	48.64	0.00	0.00	3.86	0.10	4.22	3.63	3.65	2.94	5.15	4.77	0.00	3.94	2.95	0.40
14.00	48.64	0.10	0.00	4.38	1.85	2.47	4.00	2.61	0.43	5.49	4.36	0.00	3.21	3.64	1.89
15.00	48.64	0.35	0.00	3.80	6.33	3.55	3.56	3.44	0.11	5.24	3.86	0.00	4.78	3.64	3.39
16.00	48.63	0.36	0.00	3.81	5.91	4.00	2.04	4.13	0.09	5.05	4.01	0.00	3.98	4.01	3.68
17.00	48.64	0.45	0.00	3.94	4.62	3.52	3.35	4.18	0.13	4.64	3.36	0.00	3.57	3.21	3.55
18.00	48.64	3.64	0.00	4.02	5.99	3.66	2.81	0.76	0.13	3.84	3.94	0.00	0.07	0.52	3.14
19.00	48.64	4.16	0.00	2.62	3.94	4.73	4.45	0.00	0.07	0.08	2.36	0.00	0.03	0.01	3.14
20.00	48.64	4.19	0.47	3.27	5.09	5.02	2.55	0.00	0.01	0.10	0.02	0.00	0.11	0.00	3.54
21.00	48.64	3.65	0.44	4.01	4.99	3.55	2.82	0.00	0.09	0.06	1.71	0.00	0.04	0.00	3.60
22.00	48.64	5.01	0.08	3.41	5.01	3.90	3.20	0.00	0.02	0.13	0.93	0.00	0.01	0.00	3.45
23.00	48.63	5.49	0.26	1.83	3.71	1.35	2.55	2.67	2.06	0.11	0.01	0.00	0.04	0.10	2.04
24.00	48.64	4.89	0.46	0.10	4.94	0.02	3.53	4.03	1.82	3.37	0.04	0.00	0.17	0.12	2.86
25.00	48.64	4.89	0.00	1.22	4.56	0.62	3.19	2.53	1.98	3.98	0.01	0.00	0.25	0.36	0.52
26.00	48.64	4.80	0.04	3.90	4.23	3.58	3.48	0.03	1.80	3.18	0.01	0.00	0.15	0.10	1.81
27.00	48.64	4.32	0.03	3.63	5.71	3.64	2.44	0.07	1.35	4.23	0.00	0.00	0.00	0.00	2.02
28.00	48.64	3.81	0.00	3.23	4.59	3.45	2.92	0.12	0.48	4.22	0.00	0.00	0.00	0.00	3.13
29.00	48.64	3.98	0.00	3.22	3.45	3.16	2.50	0.10	0.65	5.04	0.00	0.00	0.00	0.00	2.90
