Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.516s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 30.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	75.13	5.41	4.78	4.38	0.13	1.50	0.26	0.00	0.00	0.36	0.00
3.00	75.35	6.09	6.21	6.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	75.33	5.00	6.35	6.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	75.35	6.24	6.15	5.91	0.00	0.00	0.00	0.00	0.52	0.00	0.00
6.00	75.33	7.49	6.33	0.37	0.00	0.00	0.00	0.00	6.47	0.01	0.00
7.00	75.35	5.44	6.24	1.64	2.59	2.36	1.88	0.00	2.67	0.13	0.00
8.00	75.33	4.37	4.02	5.68	4.63	5.65	5.00	0.00	0.01	0.28	0.00
9.00	75.35	5.56	5.29	4.99	5.22	5.72	4.03	0.00	0.00	0.19	0.00
10.00	75.35	6.17	4.59	4.57	4.41	5.58	3.82	0.00	0.01	0.25	0.00
11.00	75.33	5.65	4.90	5.10	4.37	6.45	4.65	0.00	0.00	0.18	0.00
12.00	75.35	6.14	4.90	4.60	4.11	5.09	3.95	0.00	2.22	0.26	0.00
13.00	75.33	6.97	5.54	5.53	5.23	6.40	5.27	0.00	5.95	0.28	0.00
14.00	75.35	5.95	6.44	5.45	5.67	5.48	5.69	0.00	6.51	0.34	0.00
15.00	75.33	5.19	5.38	5.97	6.19	5.51	6.09	0.00	6.41	0.28	0.00
16.00	75.35	6.58	5.48	6.35	5.42	6.92	4.92	0.00	5.64	0.36	0.00
17.00	75.35	5.90	6.21	5.63	5.24	6.29	5.44	0.00	6.79	1.04	0.00
18.00	75.33	5.91	6.29	0.48	5.14	6.44	6.23	0.00	7.14	5.50	0.00
19.00	75.35	5.33	7.58	0.65	5.99	6.08	6.11	0.00	7.19	4.48	0.00
20.00	75.33	6.01	6.22	0.67	5.90	7.04	5.53	0.00	6.31	5.32	0.00
21.00	75.35	5.65	6.57	0.61	6.20	5.91	5.86	0.00	6.95	5.55	0.00
22.00	75.33	6.30	6.27	0.67	5.66	5.19	5.56	0.00	6.12	6.01	0.00
23.00	75.35	1.65	1.04	0.80	0.70	4.21	5.54	0.00	0.00	6.39	0.00
24.00	75.35	5.59	0.21	0.34	0.00	4.72	5.09	0.00	0.00	4.41	0.00
25.00	75.33	4.08	0.09	0.36	0.00	4.67	4.72	0.00	0.00	4.20	0.00
26.00	75.35	5.58	0.13	0.54	0.00	4.62	5.69	0.00	0.00	4.01	0.00
27.00	75.33	4.69	0.13	0.48	0.00	4.78	4.22	0.00	0.12	4.59	0.00
28.00	75.35	5.19	0.29	0.24	0.28	5.74	6.20	0.00	4.73	1.06	0.00
29.00	75.33	6.28	0.25	0.27	0.30	5.62	5.97	0.00	4.95	0.00	0.00
