Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.584s)
CreateVariables () DONE !!!
Creating 19 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18
2.00	50.31	35.01	36.98	0.00	3.11	1.86	0.00	2.79	1.45	1.53	0.00	1.70	0.00	3.65	0.86	0.22	2.72	0.00	0.43
3.00	50.55	35.29	37.20	2.98	3.73	2.91	0.00	3.25	0.56	2.07	0.69	0.98	0.00	3.98	0.65	2.30	2.80	0.06	1.08
4.00	50.55	35.29	37.20	3.85	3.50	2.56	0.01	2.93	1.01	1.99	1.84	0.76	0.58	2.83	0.39	2.29	3.18	0.00	1.19
5.00	50.54	35.29	37.20	3.43	3.35	2.10	0.07	2.73	0.94	1.53	2.53	1.11	0.80	4.82	0.26	1.93	2.25	0.00	0.65
6.00	50.55	35.29	37.20	3.12	3.85	0.60	0.04	2.49	0.89	1.19	3.64	0.76	0.69	4.41	0.30	3.01	2.75	0.00	1.13
7.00	50.55	35.29	37.18	3.17	4.44	0.67	0.00	1.73	0.88	0.00	2.99	1.00	1.00	2.54	0.47	2.80	2.77	0.00	1.13
8.00	50.54	35.29	37.20	2.47	1.09	0.46	0.00	0.64	0.11	0.00	1.93	0.24	0.88	0.00	1.59	0.55	0.88	0.00	1.43
9.00	50.55	35.29	37.20	4.80	0.03	3.78	0.00	0.19	2.96	0.00	2.18	3.63	0.38	0.00	2.90	0.13	0.92	0.00	1.67
10.00	50.55	35.29	37.20	5.47	0.35	2.27	0.00	0.17	3.30	0.00	2.82	3.56	2.55	0.00	3.80	0.00	0.92	0.00	2.34
11.00	50.54	35.29	37.20	4.81	0.29	3.80	0.00	0.25	4.02	0.00	1.91	4.12	4.03	0.00	3.47	0.00	1.16	0.00	2.49
