Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.461s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	49.31	39.70	30.34	4.21	3.63	4.25	0.00	0.00	2.28	0.00	0.00	0.70	0.00	2.41	1.93	1.71	0.00
3.00	49.59	40.06	30.51	3.12	4.68	5.77	0.00	1.27	4.38	0.00	0.00	5.02	0.36	3.56	4.39	3.45	3.82
4.00	49.59	40.05	30.52	3.81	4.13	4.77	0.00	1.56	3.13	0.00	0.00	3.90	4.56	3.73	3.04	3.80	5.06
5.00	49.59	40.06	30.51	2.68	4.02	4.55	0.00	1.58	2.89	0.00	0.00	4.45	3.14	4.68	3.60	4.82	5.05
6.00	49.58	40.05	30.51	3.46	3.34	5.20	0.00	1.30	4.10	0.00	0.00	4.49	3.08	6.00	4.14	3.23	5.20
7.00	49.59	40.06	30.52	2.73	2.95	4.85	0.00	0.80	3.27	0.00	0.00	3.44	3.92	3.87	4.02	3.27	5.27
8.00	49.59	40.06	30.51	4.51	3.73	4.54	0.00	0.07	0.69	0.00	0.00	0.51	4.62	0.04	0.46	4.11	6.22
9.00	49.59	40.05	30.52	3.13	3.13	4.68	0.00	1.62	0.03	0.00	0.73	0.00	4.27	0.04	0.00	2.85	4.85
10.00	49.58	40.06	30.51	2.73	4.27	5.56	0.00	0.17	0.01	0.00	0.49	0.00	2.92	0.03	0.00	2.30	6.55
11.00	49.59	40.05	30.51	2.67	1.90	3.13	0.00	0.00	0.26	0.00	0.45	0.01	3.65	0.65	0.01	2.96	5.86
