Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.321s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	62.78	38.81	36.18	5.73	0.00	0.00	6.47	0.00	8.25	6.96	7.15
3.00	62.95	39.10	36.24	4.41	0.45	4.72	6.03	0.24	6.68	5.95	6.41
4.00	62.94	39.09	36.24	6.40	0.28	6.59	6.12	0.21	5.06	5.53	6.05
5.00	62.95	39.10	36.24	4.80	0.19	5.51	5.60	0.19	7.09	6.11	6.35
6.00	62.95	39.10	36.24	6.51	4.03	6.75	6.57	0.13	6.42	6.57	6.48
7.00	62.94	39.09	36.24	3.83	7.38	7.36	7.59	0.00	2.49	3.57	6.02
8.00	62.95	39.10	36.24	0.34	8.10	8.43	7.05	0.00	0.39	0.22	4.74
9.00	62.94	39.10	36.24	0.19	6.63	7.86	5.96	0.00	0.34	0.24	6.33
10.00	62.95	39.09	36.24	0.36	5.77	7.23	7.42	0.00	0.20	0.22	6.54
11.00	62.95	39.10	36.24	0.26	6.00	7.48	6.60	0.00	0.15	0.28	8.09
12.00	62.94	39.10	36.23	2.63	3.71	7.48	5.82	0.00	3.14	1.22	6.95
13.00	62.95	39.09	36.24	3.93	0.26	6.64	7.03	0.00	8.10	6.13	5.06
14.00	62.95	39.10	36.24	5.14	0.17	6.12	6.79	0.00	7.51	5.74	6.52
15.00	62.94	39.10	36.24	6.77	0.22	5.97	6.51	0.00	7.32	5.10	6.85
16.00	62.95	39.09	36.24	6.09	0.22	7.25	5.59	0.00	6.65	4.92	6.78
17.00	62.94	39.10	36.24	6.36	1.35	5.11	6.48	0.00	5.53	5.63	4.11
18.00	62.95	39.10	36.24	8.20	5.11	0.22	5.74	0.00	8.18	6.19	0.52
19.00	62.95	39.09	36.24	6.20	5.99	0.29	7.28	0.00	6.45	7.85	0.37
20.00	62.94	39.10	36.24	6.39	5.46	0.18	5.44	0.00	7.01	8.32	0.56
21.00	62.95	39.10	36.24	8.18	6.60	0.27	6.47	0.00	6.20	7.37	0.30
22.00	62.95	39.09	36.24	6.15	6.54	2.90	5.55	0.00	7.72	5.95	0.35
23.00	62.94	39.10	36.23	6.64	6.19	8.38	8.10	0.00	7.98	0.11	0.98
24.00	62.95	39.10	36.24	6.15	7.28	6.93	7.86	0.00	7.93	0.08	5.74
25.00	62.95	39.09	36.24	6.33	7.13	6.81	7.09	0.00	6.77	0.12	6.93
26.00	62.94	39.10	36.24	6.96	5.75	6.69	7.33	0.00	7.61	0.11	6.55
27.00	62.95	39.10	36.24	5.97	7.11	7.24	7.03	0.00	6.68	0.71	6.88
28.00	62.94	39.09	36.24	5.68	2.34	6.60	6.51	0.00	5.77	5.55	5.76
29.00	62.95	39.10	36.24	5.86	0.09	6.17	6.54	0.00	6.38	5.24	1.17
30.00	62.95	39.10	36.24	5.94	0.03	6.77	7.14	0.00	5.68	5.36	0.33
31.00	62.94	39.09	36.24	5.14	0.09	6.01	7.66	0.00	4.46	6.45	0.33
32.00	62.95	39.10	36.24	6.39	0.04	7.05	6.95	0.00	6.18	6.97	0.22
33.00	62.95	39.10	36.24	6.72	3.99	8.56	8.43	0.00	7.90	1.28	0.00
34.00	62.94	39.09	36.23	9.34	7.72	7.52	8.49	0.00	7.86	0.72	0.00
35.00	62.95	39.10	36.24	9.25	9.03	8.46	8.00	0.00	8.13	0.47	0.00
36.00	62.94	39.10	36.24	7.42	6.35	8.10	7.66	0.00	6.56	5.35	6.17
37.00	62.95	39.09	36.24	7.63	5.59	8.89	7.14	0.00	6.78	6.04	7.12
38.00	62.95	39.10	36.24	7.94	7.14	7.30	7.01	0.00	6.27	6.64	7.52
39.00	62.94	39.10	36.24	7.05	6.29	6.78	7.58	0.00	7.08	6.49	8.00
