Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.574s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	49.56	1.76	0.93	1.57	0.00	1.01	0.35	0.93	1.97	1.76	0.00	0.00	0.00	0.00	1.36	0.60	4.44
3.00	49.59	3.41	3.73	3.68	0.00	2.85	0.55	1.85	2.71	3.09	4.69	0.60	0.00	0.00	3.58	2.93	3.05
4.00	49.59	3.44	3.26	2.83	0.00	2.30	0.66	2.18	3.18	3.20	4.92	0.63	0.47	3.81	2.00	3.44	2.48
5.00	49.59	2.17	4.68	1.97	0.00	2.52	0.79	2.54	2.76	2.61	3.96	0.31	0.66	5.41	2.03	4.10	3.17
6.00	49.58	2.08	3.73	2.41	0.00	3.26	0.47	2.70	1.10	3.21	4.86	0.60	0.42	3.38	0.83	3.35	3.21
7.00	49.59	2.68	3.92	3.58	0.00	2.82	0.42	3.02	3.04	3.09	4.40	0.33	0.00	3.20	0.00	2.93	4.84
8.00	49.59	3.62	4.84	0.60	0.00	0.76	0.20	0.72	0.58	3.93	4.33	0.00	0.00	3.84	0.00	1.64	0.42
9.00	49.59	2.45	3.30	0.22	0.00	0.07	0.10	0.61	0.04	3.39	5.63	0.00	0.00	5.87	0.00	2.84	0.35
10.00	49.58	2.18	5.10	0.22	0.00	0.19	0.48	0.56	0.12	3.30	5.96	0.00	0.00	5.32	0.00	2.09	3.44
11.00	49.59	3.04	5.41	0.16	0.00	0.12	0.33	0.34	0.26	2.77	6.08	0.00	0.00	5.56	0.00	1.77	4.59
12.00	49.59	3.47	4.56	0.11	0.00	0.09	0.00	0.48	0.10	3.14	5.22	0.00	0.00	5.32	0.00	2.17	3.46
13.00	49.59	1.13	4.84	1.18	0.00	0.11	0.00	0.58	0.13	2.56	3.71	0.00	0.00	4.18	0.00	1.93	3.21
14.00	49.58	0.03	4.18	2.34	0.00	0.09	0.00	0.74	0.11	2.12	4.18	0.00	0.00	5.18	0.00	2.84	4.62
15.00	49.59	0.06	5.38	2.86	0.00	3.82	0.00	0.70	0.04	0.25	4.62	0.00	0.00	4.56	0.00	2.81	0.76
16.00	49.59	0.08	4.89	3.02	0.00	2.98	0.00	1.01	0.01	0.45	4.08	0.00	0.00	4.03	0.00	2.00	0.39
17.00	49.59	0.08	5.20	3.19	0.00	2.94	0.00	0.74	0.02	0.65	4.68	0.00	0.00	5.57	0.00	2.18	0.45
18.00	49.59	0.00	5.15	1.76	0.00	2.74	0.00	0.82	0.04	1.00	2.08	0.00	0.00	5.17	0.00	1.84	0.33
19.00	49.58	0.03	5.79	0.09	0.00	2.82	0.00	0.03	0.03	2.92	0.10	0.00	0.00	4.22	0.00	2.30	0.44
20.00	49.59	0.01	4.89	0.07	0.00	3.30	0.00	0.01	1.70	2.57	0.18	0.00	0.00	4.87	0.00	1.74	0.12
21.00	49.59	0.07	5.41	0.11	0.00	3.43	0.00	0.01	2.36	2.96	0.06	0.00	0.00	6.29	0.00	1.74	0.07
22.00	49.59	0.01	4.73	0.13	0.00	2.53	0.00	0.06	2.58	2.30	0.17	0.00	0.00	6.45	0.00	1.88	0.06
23.00	49.58	0.77	2.52	1.26	0.00	2.46	0.00	0.03	2.02	2.90	0.30	0.00	0.00	3.26	0.00	1.71	0.10
24.00	49.59	2.82	0.00	2.17	0.00	0.07	0.00	0.00	2.04	2.55	1.76	0.00	0.00	0.00	0.00	2.71	0.15
25.00	49.59	2.68	0.00	2.80	0.00	0.01	0.00	0.00	1.09	1.56	2.53	0.00	0.00	0.00	0.00	2.85	2.48
26.00	49.59	2.35	0.00	3.98	0.00	0.00	0.00	0.00	0.24	0.22	2.16	0.00	0.00	0.00	0.00	2.34	4.53
27.00	49.59	2.95	0.00	2.44	0.00	0.01	0.00	0.00	0.21	0.16	1.66	0.00	0.00	0.00	0.00	2.15	5.66
28.00	49.58	2.13	0.31	2.32	0.00	0.07	0.00	0.44	0.27	0.10	1.67	0.00	0.00	1.45	0.00	2.44	3.94
29.00	49.59	3.27	5.79	0.10	0.00	1.54	0.00	2.55	0.65	0.08	0.71	0.00	0.00	4.54	0.00	2.74	4.10
30.00	49.59	3.12	4.82	0.11	0.00	2.82	0.00	1.83	0.22	1.55	1.13	0.00	0.00	4.86	0.00	2.18	4.67
31.00	49.59	3.50	4.86	0.22	0.00	2.84	0.00	3.10	0.01	2.65	0.74	0.00	0.00	4.19	0.00	0.76	4.42
32.00	49.58	2.30	5.13	0.16	0.00	3.94	0.00	2.48	0.04	2.70	1.07	0.00	0.00	3.29	0.00	0.37	5.18
33.00	49.59	2.49	5.20	0.29	0.00	2.61	0.00	2.52	0.02	3.01	1.40	0.00	0.00	5.91	0.00	0.00	4.40
34.00	49.59	2.23	0.17	4.51	0.00	3.94	0.00	2.93	0.02	4.21	0.39	0.00	0.00	6.33	0.00	0.00	5.36
35.00	49.59	4.00	0.04	4.41	0.00	3.99	0.00	3.19	0.13	4.00	0.06	0.00	0.00	6.38	0.00	0.00	2.94
36.00	49.58	4.66	0.02	4.10	0.00	4.62	0.00	3.58	0.00	4.10	0.06	0.00	0.00	6.60	0.00	0.00	5.65
37.00	49.59	2.98	0.01	2.76	0.00	2.82	0.00	2.59	0.13	3.22	0.07	0.00	0.00	4.26	0.00	0.00	4.66
38.00	49.59	3.60	0.02	2.49	0.00	2.77	0.00	2.81	0.15	3.11	0.04	0.00	0.00	5.83	0.00	0.00	3.36
39.00	49.59	2.23	3.50	2.38	0.00	2.73	0.00	2.01	0.13	2.93	0.94	0.00	0.00	5.32	0.00	0.00	4.22
