Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.579s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	49.58	39.91	30.36	1.76	0.34	2.27	3.19	2.16	2.04	1.77	2.49	0.00	0.00	2.77	0.00	1.54	0.00
3.00	49.59	40.06	30.51	2.72	0.65	0.70	3.13	0.52	2.56	0.52	1.01	0.34	0.02	3.52	0.00	0.57	1.16
4.00	49.59	40.05	30.52	3.12	0.64	0.46	3.13	0.46	2.76	0.36	0.97	0.66	0.15	3.85	0.00	0.71	2.63
5.00	49.59	40.06	30.51	2.72	0.60	0.51	3.13	0.35	3.89	0.46	1.15	0.72	0.09	4.11	0.00	0.22	2.19
6.00	49.58	40.05	30.51	4.76	0.65	0.79	3.39	0.61	2.79	0.99	0.94	0.45	1.88	3.93	0.00	0.66	3.90
7.00	49.59	40.06	30.52	5.60	1.34	1.43	1.24	0.45	1.13	0.21	1.63	0.04	3.01	1.27	0.00	0.26	3.58
8.00	49.59	40.06	30.51	5.28	0.85	0.92	0.00	1.19	0.00	2.32	5.83	0.79	0.11	0.01	0.00	1.89	0.97
9.00	49.59	40.05	30.52	6.12	0.12	0.22	0.01	0.21	0.00	2.58	4.93	0.82	0.08	0.09	0.00	1.76	0.80
10.00	49.58	40.06	30.51	6.13	0.17	0.12	0.08	0.17	0.00	3.04	4.87	1.12	0.07	0.08	0.00	2.48	0.52
11.00	49.59	40.05	30.51	5.69	0.13	0.30	0.03	0.17	0.01	3.46	5.57	0.83	0.07	0.03	0.00	2.23	0.51
