Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.851s)
CreateVariables () DONE !!!
Creating 19 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18
2.00	43.80	37.05	0.00	0.00	3.90	3.22	4.40	1.65	3.44	1.28	0.00	1.24	0.00	1.73	0.00	1.33	0.00	0.00	2.12
3.00	43.87	37.20	5.50	0.70	3.12	3.53	5.10	3.08	4.41	1.74	0.00	0.16	0.00	0.80	0.00	2.18	0.00	1.72	2.36
4.00	43.87	37.20	6.50	1.26	2.43	2.43	5.05	3.50	4.41	1.26	0.00	0.18	0.00	0.56	0.00	1.56	0.00	2.41	3.13
5.00	43.88	37.20	5.94	1.12	3.10	2.29	6.26	2.36	3.52	0.82	0.00	0.24	0.01	0.51	1.89	1.68	2.23	1.71	2.44
6.00	43.87	37.20	3.74	0.79	3.73	1.67	6.49	2.72	4.09	1.66	0.00	0.00	0.06	0.47	1.94	1.07	2.25	3.31	2.68
7.00	43.87	37.18	4.93	0.54	1.94	1.75	5.81	2.21	4.72	0.83	0.00	0.00	0.04	0.63	2.32	1.79	1.86	2.06	1.95
8.00	43.87	37.20	4.37	0.98	1.74	1.80	4.49	2.15	4.25	1.10	0.00	0.00	0.00	0.49	1.20	2.57	1.25	2.13	1.03
9.00	43.88	37.20	1.84	1.09	3.92	2.67	2.53	1.34	1.71	1.45	0.00	0.00	0.00	2.62	0.06	2.04	0.02	0.03	3.02
10.00	43.87	37.20	2.04	0.00	3.19	2.09	0.00	2.29	0.00	0.97	0.00	0.00	0.00	2.63	0.00	1.30	1.91	0.01	2.65
11.00	43.87	37.20	7.94	0.00	4.65	0.00	7.22	2.80	0.00	1.68	0.00	0.00	0.00	3.50	0.00	0.00	3.41	0.04	1.74
12.00	43.87	37.20	7.85	0.00	4.74	0.00	7.67	3.26	0.00	0.35	0.00	0.00	0.04	4.98	0.00	0.00	3.94	0.18	0.19
13.00	43.88	37.18	7.38	0.00	5.87	0.00	7.96	1.97	0.00	1.90	0.00	0.00	0.04	3.49	0.02	0.00	1.63	0.08	0.13
14.00	43.87	37.20	6.90	0.00	3.90	0.00	7.10	0.60	0.00	3.18	0.00	0.00	0.07	2.52	0.02	0.00	0.20	0.03	0.17
15.00	43.87	37.20	7.68	0.00	3.69	0.00	8.14	0.38	0.00	2.49	0.00	0.00	0.10	2.09	0.10	0.00	0.42	0.03	0.18
16.00	43.87	37.20	5.51	0.00	4.31	0.00	5.02	1.01	0.00	1.38	0.00	0.00	0.00	1.98	0.08	0.00	0.28	0.00	0.18
17.00	43.88	37.20	6.88	0.00	2.71	0.00	6.45	2.83	0.00	0.47	0.00	0.00	0.00	2.47	0.03	0.00	0.43	0.06	0.17
18.00	43.87	37.20	5.71	0.00	0.16	0.00	7.10	2.67	0.00	3.01	0.00	0.00	0.00	0.00	2.64	0.00	2.83	0.61	2.90
19.00	43.87	37.18	7.50	0.00	0.15	0.00	7.50	3.43	0.00	2.37	0.00	0.00	0.00	0.00	2.86	0.00	2.52	0.36	3.23
20.00	43.88	37.20	6.59	0.00	0.17	0.00	6.76	2.49	0.00	2.68	0.00	0.00	0.00	0.01	2.41	0.00	2.10	0.48	3.25
21.00	43.87	37.20	6.75	0.00	0.16	0.00	4.57	3.19	0.00	1.71	0.02	0.00	0.00	0.00	3.08	0.00	1.50	0.79	3.27
22.00	43.87	37.20	7.20	0.00	1.47	0.00	7.67	2.57	0.00	3.29	0.55	0.00	0.00	1.07	3.02	0.00	2.94	2.04	2.67
23.00	43.87	37.20	6.76	0.00	5.08	0.00	7.31	1.55	0.00	3.28	0.71	0.00	0.00	3.57	2.96	0.00	2.84	1.70	2.85
24.00	43.88	37.20	7.18	0.00	3.78	0.00	6.87	1.38	0.00	2.80	0.45	0.00	0.00	3.34	2.92	0.00	2.57	1.88	3.11
25.00	43.87	37.18	7.30	0.00	3.91	0.00	5.81	2.93	0.00	2.19	0.00	0.00	0.00	2.95	3.95	0.00	2.45	2.63	2.89
26.00	43.87	37.20	6.45	0.00	3.52	0.00	7.69	2.35	0.00	2.91	0.00	0.00	0.00	3.90	2.10	0.00	2.23	2.89	2.43
27.00	43.87	37.20	6.50	0.00	3.58	0.00	6.48	2.66	0.00	2.27	0.00	0.00	0.00	2.19	3.14	0.00	2.54	0.34	2.53
28.00	43.88	37.20	6.22	0.00	0.10	0.00	7.59	2.89	0.00	2.31	0.00	0.00	0.00	0.17	3.55	0.00	1.61	0.31	0.08
29.00	43.87	37.20	7.27	0.00	0.40	0.00	7.67	2.76	0.00	2.89	0.00	0.00	0.00	0.48	2.74	0.00	2.90	2.29	0.42
30.00	43.87	37.18	8.40	0.00	0.00	0.00	7.72	3.71	0.00	3.69	0.00	0.00	0.15	0.00	4.67	0.37	3.00	3.22	0.00
31.00	43.87	37.20	8.29	0.00	0.72	0.00	7.25	4.29	0.00	3.37	0.00	0.00	0.09	0.00	3.40	0.73	2.27	2.92	0.00
32.00	43.88	37.20	7.33	0.00	4.17	0.00	5.67	3.93	0.00	2.68	0.00	0.00	0.16	0.95	2.57	0.34	2.75	1.58	2.52
33.00	43.87	37.20	7.72	0.00	5.03	0.00	7.70	1.75	0.00	2.44	0.00	0.00	0.02	0.12	2.95	0.00	1.54	3.17	2.90
34.00	43.87	37.20	7.72	0.00	4.76	0.00	6.84	2.63	0.00	2.58	0.00	0.00	0.00	0.35	1.54	0.00	0.94	1.97	2.91
35.00	43.87	37.20	6.47	0.00	5.18	0.00	6.31	1.98	0.00	2.30	0.00	0.00	0.00	2.96	2.07	0.04	0.33	1.62	1.67
36.00	43.88	37.18	5.23	1.22	1.31	0.00	5.22	2.50	0.93	2.06	0.00	0.00	0.01	1.43	1.76	0.02	0.69	1.22	0.85
37.00	43.87	37.20	6.00	1.27	0.01	0.00	5.17	1.46	1.46	1.89	0.00	0.00	0.16	3.01	2.79	0.16	1.46	0.20	0.00
38.00	43.87	37.20	4.49	0.54	0.11	0.00	0.03	0.45	4.71	0.27	0.00	0.00	0.01	0.01	1.68	0.00	0.04	0.00	0.00
39.00	43.88	37.20	4.69	1.30	0.04	0.00	0.01	0.00	4.91	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.00	0.00	0.00
