Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.903s)
CreateVariables () DONE !!!
Creating 21 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	34.07	35.25	3.04	5.21	2.76	3.46	0.00	0.00	1.79	2.38	0.00	0.60	0.00	0.00	0.00	0.00	0.00	0.53	0.69	2.25	0.00
3.00	34.33	35.29	2.48	4.94	3.59	3.03	2.81	0.39	2.86	1.76	0.00	0.28	2.32	0.00	0.28	2.12	0.00	1.59	1.64	1.64	2.17
4.00	34.33	35.29	3.75	5.47	4.19	2.86	1.42	0.16	2.17	2.85	0.00	0.42	1.27	0.00	0.12	0.97	0.00	0.86	1.80	1.83	0.61
5.00	34.33	35.29	2.40	4.75	2.89	2.77	0.24	0.00	2.79	2.53	0.00	0.34	0.04	0.00	0.00	0.13	0.00	0.00	1.55	2.72	0.11
6.00	34.33	35.29	2.74	4.20	3.64	2.68	0.20	0.01	2.57	2.04	0.00	0.53	0.08	0.20	0.00	0.03	0.00	0.06	1.59	1.81	0.11
7.00	34.33	35.29	1.66	3.41	2.70	3.17	1.43	0.00	2.39	1.81	0.00	0.82	0.39	0.04	0.00	0.10	0.17	0.73	1.94	1.18	0.62
8.00	34.33	35.29	1.25	4.95	3.05	3.72	2.89	0.00	0.07	1.72	0.00	0.16	1.45	0.08	0.00	1.83	2.00	2.25	0.70	0.11	1.90
9.00	34.33	35.29	3.66	5.02	3.72	3.56	1.75	0.00	0.12	2.09	0.00	0.16	1.73	0.19	0.01	1.40	2.18	0.95	0.30	0.37	1.35
10.00	34.33	35.29	3.94	2.76	2.54	2.63	0.00	0.00	0.18	2.89	0.00	0.69	0.02	0.90	0.01	0.03	2.02	0.00	0.54	2.71	0.03
11.00	34.33	35.29	3.37	7.15	2.32	2.72	0.00	0.00	0.18	3.20	0.00	3.29	0.11	2.04	0.13	0.26	3.21	0.00	0.37	0.56	0.07
