Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.863s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	57.90	46.52	0.00	6.14	3.46	0.00	1.39	1.72	1.80	1.71	1.80	0.00	0.83	0.00	1.24	1.07	0.00
3.00	58.19	46.73	0.00	8.85	2.94	2.73	0.58	0.35	3.98	0.26	0.43	0.09	0.58	1.38	0.22	0.30	0.00
4.00	58.17	46.74	0.00	6.38	4.19	3.57	0.37	0.42	3.69	0.31	0.45	0.15	0.65	2.90	0.33	0.37	0.00
5.00	58.17	46.73	0.00	7.47	4.18	3.31	0.38	0.36	3.53	0.29	0.44	0.08	0.39	3.03	0.31	0.33	0.00
6.00	58.17	46.73	0.00	7.47	4.37	2.40	0.70	0.30	3.44	0.44	0.42	0.15	0.35	2.86	0.27	0.22	0.00
7.00	58.17	46.73	0.00	6.22	3.50	3.11	0.63	0.43	3.04	0.46	0.46	0.00	0.38	3.31	0.28	0.25	0.00
8.00	58.17	46.73	0.00	7.84	3.32	2.29	3.29	0.17	3.78	1.58	0.24	0.00	2.66	2.31	1.34	0.52	0.00
9.00	58.17	46.73	0.00	7.40	3.57	2.27	2.66	0.07	2.93	2.52	0.00	0.00	3.36	3.66	1.15	0.34	0.00
10.00	58.17	46.73	0.00	6.44	2.85	2.66	3.25	0.16	2.55	2.71	0.00	0.03	2.93	3.01	0.25	0.01	0.00
11.00	58.17	46.73	0.00	7.03	2.90	2.83	1.63	0.81	2.29	2.89	1.12	0.51	2.56	1.71	0.52	0.44	0.00
12.00	58.17	46.73	0.00	7.76	2.35	2.93	3.26	0.00	0.30	3.41	2.77	1.77	2.36	0.35	3.25	1.08	0.00
13.00	58.17	46.73	0.00	7.12	2.64	3.16	2.96	0.00	0.25	2.34	3.81	2.27	3.60	0.30	2.59	1.31	0.00
14.00	58.17	46.73	0.00	6.73	3.59	2.71	3.40	0.00	0.28	2.70	3.89	0.69	3.08	1.04	3.02	2.36	0.00
15.00	58.17	46.73	0.00	7.75	2.79	3.69	3.37	2.26	0.35	1.00	4.48	0.67	3.63	3.21	2.80	1.65	0.00
16.00	58.17	46.73	5.36	4.39	2.17	1.58	1.53	2.28	1.93	0.07	1.13	0.09	2.79	1.28	1.58	1.35	0.00
17.00	58.17	46.73	5.19	7.73	2.94	0.00	0.00	0.00	3.94	0.00	0.00	0.02	2.38	0.07	0.28	0.10	0.00
18.00	58.17	46.73	7.39	7.11	3.74	0.00	0.00	0.01	4.09	0.01	0.00	0.01	3.40	0.21	0.36	0.21	0.00
19.00	58.17	46.73	6.78	4.86	4.21	0.00	0.00	0.00	3.14	0.01	0.00	0.03	2.77	1.64	0.67	0.37	0.00
20.00	58.17	46.73	2.01	7.65	1.21	0.00	0.00	0.00	0.80	0.00	0.00	0.00	0.00	0.13	0.17	0.34	0.00
21.00	58.17	46.73	1.72	5.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
22.00	58.17	46.73	1.48	7.45	0.18	0.80	0.00	0.04	0.15	0.09	0.00	0.02	0.08	0.00	0.00	0.07	0.00
23.00	58.17	46.73	6.21	5.95	0.93	2.50	0.00	1.62	2.06	0.00	1.75	0.00	1.16	1.67	0.00	1.85	0.00
24.00	58.17	46.73	7.31	3.95	2.85	3.18	0.00	0.00	3.36	1.47	1.49	0.00	3.03	2.77	0.00	1.00	0.00
25.00	58.17	46.73	3.71	0.26	0.33	0.00	0.00	0.00	0.39	0.00	0.00	0.00	0.00	0.46	0.00	0.53	0.00
26.00	58.17	46.73	3.80	7.56	3.89	3.99	0.00	0.00	3.22	3.08	0.04	0.00	4.51	3.00	0.00	1.91	0.00
27.00	58.17	46.73	2.70	6.21	2.91	2.90	0.20	0.00	2.41	3.25	0.16	0.00	3.19	3.66	0.00	1.13	0.00
28.00	58.17	46.73	4.53	1.66	0.44	3.32	3.00	0.00	0.53	0.64	4.11	0.09	1.17	3.25	0.00	1.83	0.00
29.00	58.17	46.73	3.89	8.15	2.76	2.82	3.43	0.00	3.21	3.59	3.17	2.44	3.55	2.72	0.00	1.13	0.00
30.00	58.17	46.73	0.00	8.67	3.37	3.99	4.13	0.00	4.27	3.93	3.46	2.03	5.21	3.92	0.00	1.04	0.00
31.00	58.17	46.73	0.00	8.88	3.59	2.92	3.76	0.00	4.32	4.08	3.55	1.99	4.99	3.92	0.00	0.98	0.00
32.00	58.17	46.73	0.00	8.46	2.83	3.99	3.28	0.00	4.23	3.05	3.35	2.07	4.35	3.27	1.94	1.57	0.00
33.00	58.17	46.73	0.00	6.94	1.55	1.37	1.30	0.00	2.26	1.26	1.13	0.01	2.10	2.00	1.76	0.91	0.00
34.00	58.19	46.73	6.58	4.98	0.10	0.01	0.01	0.00	0.35	0.60	0.51	0.00	0.11	2.61	2.22	1.19	0.00
35.00	58.17	46.73	8.45	3.44	2.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.06	0.00	0.01	0.00
36.00	58.17	46.73	8.41	4.04	5.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.12	0.00	1.06	0.00
37.00	58.17	46.73	8.28	3.66	4.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.05	0.02	1.03	0.00
38.00	58.17	46.73	8.22	1.63	1.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.83	0.98	0.46	0.37	0.00
39.00	58.17	46.73	3.84	5.94	2.19	0.53	1.24	0.00	0.48	0.00	0.67	0.00	1.85	0.93	3.71	0.36	0.00
