Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.869s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	49.50	39.74	1.88	0.00	0.00	2.29	1.58	0.00	0.00	0.00	5.91	2.92	2.43	1.00	0.00	0.00	2.64
3.00	49.59	40.06	5.11	0.00	0.00	3.64	2.37	0.00	0.00	0.94	5.97	4.50	4.31	4.26	0.76	0.00	2.49
4.00	49.59	40.05	5.47	0.00	5.45	3.57	2.70	0.02	0.17	3.03	5.54	2.99	3.46	4.14	1.93	0.13	3.08
5.00	49.59	40.06	6.17	0.00	6.12	1.44	1.11	0.29	0.04	2.55	4.41	1.64	3.12	2.11	1.44	0.07	1.50
6.00	49.58	40.05	6.19	0.00	4.99	0.46	0.48	0.15	0.01	3.16	4.44	0.54	4.39	3.26	0.27	0.00	0.34
7.00	49.59	40.06	5.86	1.94	4.86	0.52	0.53	0.17	0.00	3.26	3.90	0.42	3.53	2.81	0.46	0.08	0.30
8.00	49.59	40.06	5.24	2.36	6.09	2.16	0.24	1.20	0.00	0.93	0.00	2.25	3.53	1.12	0.57	0.00	1.26
9.00	49.59	40.05	7.25	0.98	5.78	2.81	3.78	0.01	0.29	0.00	0.00	2.70	3.69	0.00	0.04	0.00	0.00
10.00	49.58	40.06	7.55	3.37	6.79	3.05	2.83	0.00	0.16	0.00	0.00	4.40	3.41	0.00	0.18	0.00	0.00
11.00	49.59	40.05	6.11	3.03	6.86	4.18	2.91	0.01	0.16	0.00	3.27	4.11	3.13	0.00	0.09	0.00	0.00
12.00	49.59	40.06	6.77	3.25	6.30	3.52	2.92	0.02	0.27	0.00	5.75	3.48	3.30	0.00	2.52	0.00	0.00
13.00	49.59	40.06	7.22	2.86	7.25	3.34	1.79	0.01	0.12	0.00	5.12	4.40	2.62	0.00	3.41	0.00	0.00
14.00	49.58	40.05	5.51	2.62	5.69	3.32	0.85	0.00	0.07	0.00	1.82	0.90	2.03	0.00	2.23	0.00	0.00
15.00	49.59	40.06	6.73	4.22	6.70	3.04	0.46	0.00	0.10	0.00	2.37	0.81	2.21	0.00	3.00	0.00	0.00
16.00	49.59	40.05	4.47	3.04	6.09	2.81	0.76	3.26	0.11	0.00	4.10	0.00	2.00	0.00	2.85	0.00	0.00
17.00	49.59	40.06	0.04	2.86	5.05	3.75	0.06	4.04	0.00	0.00	0.02	0.00	0.07	0.00	3.60	0.00	0.00
18.00	49.59	40.05	0.11	0.21	6.40	3.81	0.06	3.19	0.00	0.00	0.08	0.00	0.10	0.00	3.34	0.00	0.00
19.00	49.58	40.06	2.53	3.10	6.32	4.48	1.47	1.88	0.00	0.00	5.66	2.59	1.31	0.00	3.43	0.00	0.00
20.00	49.59	40.06	1.83	2.80	6.12	4.18	2.10	3.32	0.00	0.00	6.57	4.57	0.04	0.00	2.83	0.00	0.00
21.00	49.59	40.05	0.86	1.24	3.75	0.98	0.43	3.02	0.00	0.00	5.33	1.82	0.27	0.00	2.76	0.00	0.00
22.00	49.59	40.06	2.09	1.29	6.33	0.84	0.72	4.04	0.00	0.00	6.68	1.40	2.28	0.00	0.00	0.00	0.00
23.00	49.58	40.05	3.83	0.82	6.87	3.18	0.83	4.21	0.00	0.00	3.46	6.59	4.85	0.00	0.00	0.00	0.00
24.00	49.59	40.06	7.30	0.19	5.57	3.80	2.46	3.29	0.00	0.00	6.06	5.10	4.32	0.00	0.00	0.00	0.00
25.00	49.59	40.06	6.05	1.63	6.52	4.91	4.10	3.05	0.00	0.00	6.36	2.72	3.08	0.00	0.00	0.00	0.00
26.00	49.59	40.05	6.22	0.09	5.71	1.04	2.64	0.08	0.00	0.00	4.75	2.48	3.93	0.00	0.00	0.00	0.00
27.00	49.59	40.06	6.26	1.70	3.87	2.79	1.44	2.73	0.00	0.00	0.65	4.67	3.77	0.92	0.28	0.00	0.00
28.00	49.58	40.05	2.68	1.99	6.78	5.02	1.54	2.49	0.00	0.00	0.00	4.60	4.05	4.22	4.32	0.00	0.00
29.00	49.59	40.06	7.96	1.95	6.99	4.28	4.01	3.74	0.00	0.00	0.00	4.30	3.12	4.91	3.52	0.00	0.00
30.00	49.59	40.06	7.03	0.77	7.60	4.73	4.47	3.49	0.00	0.07	0.00	4.19	3.10	3.63	4.80	0.00	0.00
31.00	49.59	40.05	7.14	0.00	7.39	3.66	2.28	3.94	0.00	0.02	0.29	4.42	4.29	4.67	4.10	0.00	0.00
32.00	49.58	40.06	5.72	0.00	6.50	3.25	2.71	3.55	0.00	0.03	6.29	4.11	4.07	2.48	1.67	0.00	0.00
33.00	49.59	40.05	4.57	0.42	6.04	3.69	3.04	3.30	0.00	0.99	5.15	3.27	2.99	0.33	0.02	0.00	0.00
34.00	49.59	40.06	1.27	2.07	6.63	3.54	2.29	2.44	0.00	2.01	0.94	1.34	2.23	0.31	0.11	0.00	0.00
35.00	49.59	40.05	0.45	4.55	4.90	3.01	2.72	2.73	0.00	0.01	0.00	3.56	3.78	0.02	0.00	0.00	0.00
36.00	49.58	40.06	0.26	3.80	5.17	4.30	3.11	2.47	0.00	0.00	0.01	3.67	3.08	0.00	0.00	0.00	0.00
