Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.809s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 30.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	57.13	37.85	0.00	3.90	0.24	5.49	0.00	2.68	0.00	0.00	4.44	0.00	2.48	0.00	0.00	2.31	0.00
3.00	57.22	38.15	4.54	4.18	0.26	6.24	0.00	2.59	0.00	0.42	2.01	0.00	3.29	0.00	0.00	2.25	0.00
4.00	57.22	38.15	4.33	3.17	0.11	6.20	0.00	4.28	0.36	0.83	3.08	0.00	2.59	0.00	0.00	2.29	1.08
5.00	57.22	38.14	4.49	3.59	3.58	6.00	0.00	3.10	0.69	0.76	2.30	0.00	3.52	0.00	0.00	1.88	1.95
6.00	57.22	38.15	4.10	4.50	4.76	6.59	0.00	2.43	0.66	0.85	3.39	2.35	2.83	0.00	0.00	2.00	2.47
7.00	57.22	38.15	4.25	4.18	2.90	5.35	0.00	2.27	0.51	0.00	3.44	3.18	3.96	0.00	0.00	1.33	1.50
8.00	57.22	38.15	4.99	3.47	3.62	5.44	0.00	3.32	0.04	0.56	3.37	2.90	2.81	0.00	0.00	1.74	2.25
9.00	57.22	38.14	3.68	2.74	4.16	6.77	0.00	0.67	0.00	0.63	3.21	3.39	3.39	0.00	0.00	2.73	0.95
10.00	57.23	38.15	4.22	3.69	4.73	5.66	0.00	0.00	0.06	1.76	3.28	2.89	0.54	0.00	0.00	2.56	0.45
11.00	57.22	38.15	3.37	4.42	4.75	5.12	0.00	0.00	0.02	3.76	3.41	3.98	0.00	0.00	0.00	3.09	0.26
12.00	57.22	38.15	4.38	3.90	4.02	5.01	0.00	0.00	0.04	3.69	2.28	1.84	0.09	0.00	0.00	3.04	0.20
13.00	57.22	38.14	4.63	4.31	4.01	4.89	0.00	3.47	0.20	0.86	3.03	0.02	0.22	0.00	0.00	1.79	2.20
14.00	57.22	38.15	4.99	3.28	2.89	6.24	0.00	3.69	0.00	0.64	3.03	0.01	0.03	0.00	0.00	2.81	1.64
15.00	57.22	38.15	0.85	0.81	1.15	6.49	0.00	2.93	0.00	0.51	1.13	2.03	0.06	0.00	0.00	1.66	3.02
16.00	57.22	38.15	1.25	0.00	0.15	5.19	0.00	3.11	0.00	0.94	0.00	3.18	0.01	0.00	0.00	2.49	3.14
17.00	57.22	38.14	0.95	0.02	0.09	5.97	0.00	3.04	0.00	0.63	0.01	2.92	0.07	0.00	0.00	2.76	2.47
18.00	57.23	38.15	4.47	2.40	0.39	6.44	0.00	0.17	0.00	3.26	0.01	3.13	0.10	0.00	0.00	3.00	3.27
19.00	57.22	38.15	4.73	4.14	0.15	6.69	0.00	0.16	0.00	2.90	0.01	3.65	0.10	0.00	0.00	2.71	3.29
20.00	57.22	38.15	2.75	4.13	1.45	6.09	0.00	0.22	0.00	3.67	0.00	3.25	0.16	0.00	0.00	3.72	2.85
21.00	57.22	38.14	4.62	3.75	5.00	5.77	0.00	0.21	0.00	3.35	0.21	3.67	0.10	0.00	0.00	3.82	2.73
22.00	57.22	38.15	5.33	3.02	2.67	3.29	0.00	1.66	0.00	1.97	3.36	4.72	0.01	0.00	0.00	2.54	2.39
23.00	57.22	38.15	1.99	1.66	1.63	1.37	0.00	3.65	0.00	1.42	2.01	3.81	0.00	0.00	0.00	2.04	1.52
24.00	57.22	38.14	1.89	0.09	1.91	0.80	0.00	3.26	0.00	1.57	2.27	4.09	0.00	0.00	0.00	1.71	1.36
25.00	57.22	38.15	0.82	0.04	1.21	1.94	0.00	3.55	0.00	1.67	1.25	0.24	0.00	0.00	0.00	0.67	1.35
26.00	57.23	38.15	3.82	0.45	1.65	1.21	0.00	3.49	0.00	1.84	0.00	0.00	0.00	0.00	0.00	0.00	1.46
27.00	57.22	38.15	2.37	1.55	3.72	0.00	0.00	1.47	0.00	0.09	0.00	0.00	0.06	0.00	0.00	0.21	1.56
28.00	57.22	38.14	4.62	0.12	4.85	0.00	0.00	2.06	0.00	0.57	0.00	0.00	0.40	0.00	0.00	1.50	0.76
29.00	57.22	38.15	4.18	2.66	3.62	0.00	0.00	3.30	0.00	0.82	0.00	0.00	0.07	0.00	0.00	2.50	0.17
