Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.345s)
CreateVariables () DONE !!!
Creating 21 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	66.71	53.32	42.86	4.86	2.38	0.00	3.76	1.31	0.00	0.00	0.62	0.54	0.00	0.00	0.00	2.40	0.00	4.03	0.00	1.55	0.45
3.00	66.75	53.40	42.91	2.65	3.87	2.03	2.40	1.08	1.45	0.07	1.79	1.34	0.00	0.29	0.00	1.82	0.00	2.16	1.76	1.83	2.12
4.00	66.75	53.41	42.92	1.36	2.43	5.15	1.44	0.24	0.88	0.12	0.79	1.24	0.00	1.43	0.00	0.85	0.00	1.47	1.68	1.31	0.28
5.00	66.77	53.40	42.91	0.00	1.39	4.54	1.95	0.37	0.02	0.00	0.07	0.02	0.00	1.79	0.35	0.03	0.00	0.03	1.22	0.08	0.01
6.00	66.75	53.41	42.91	0.15	3.07	4.37	2.09	0.38	0.08	0.00	0.16	0.18	0.00	1.74	0.03	0.09	0.00	0.16	0.29	0.10	0.00
7.00	66.75	53.40	42.92	0.12	2.85	5.39	2.64	0.47	0.16	0.07	0.11	0.09	0.00	2.56	0.10	0.13	0.00	0.12	0.00	0.10	0.00
8.00	66.77	53.41	42.91	0.15	3.36	4.01	2.10	0.21	0.10	1.65	0.15	0.15	0.01	1.54	0.60	0.09	0.00	0.16	0.21	0.22	0.01
9.00	66.75	53.40	42.91	0.98	3.01	5.82	1.73	2.38	0.07	2.16	0.15	0.28	0.00	1.82	1.90	0.48	0.00	0.18	0.92	1.64	0.00
10.00	66.75	53.41	42.92	2.84	3.57	3.99	3.36	3.20	1.12	1.85	1.01	2.13	0.20	2.25	1.66	2.45	0.00	1.34	0.19	2.44	1.97
11.00	66.77	53.40	42.91	4.81	4.36	4.68	3.65	2.17	1.74	2.43	2.35	2.47	0.31	1.97	0.29	2.21	0.00	2.31	0.07	1.97	3.09
