Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.223s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	62.45	0.00	0.00	6.97	7.30	0.00	0.00	0.00	7.94	5.88	0.00
3.00	62.95	5.05	0.00	5.91	5.03	0.15	0.20	0.02	4.94	4.07	0.18
4.00	62.94	4.51	6.23	5.28	4.84	0.04	0.01	0.03	4.35	4.05	0.08
5.00	62.95	4.46	9.05	5.08	3.78	0.03	0.04	0.01	4.83	5.06	0.01
6.00	62.95	5.92	11.53	6.97	8.43	0.00	0.04	0.00	5.72	5.63	0.02
7.00	62.94	4.31	9.52	5.27	6.57	0.00	0.01	0.00	6.36	4.40	0.01
8.00	62.95	4.23	4.03	3.21	4.67	0.00	0.02	0.00	3.01	2.96	0.06
9.00	62.94	5.12	3.04	1.31	6.38	0.02	0.04	0.06	1.47	0.00	0.03
10.00	62.95	3.02	7.60	4.50	3.68	0.01	0.00	0.02	5.76	0.01	0.02
11.00	62.95	3.91	7.64	3.66	4.75	0.00	0.03	0.04	4.62	0.02	0.04
12.00	62.94	3.18	7.21	4.33	4.62	0.00	0.01	0.01	3.52	0.21	0.02
13.00	62.95	0.07	7.20	3.71	0.00	0.00	0.00	0.00	0.03	3.17	0.01
14.00	62.95	0.11	6.56	3.63	0.00	0.00	0.00	0.00	0.00	4.17	0.00
15.00	62.94	1.79	6.01	2.67	0.00	0.00	0.00	0.02	0.00	1.86	0.00
16.00	62.95	1.15	7.38	4.48	0.00	0.00	0.00	0.00	0.00	3.00	0.00
17.00	62.94	0.12	7.55	4.78	0.00	0.00	0.00	0.00	0.00	3.02	0.00
18.00	62.95	0.09	0.38	4.81	4.54	0.00	0.01	0.00	4.54	4.62	0.01
19.00	62.95	0.10	0.10	5.92	4.23	0.00	0.00	0.00	4.39	4.60	0.00
20.00	62.94	0.19	0.12	5.39	4.82	0.00	0.00	0.00	5.81	4.47	0.00
21.00	62.95	0.15	0.20	5.49	4.62	0.00	0.00	0.00	4.40	4.62	0.00
22.00	62.95	0.16	0.10	4.21	5.55	0.00	0.00	0.00	3.81	5.03	0.00
23.00	62.94	0.04	5.51	5.15	1.62	0.00	0.00	0.00	3.68	2.52	0.00
24.00	62.95	0.16	6.79	5.00	0.01	0.00	0.00	0.00	0.07	3.40	0.00
25.00	62.95	0.18	9.20	3.54	0.00	0.00	0.00	0.00	0.08	3.14	0.00
26.00	62.94	0.19	8.06	3.67	0.01	0.00	0.00	0.00	0.09	4.14	0.00
27.00	62.95	0.06	8.58	5.09	0.00	0.00	0.00	0.00	0.04	3.91	0.00
28.00	62.94	1.62	8.15	5.17	0.57	0.02	0.00	0.03	0.38	3.35	0.00
29.00	62.95	4.20	7.97	4.11	0.48	0.06	0.00	0.04	0.13	4.56	0.00
30.00	62.95	3.84	8.14	5.19	0.55	0.01	0.00	0.03	0.13	4.00	0.00
31.00	62.94	3.40	8.11	4.02	0.51	0.03	0.00	0.02	0.19	4.82	0.00
32.00	62.95	4.74	8.20	3.49	0.57	0.04	0.00	0.03	0.11	4.45	0.00
33.00	62.95	2.84	6.81	4.99	0.44	0.01	0.00	0.01	0.15	4.44	0.00
34.00	62.94	3.48	7.90	4.63	1.36	0.02	0.00	0.01	4.39	0.18	0.00
35.00	62.95	4.25	7.34	4.12	0.46	0.01	0.02	0.08	5.92	0.07	0.03
36.00	62.94	3.00	8.20	5.68	0.42	0.01	0.00	0.01	4.94	0.02	0.01
37.00	62.95	3.76	7.29	4.32	0.44	0.06	0.06	0.04	4.89	0.04	0.02
38.00	62.95	3.25	8.03	4.51	0.61	0.01	0.03	0.02	5.71	0.13	0.00
39.00	62.94	3.03	8.58	4.83	5.75	0.01	0.01	0.00	5.00	0.09	0.00
