Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.408s)
CreateVariables () DONE !!!
Creating 13 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12
2.00	74.11	52.30	6.47	7.29	0.00	0.00	1.73	1.64	3.43	4.09	0.00	3.40	2.98
3.00	74.39	52.46	7.40	6.60	0.00	0.00	3.93	3.30	0.16	0.34	3.86	4.22	4.91
4.00	74.38	52.45	5.93	7.37	2.61	0.22	4.01	3.58	0.15	0.21	4.17	2.34	3.62
5.00	74.39	52.46	6.20	5.02	3.90	0.12	4.29	3.69	0.08	0.25	3.52	4.26	3.95
6.00	74.39	52.45	6.93	5.58	2.49	0.09	3.78	3.48	0.21	0.12	3.18	4.50	4.32
7.00	74.38	52.46	6.38	5.45	4.28	0.21	2.09	3.62	0.91	2.74	4.23	2.96	3.63
8.00	74.39	52.45	6.97	6.33	3.53	0.00	0.72	3.93	3.87	4.41	1.47	4.36	2.58
9.00	74.39	52.46	6.85	6.18	3.47	0.00	1.15	3.69	3.28	4.50	0.61	3.31	1.84
10.00	74.38	52.45	5.86	7.02	3.73	0.00	1.25	3.64	2.83	4.80	0.86	2.64	2.43
11.00	74.39	52.46	6.26	6.12	4.37	0.00	1.26	2.90	3.65	3.49	0.88	4.20	2.04
12.00	74.39	52.45	6.11	5.53	2.50	0.00	2.15	2.81	3.00	3.92	0.48	3.36	2.11
13.00	74.38	52.46	5.77	5.73	0.46	0.00	3.67	0.09	3.93	3.85	0.86	3.63	2.57
14.00	74.39	52.45	6.01	6.48	0.18	0.00	3.16	0.08	5.56	3.26	0.34	3.89	3.98
15.00	74.39	52.46	5.68	7.30	0.53	0.00	2.96	0.15	4.67	3.71	0.37	2.70	2.94
16.00	74.38	52.45	7.27	6.05	0.28	0.00	2.37	0.04	4.02	4.27	0.57	2.95	3.84
17.00	74.39	52.46	3.73	6.55	1.39	0.03	2.82	0.10	0.74	3.92	0.43	3.39	2.76
18.00	74.39	52.45	1.01	7.87	0.02	0.00	3.45	3.52	0.24	4.87	2.31	1.94	0.00
19.00	74.38	52.46	4.64	5.02	3.18	0.16	3.37	2.62	0.37	2.71	3.04	0.36	0.00
20.00	74.39	52.45	5.55	5.68	3.37	0.08	3.18	3.43	1.89	3.39	2.62	0.25	0.00
21.00	74.39	52.46	4.93	5.84	3.29	0.01	3.09	3.12	3.91	2.91	3.37	0.25	0.00
22.00	74.38	52.45	4.32	5.54	3.22	0.00	3.87	2.85	4.33	3.02	2.98	0.29	0.00
23.00	74.39	52.46	4.67	6.76	3.48	0.00	0.65	3.23	1.91	3.22	3.68	2.20	0.01
24.00	74.39	52.45	0.64	6.36	4.57	0.00	0.21	4.04	0.49	4.23	4.80	4.39	0.02
25.00	74.38	52.46	0.31	7.38	4.36	0.00	0.33	4.60	0.44	4.90	5.13	3.29	0.01
26.00	74.39	52.45	0.35	7.32	3.56	0.00	0.22	3.30	0.55	3.89	3.43	4.46	0.04
27.00	74.39	52.46	1.40	7.25	5.21	0.00	0.25	5.03	0.39	3.98	4.20	6.02	0.01
28.00	74.38	52.45	7.73	6.51	4.41	0.00	1.92	4.38	0.31	3.35	3.02	4.48	0.03
29.00	74.39	52.46	6.41	7.55	3.87	0.00	1.52	3.38	0.28	2.92	3.67	3.91	0.18
30.00	74.39	52.45	5.50	5.59	3.65	0.00	1.57	5.08	0.25	3.96	3.71	3.37	0.11
31.00	74.38	52.46	6.20	4.89	4.46	0.00	1.06	4.42	0.40	4.44	3.10	3.66	0.11
32.00	74.39	52.46	7.00	5.18	4.45	0.00	1.13	3.22	0.27	4.32	3.80	3.90	0.13
33.00	74.38	52.45	3.90	5.06	3.63	0.00	3.76	3.21	0.67	1.81	2.72	3.04	0.15
34.00	74.39	52.46	7.56	6.88	3.18	0.00	5.60	4.25	4.42	0.21	3.77	0.08	0.13
35.00	74.39	52.45	6.20	6.23	4.14	0.00	3.13	4.51	4.12	0.18	4.02	0.12	0.12
36.00	74.38	52.46	7.56	6.90	3.16	0.00	4.30	4.02	2.37	0.21	4.16	0.03	0.61
37.00	74.39	52.45	6.14	7.33	3.25	0.00	3.45	3.90	3.93	0.31	3.89	0.16	0.54
38.00	74.39	52.46	5.75	7.85	3.81	0.00	2.72	4.07	2.70	0.20	4.07	0.16	0.42
39.00	74.38	52.45	6.60	6.93	3.29	0.00	0.07	4.05	0.33	3.50	0.90	3.37	0.40
