Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.498s)
CreateVariables () DONE !!!
Creating 13 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 30.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12
2.00	43.50	6.72	6.56	4.69	0.00	6.37	0.00	6.47	0.00	5.37	4.18	0.00	0.00
3.00	43.87	6.46	5.46	1.53	1.79	1.84	0.00	1.68	4.66	1.74	1.83	0.00	0.00
4.00	43.87	4.86	5.33	0.33	0.19	0.22	0.00	0.33	4.11	0.26	0.27	0.00	0.00
5.00	43.88	5.32	5.67	0.31	0.27	0.29	0.00	0.33	4.12	0.36	0.37	0.00	0.00
6.00	43.87	3.84	5.44	0.22	0.25	0.35	0.00	0.29	4.17	0.19	0.27	0.00	0.00
7.00	43.87	5.92	5.36	0.26	0.17	0.26	0.00	0.25	4.29	0.30	0.36	0.00	0.00
8.00	43.87	2.00	5.60	0.17	0.34	0.24	0.00	2.18	3.56	0.24	2.38	0.00	0.00
9.00	43.88	0.18	5.48	0.00	0.16	0.30	0.00	5.15	4.72	0.00	3.87	0.00	0.00
10.00	43.87	0.20	5.19	0.00	0.11	0.29	0.00	4.56	5.45	0.00	3.43	0.00	0.00
11.00	43.87	0.27	4.91	0.00	0.18	0.30	0.00	5.15	5.05	0.00	3.75	0.00	0.00
12.00	43.87	0.31	4.44	0.00	0.24	0.20	0.00	4.30	4.68	0.00	4.19	0.00	0.00
13.00	43.88	2.30	4.46	0.73	2.21	2.45	0.00	2.35	2.86	0.88	4.02	3.23	0.00
14.00	43.87	5.36	6.13	3.44	6.87	5.01	0.00	3.48	0.03	4.67	4.12	4.77	0.00
15.00	43.87	4.83	5.24	4.69	5.78	4.49	0.00	4.49	0.07	4.05	4.95	5.39	0.00
16.00	43.87	5.90	5.56	4.59	4.94	5.63	0.00	4.03	0.03	3.85	4.78	5.23	0.00
17.00	43.88	4.90	4.68	4.37	5.64	4.41	0.00	4.21	0.04	3.83	4.96	5.57	0.00
18.00	43.87	4.75	5.53	3.28	6.12	2.96	0.00	5.20	1.04	5.18	2.86	3.47	0.00
19.00	43.87	5.21	4.26	3.38	3.20	0.28	0.00	4.23	4.77	3.59	0.20	3.20	0.00
20.00	43.88	4.27	3.87	2.67	5.22	0.22	0.00	4.48	5.36	4.12	0.20	4.11	0.00
21.00	43.87	3.60	3.12	2.90	5.82	0.37	0.00	4.18	5.57	3.72	0.18	3.67	0.00
22.00	43.87	4.92	3.35	3.17	5.36	0.25	0.00	3.96	4.67	4.45	0.21	4.11	0.00
23.00	43.87	3.78	4.99	4.48	3.27	0.37	0.00	3.99	4.94	3.50	0.74	3.07	0.00
24.00	43.88	1.13	0.31	0.16	4.33	0.12	0.00	1.62	0.08	0.18	0.00	1.33	0.00
25.00	43.87	0.10	0.10	0.11	4.92	0.08	0.00	0.07	0.04	0.04	0.00	0.15	0.00
26.00	43.87	0.07	0.08	0.11	4.74	0.12	0.00	0.15	0.04	0.06	0.00	0.08	0.00
27.00	43.87	0.09	0.03	0.09	5.32	0.06	0.00	0.13	0.15	0.11	0.00	0.09	0.00
28.00	43.88	0.15	0.03	0.06	5.56	0.11	0.00	0.06	0.11	0.10	0.00	0.04	0.01
29.00	43.87	0.04	0.67	0.04	5.45	3.67	0.00	1.39	4.37	2.08	0.00	0.13	0.02
