Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.930s)
CreateVariables () DONE !!!
Creating 21 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	37.85	37.16	1.98	0.00	0.02	0.73	0.00	0.00	3.23	1.34	0.46	0.00	0.00	1.72	3.21	1.74	0.00	2.43	0.00	0.19	1.15
3.00	38.15	37.20	4.99	2.63	0.30	1.85	4.36	0.12	4.02	2.09	2.20	0.00	1.28	1.80	1.66	1.95	0.47	1.62	1.15	1.68	2.40
4.00	38.15	37.20	5.28	2.86	0.27	2.28	4.03	0.09	3.59	2.55	2.19	0.00	4.74	1.17	2.94	1.47	0.36	1.22	1.77	1.54	1.33
5.00	38.14	37.20	6.41	3.78	0.30	1.39	3.36	0.11	2.84	2.30	2.74	0.00	4.05	1.21	2.53	2.31	0.27	1.82	1.91	2.23	2.00
6.00	38.15	37.20	5.29	3.44	0.17	2.23	3.71	0.21	3.63	2.56	1.54	0.00	4.30	2.62	2.65	2.80	0.36	2.71	2.00	1.21	1.55
7.00	38.15	37.18	5.27	4.10	0.08	1.72	4.31	0.02	3.59	2.20	1.75	0.00	3.47	1.84	1.54	1.76	0.00	2.10	2.65	1.77	2.03
8.00	38.15	37.20	3.39	3.13	0.00	0.10	2.52	0.00	2.07	1.99	0.01	1.17	4.44	1.85	2.12	0.38	0.00	0.20	2.17	1.53	0.24
9.00	38.14	37.20	2.99	3.18	0.00	0.03	3.03	0.00	2.49	2.21	0.00	1.17	3.83	1.76	1.40	1.65	0.00	0.17	2.64	1.47	0.01
10.00	38.15	37.20	4.56	2.57	0.00	0.09	2.15	0.00	3.05	1.95	0.33	1.18	1.90	1.11	2.68	1.34	0.00	0.12	0.92	0.60	0.21
11.00	38.15	37.20	5.15	2.31	0.00	1.89	1.86	0.00	1.89	2.25	1.02	0.00	0.97	0.00	1.99	2.15	0.00	0.12	0.73	0.00	1.26
12.00	38.15	37.20	5.56	3.03	0.00	2.44	2.36	0.00	4.08	2.32	2.73	0.00	0.03	0.00	2.64	2.74	0.01	0.47	0.06	0.00	2.46
13.00	38.14	37.18	6.75	4.16	0.00	2.35	0.92	0.00	3.13	1.64	2.61	0.00	0.06	0.00	2.32	1.91	0.01	0.09	0.08	0.00	1.47
14.00	38.15	37.20	5.68	4.40	0.00	2.20	0.08	0.00	3.52	2.30	1.84	0.00	0.03	0.00	3.43	0.46	0.02	0.00	0.02	0.64	1.75
15.00	38.15	37.20	6.09	2.64	0.00	1.85	0.91	0.00	3.16	2.32	2.21	0.00	0.98	0.00	2.06	0.11	0.03	0.01	0.04	1.25	2.47
16.00	38.15	37.20	5.69	3.58	0.00	0.00	2.39	0.00	4.17	2.28	1.11	0.09	0.98	0.00	1.08	0.48	0.01	0.01	0.17	1.02	1.79
17.00	38.14	37.20	4.85	2.50	0.00	0.06	2.11	0.00	2.91	1.97	2.56	0.12	0.13	0.00	2.95	0.49	0.00	0.08	0.15	1.06	1.99
18.00	38.15	37.20	4.17	2.84	0.00	0.09	2.21	0.00	3.44	1.85	2.74	0.08	0.03	0.00	3.82	0.84	0.00	1.13	0.21	1.13	1.54
19.00	38.15	37.18	5.15	3.56	0.00	0.07	1.88	0.00	3.74	2.40	2.34	0.09	0.08	0.00	2.50	1.13	0.00	2.10	0.77	0.00	0.13
20.00	38.15	37.20	3.23	2.57	0.00	0.45	0.95	0.00	3.62	2.00	2.10	0.11	0.91	0.00	2.95	0.55	0.00	1.90	1.70	0.00	0.24
21.00	38.14	37.20	0.00	1.76	0.00	0.43	0.99	0.00	2.03	0.39	2.68	1.55	0.94	0.00	0.10	0.10	0.00	0.21	0.88	0.00	0.35
