Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.804s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 30.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	50.31	5.05	0.00	0.00	0.00	7.56	0.00	2.12	0.00	1.88	0.00	2.16	0.00	0.00	2.41	0.00	0.00
3.00	50.55	3.86	4.91	0.00	1.82	6.24	3.13	4.21	4.01	5.15	0.19	3.17	1.11	0.20	3.47	0.00	0.00
4.00	50.55	2.82	5.92	0.00	2.61	5.99	3.60	3.98	4.14	5.68	0.09	2.18	3.56	0.09	2.79	0.00	0.00
5.00	50.54	2.38	5.13	0.00	3.03	6.38	4.12	3.45	3.50	6.24	0.04	2.70	3.93	0.09	2.46	0.00	0.00
6.00	50.55	1.99	3.83	0.07	1.97	5.87	3.41	1.77	3.47	4.10	0.56	1.47	2.55	0.04	1.91	0.00	0.00
7.00	50.55	0.00	5.11	2.38	0.70	5.85	3.11	0.00	3.54	5.36	1.98	0.15	3.50	0.00	0.37	0.07	0.00
8.00	50.54	0.12	4.16	1.70	3.25	6.50	3.09	0.08	3.01	4.82	2.06	3.69	3.45	0.00	2.35	2.23	0.00
9.00	50.55	0.11	4.81	2.15	1.55	4.64	4.32	0.08	3.31	4.23	3.48	1.74	4.12	0.00	3.55	2.68	0.00
10.00	50.55	1.45	4.33	2.34	2.61	6.73	3.40	0.04	3.98	3.78	1.91	3.23	2.63	0.00	2.72	2.93	0.00
11.00	50.54	3.39	3.44	2.52	2.39	6.42	3.60	0.10	3.13	5.38	3.28	2.62	3.67	0.00	2.52	3.07	0.00
12.00	50.55	1.25	4.39	2.17	1.31	5.69	2.50	1.49	3.37	4.95	1.94	1.58	3.74	0.00	1.93	3.13	0.03
13.00	50.55	0.77	4.26	1.46	1.07	6.21	3.72	2.35	4.02	5.31	0.00	1.24	2.49	0.00	2.58	3.04	1.57
14.00	50.54	2.02	3.18	1.36	0.12	5.57	3.54	2.06	2.01	4.85	0.00	1.65	3.55	0.03	2.45	3.23	2.29
15.00	50.55	0.21	5.02	0.12	1.95	5.84	2.13	0.21	0.33	2.06	0.00	2.38	3.30	0.06	1.72	2.94	1.29
16.00	50.55	2.27	5.64	2.43	1.36	5.08	0.28	0.11	0.66	2.10	0.00	1.25	0.82	0.03	0.00	0.77	0.07
17.00	50.55	3.02	5.22	2.93	0.29	4.96	0.19	0.08	3.48	5.22	0.00	0.24	0.10	0.00	0.00	0.18	0.22
18.00	50.54	1.43	1.79	1.29	0.00	1.67	0.33	0.06	1.24	3.92	0.00	0.01	0.09	0.00	0.00	0.18	0.11
19.00	50.55	1.38	2.53	1.35	0.00	4.32	1.90	0.27	2.64	3.01	0.00	1.58	2.02	0.17	0.00	1.63	1.27
20.00	50.55	3.13	5.28	3.08	0.00	7.36	3.11	0.21	3.74	5.81	0.00	2.94	4.05	0.28	0.00	3.20	2.01
21.00	50.54	2.99	4.80	2.98	0.00	5.56	4.19	0.18	4.13	4.90	0.00	3.10	3.66	0.49	0.00	3.30	1.73
22.00	50.55	1.06	0.67	0.92	0.00	1.80	0.99	1.06	0.86	3.46	0.00	0.84	0.95	0.06	0.00	0.90	0.77
23.00	50.55	4.59	5.33	0.02	0.00	6.64	4.31	3.89	4.22	6.04	0.00	0.00	1.20	0.00	0.00	0.00	3.07
24.00	50.54	3.32	7.13	0.00	0.00	8.46	5.57	3.98	4.50	6.58	0.00	0.00	6.54	0.00	1.09	0.00	4.21
25.00	50.55	3.69	7.09	0.00	0.00	8.52	3.66	4.95	5.06	6.70	0.00	0.00	4.82	0.00	3.72	0.00	2.99
26.00	50.55	2.75	6.44	1.52	0.00	7.81	3.62	2.72	3.80	5.83	0.00	0.00	3.91	0.00	3.03	0.00	2.76
27.00	50.54	0.19	7.05	0.01	0.00	6.52	0.34	0.18	0.21	6.60	0.00	0.00	0.29	0.00	0.10	0.00	0.25
28.00	50.55	0.22	6.41	0.00	0.00	5.60	0.28	0.18	0.24	6.04	0.00	0.00	0.26	0.00	0.26	0.00	0.21
29.00	50.55	0.19	6.51	0.00	0.00	6.10	0.27	0.16	0.26	6.27	0.00	0.00	0.27	0.00	0.27	0.00	0.22
