Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.823s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	48.56	47.30	0.00	0.00	4.29	5.12	5.20	0.00	0.00	1.42	0.09	0.00	3.22	4.62	0.00	0.00	0.00
3.00	48.64	47.68	2.28	0.24	3.32	4.30	3.82	0.24	5.41	3.14	0.15	0.00	2.06	3.56	0.00	0.16	0.85
4.00	48.64	47.68	1.67	0.22	3.30	3.87	4.29	0.42	5.06	2.52	0.06	0.00	1.88	1.89	0.00	0.17	1.71
5.00	48.64	47.68	2.27	0.17	2.01	4.16	2.46	0.46	5.91	3.30	0.20	0.00	0.00	0.00	0.01	1.20	1.67
6.00	48.64	47.68	2.66	0.10	2.58	5.10	5.14	0.16	2.15	1.28	0.56	0.00	0.00	0.00	0.02	3.09	1.98
7.00	48.64	47.68	3.19	0.00	2.86	3.80	1.82	0.00	0.00	2.08	2.95	0.00	0.00	0.00	0.37	3.52	2.71
8.00	48.63	47.68	5.40	0.00	3.14	4.57	0.57	0.00	0.00	0.00	2.83	0.00	0.00	0.00	0.31	3.95	3.01
9.00	48.64	47.68	3.98	0.00	2.54	5.11	0.55	0.00	0.00	0.09	3.01	0.00	0.00	0.00	0.52	4.22	2.84
10.00	48.64	47.68	3.12	0.00	2.56	5.23	0.57	0.00	0.00	0.08	2.63	0.00	0.00	0.00	0.45	4.04	0.71
11.00	48.64	47.68	3.89	0.00	1.19	2.95	0.27	0.00	0.00	1.77	3.28	0.00	0.00	0.00	0.45	2.19	1.35
12.00	48.64	47.68	6.12	0.00	3.44	3.21	2.29	0.00	0.00	0.01	4.28	0.00	0.00	0.00	0.52	0.00	0.00
