Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.440s)
CreateVariables () DONE !!!
Creating 13 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12
2.00	76.73	4.42	0.00	0.58	5.33	5.92	0.00	0.00	5.00	0.00	2.82	4.00	0.25
3.00	77.24	4.02	0.04	0.55	3.54	6.27	0.07	0.00	3.48	0.03	2.70	3.08	0.46
4.00	77.25	4.47	0.16	0.40	3.02	6.13	0.10	0.00	4.65	0.13	2.46	3.43	0.48
5.00	77.24	4.93	0.11	0.28	3.72	5.32	0.12	0.00	3.75	0.10	3.64	3.10	0.49
6.00	77.25	5.08	0.10	0.62	4.02	6.66	0.10	0.00	3.36	0.13	3.44	4.63	0.48
7.00	77.24	1.91	0.08	3.77	3.36	4.58	0.37	0.00	4.35	0.00	2.15	3.77	0.58
8.00	77.24	0.76	0.04	5.51	3.77	5.29	0.48	0.01	5.21	0.00	0.93	3.00	0.19
9.00	77.25	0.06	0.01	5.20	3.20	4.90	0.71	0.01	3.78	0.00	3.05	3.57	0.38
10.00	77.24	2.67	0.02	5.65	3.92	5.84	2.73	0.00	3.17	0.00	2.67	3.68	0.56
11.00	77.25	3.17	0.00	6.22	3.48	5.42	2.86	0.00	4.13	0.00	1.84	2.93	0.46
12.00	77.24	3.63	0.00	2.89	2.92	3.95	3.94	0.01	2.85	0.04	2.89	3.30	0.46
13.00	77.25	3.53	0.00	0.19	0.86	5.92	1.53	0.00	1.82	0.09	2.93	2.12	0.47
14.00	77.24	3.69	0.00	5.60	0.00	7.50	0.00	0.02	0.08	0.08	2.37	0.02	0.42
15.00	77.24	4.36	0.00	6.96	0.00	5.84	0.00	0.00	0.01	0.00	0.00	0.02	0.00
16.00	77.25	4.04	0.00	6.90	0.00	6.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.00	77.24	4.48	0.00	7.33	0.00	6.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18.00	77.25	3.49	0.00	6.83	0.00	7.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.00	77.24	4.49	0.00	6.40	0.00	6.08	0.00	0.00	0.00	0.00	0.34	0.00	0.03
20.00	77.25	3.89	0.03	0.00	0.00	5.12	0.00	0.01	0.37	0.02	2.48	4.84	0.40
21.00	77.24	2.29	0.00	1.94	0.00	6.84	0.00	0.04	0.38	0.11	3.68	3.58	0.73
22.00	77.24	4.33	0.00	1.25	0.00	6.29	0.00	0.08	0.00	0.16	3.55	3.69	0.65
23.00	77.25	5.36	0.00	7.23	0.00	7.49	0.43	0.03	0.00	0.16	3.60	3.95	0.61
24.00	77.24	3.56	0.03	6.22	0.26	6.19	1.54	0.00	0.00	0.03	2.62	2.81	0.26
25.00	77.25	1.13	0.06	5.95	0.94	5.67	0.93	0.00	3.41	0.00	2.10	3.20	0.31
26.00	77.24	0.04	0.00	5.77	0.76	5.05	0.24	0.00	4.69	0.00	3.01	2.94	0.40
27.00	77.25	1.15	0.00	5.13	0.70	6.77	0.02	0.00	4.65	0.01	3.74	2.80	0.61
28.00	77.24	0.12	0.01	7.85	1.40	6.38	0.00	0.00	4.71	0.04	3.67	3.41	0.76
29.00	77.25	1.93	0.00	7.69	1.76	7.46	0.00	0.00	6.03	0.00	3.46	4.86	0.81
30.00	77.24	2.16	0.00	6.73	3.14	6.09	0.00	0.00	2.44	0.00	2.12	2.23	0.47
31.00	77.24	0.30	0.00	5.83	4.25	5.10	0.10	0.00	0.10	0.00	2.91	0.00	0.31
32.00	77.25	0.24	0.00	5.57	4.30	5.76	0.11	0.00	0.08	0.00	2.28	0.00	0.47
33.00	77.24	0.36	0.00	6.35	3.48	5.97	0.11	0.00	0.07	0.00	1.63	0.00	0.25
34.00	77.25	1.56	0.01	7.13	2.13	3.85	0.04	0.00	0.04	0.00	2.53	0.01	0.30
35.00	77.24	4.14	0.07	4.23	3.23	0.00	0.09	0.00	0.00	0.00	3.04	2.68	0.55
36.00	77.25	2.12	0.00	2.27	1.34	0.00	0.00	0.00	0.00	0.00	3.10	1.74	0.30
37.00	77.24	3.91	0.00	3.66	5.20	0.00	0.00	0.00	0.00	0.00	5.10	5.02	0.00
38.00	77.24	4.71	0.00	8.15	5.86	0.00	2.63	0.00	2.07	0.00	4.92	5.87	0.00
39.00	77.25	5.40	0.00	8.62	5.35	0.00	5.32	0.00	6.22	0.00	6.23	5.92	0.00
