Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.505s)
CreateVariables () DONE !!!
Creating 15 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 30.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	47.64	43.75	41.77	1.13	5.53	3.37	1.40	0.07	0.00	3.39	0.00	2.43	0.06	3.01	2.18
3.00	47.68	43.87	41.96	0.04	6.21	4.50	0.00	0.02	0.00	4.71	0.00	3.00	0.22	4.27	2.00
4.00	47.68	43.87	41.97	0.10	6.63	3.98	0.01	0.13	2.44	4.85	0.00	2.63	0.49	3.96	2.23
5.00	47.68	43.88	41.96	0.91	6.00	3.73	0.00	0.04	3.09	3.54	0.03	4.07	1.50	3.47	1.97
6.00	47.68	43.87	41.97	2.66	7.37	3.86	0.01	0.04	3.56	4.25	0.04	2.74	3.08	2.90	3.26
7.00	47.68	43.87	41.96	3.09	5.49	1.71	1.36	0.07	3.59	3.54	0.31	2.90	2.95	0.95	2.90
8.00	47.68	43.87	41.96	0.39	6.42	0.53	3.05	0.09	1.97	3.58	3.98	0.25	2.64	0.82	2.28
9.00	47.68	43.88	41.97	0.15	5.47	0.44	3.19	0.19	3.07	3.10	3.78	0.06	2.99	2.35	3.00
10.00	47.68	43.87	41.96	0.18	6.03	0.38	2.32	0.17	3.04	3.66	3.63	0.13	2.71	3.07	1.74
11.00	47.68	43.87	41.97	0.27	4.73	0.49	2.74	0.16	3.20	4.57	3.89	0.02	2.58	2.12	2.57
12.00	47.68	43.87	41.96	0.28	3.80	1.20	1.86	1.17	1.89	2.02	3.77	0.07	3.39	2.47	2.68
13.00	47.68	43.88	41.96	2.47	0.09	2.64	4.04	3.23	0.03	0.01	3.37	3.76	4.16	4.00	3.71
14.00	47.67	43.87	41.97	3.29	0.40	4.21	3.46	3.82	0.04	0.02	3.54	3.76	3.98	3.65	2.80
15.00	47.68	43.87	41.96	2.96	2.11	3.44	3.05	4.16	0.13	1.56	3.58	4.16	3.95	3.11	3.80
16.00	47.68	43.87	41.97	3.66	6.54	5.09	4.04	3.77	0.12	3.48	2.84	4.02	0.31	3.02	3.82
17.00	47.68	43.88	41.96	3.47	8.16	4.54	3.09	3.37	0.04	4.60	3.66	2.76	0.39	3.62	3.04
18.00	47.68	43.87	41.97	3.11	7.77	4.39	3.64	4.14	1.48	4.26	0.94	3.21	1.65	2.07	3.56
19.00	47.68	43.87	41.96	3.43	8.30	5.23	2.91	4.03	3.58	5.21	0.25	3.64	3.00	0.22	2.96
20.00	47.68	43.88	41.96	2.95	5.67	3.54	3.55	3.85	2.93	4.21	1.95	2.25	4.02	0.31	3.64
21.00	47.68	43.87	41.97	3.74	0.20	2.94	3.48	3.18	3.38	0.18	2.46	3.25	3.35	0.47	2.83
22.00	47.68	43.87	41.96	3.27	0.25	2.36	3.54	3.39	3.47	0.34	2.58	2.88	3.28	0.29	3.02
23.00	47.68	43.87	41.97	3.37	4.55	3.68	1.08	1.46	3.11	1.39	1.62	2.41	2.25	0.22	1.63
24.00	47.68	43.88	41.96	3.89	6.01	3.69	0.30	2.17	0.00	0.00	1.80	4.02	3.29	0.40	1.45
25.00	47.68	43.87	41.97	3.89	4.58	3.34	0.16	1.75	2.56	0.00	3.19	4.63	3.47	0.24	1.94
26.00	47.68	43.87	41.96	3.38	4.37	5.03	0.25	3.05	4.00	0.00	3.45	1.33	2.88	1.99	2.55
27.00	47.67	43.87	41.96	2.80	4.54	4.44	0.29	3.96	5.05	0.00	3.32	0.06	3.66	3.46	3.53
28.00	47.68	43.88	41.97	4.44	5.27	3.99	1.88	1.88	3.67	0.00	3.81	0.10	4.29	3.80	3.20
29.00	47.68	43.87	41.96	3.00	3.83	3.69	3.52	4.14	4.13	0.00	3.73	0.03	2.90	3.98	1.89
