Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.585s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	33.30	31.32	0.00	0.00	0.00	0.00	2.65	0.00	0.00	0.00	0.00	2.82	0.00	0.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	33.38	31.47	1.76	0.00	0.00	2.83	3.08	0.00	0.00	0.00	0.00	3.71	0.00	3.41	0.00	0.00	2.68	0.00	0.00	0.00	0.00	0.00	0.00
4.00	33.38	31.47	2.48	4.66	4.55	2.65	7.77	0.00	0.09	0.00	0.00	4.17	0.00	5.20	0.00	0.00	2.86	0.00	0.00	0.00	0.00	0.00	0.00
5.00	33.38	31.48	2.90	3.98	3.52	2.74	8.34	0.00	0.11	0.00	0.00	5.26	0.00	4.53	0.00	0.00	2.17	0.00	0.00	0.00	0.00	0.00	0.00
6.00	33.38	31.47	2.23	5.41	3.85	2.56	7.31	0.00	0.21	0.00	0.00	5.24	0.00	3.54	0.00	0.00	2.92	0.00	0.00	0.00	0.00	0.00	0.00
7.00	33.38	31.47	3.14	5.51	4.11	1.53	8.39	0.00	0.19	0.01	0.00	5.03	0.00	3.25	0.00	0.00	4.57	0.00	0.00	0.00	0.00	0.00	0.00
8.00	33.39	31.48	3.27	4.81	5.18	1.15	9.37	0.00	0.11	0.00	0.00	5.99	0.00	4.42	0.00	0.00	1.66	0.00	0.00	0.00	0.00	0.00	0.00
9.00	33.38	31.47	3.31	4.42	5.45	1.47	5.76	0.00	0.21	0.00	0.00	4.49	0.00	5.68	0.00	0.00	1.22	0.00	0.00	0.00	0.00	0.00	0.00
10.00	33.38	31.47	3.58	5.10	6.93	1.82	9.79	0.00	0.26	0.00	0.00	4.55	0.00	4.40	0.00	0.00	1.28	0.00	0.00	0.00	0.00	0.00	0.00
11.00	33.38	31.48	2.41	6.21	5.22	1.27	8.73	0.00	0.20	0.00	0.00	5.36	0.00	4.96	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00
