Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.632s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	36.15	32.24	0.00	0.00	12.92	0.00	9.79	0.00	3.00	0.00	0.02
3.00	36.24	32.42	0.18	4.08	8.58	0.00	7.45	0.56	4.26	0.00	0.12
4.00	36.24	32.42	0.00	3.38	6.57	14.52	3.40	0.39	1.11	0.00	0.25
5.00	36.24	32.42	0.01	2.90	6.55	13.52	3.38	0.28	0.88	0.00	0.26
6.00	36.24	32.43	0.00	2.72	5.30	12.30	2.34	0.27	0.64	0.00	0.16
7.00	36.24	32.42	0.07	3.84	7.66	16.15	5.55	0.07	1.43	0.00	0.38
8.00	36.24	32.42	0.00	3.82	8.56	16.98	4.99	0.00	1.55	0.00	0.35
9.00	36.24	32.42	0.00	3.12	9.15	16.65	4.85	0.00	1.42	0.00	0.44
10.00	36.24	32.43	0.00	3.47	8.40	16.34	4.82	0.00	1.50	0.00	0.48
11.00	36.24	32.42	0.00	3.49	8.83	16.19	3.73	0.00	1.01	0.00	0.42
12.00	36.23	32.42	0.00	3.95	8.55	15.62	4.04	0.00	0.89	0.00	0.36
13.00	36.24	32.42	0.00	3.64	10.10	16.55	3.80	0.00	0.88	0.00	0.24
14.00	36.24	32.43	0.00	3.34	8.47	16.50	4.76	0.00	1.50	0.00	0.61
15.00	36.24	32.42	0.00	4.00	8.24	16.18	4.36	0.00	1.58	0.00	0.54
16.00	36.24	32.42	0.00	4.54	8.82	16.62	4.40	0.00	1.06	0.00	0.35
17.00	36.24	32.42	0.00	4.47	9.80	16.65	5.46	0.00	0.95	0.00	0.36
18.00	36.24	32.42	0.00	4.11	12.40	15.75	0.93	0.00	0.00	0.00	0.00
19.00	36.24	32.43	0.00	3.68	8.96	16.67	3.36	0.00	0.86	0.00	0.24
20.00	36.24	32.42	0.00	3.12	9.21	16.74	4.27	0.00	1.38	0.00	0.34
21.00	36.24	32.42	0.00	3.63	9.58	16.59	4.58	0.00	1.12	0.00	0.37
22.00	36.24	32.42	0.00	3.64	7.93	16.52	4.48	0.00	1.77	0.00	0.24
23.00	36.23	32.43	0.00	2.76	8.68	15.17	3.44	0.00	0.85	0.00	0.00
24.00	36.24	32.42	0.00	0.00	12.70	15.82	5.21	0.00	0.29	0.00	0.00
25.00	36.24	32.42	0.00	1.31	13.70	8.12	8.87	0.00	0.00	0.00	0.00
26.00	36.24	32.42	0.00	2.98	10.16	16.13	6.26	0.00	0.00	0.00	0.00
27.00	36.24	32.43	0.00	1.89	11.10	17.14	5.69	0.00	0.00	0.00	0.00
28.00	36.24	32.42	0.00	3.71	13.42	18.98	7.31	0.00	0.00	0.00	0.00
29.00	36.24	32.42	0.00	4.95	13.35	17.29	3.84	0.00	0.00	0.00	0.00
30.00	36.24	32.42	0.00	4.11	11.93	16.55	7.02	0.00	0.39	0.00	0.10
31.00	36.24	32.43	0.00	4.37	8.83	15.87	3.82	0.00	0.99	0.00	0.31
32.00	36.24	32.42	0.00	3.29	9.71	16.76	4.64	0.00	1.27	0.00	0.60
33.00	36.24	32.42	0.00	4.47	9.14	16.55	5.03	0.00	1.13	0.00	0.48
34.00	36.23	32.42	0.00	0.03	10.35	16.99	2.40	0.00	0.77	0.00	0.28
35.00	36.24	32.43	0.00	0.37	8.37	13.68	0.00	0.00	0.00	0.00	0.00
36.00	36.24	32.42	0.00	0.95	7.02	12.48	0.00	0.00	0.00	0.00	0.00
37.00	36.24	32.42	0.00	0.85	6.73	14.03	0.00	0.00	0.00	0.00	0.00
38.00	36.24	32.42	0.00	6.61	10.62	16.62	0.00	0.00	0.00	0.00	0.00
39.00	36.24	32.42	0.09	4.83	11.60	17.47	0.00	0.00	0.00	0.00	0.00
