Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
[2556/2617] Compiling scratch/mesh-loc-0.cc
[2561/2617] Compiling scratch/mesh-loc-2.cc
[2566/2617] Compiling scratch/mesh-loc-1.cc
[2575/2617] Linking build/scratch/mesh-loc-0
[2576/2617] Linking build/scratch/mesh-loc-2
[2577/2617] Linking build/scratch/mesh-loc-1
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (11.626s)
CreateVariables () DONE !!!
Creating 20 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	36.12	35.10	24.74	0.00	3.01	0.00	0.00	5.58	0.00	0.00	2.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	36.24	35.29	24.80	6.55	2.19	3.19	0.00	8.24	0.00	0.00	2.27	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00
4.00	36.24	35.29	24.80	5.49	4.31	3.74	0.00	4.95	5.54	3.10	0.76	0.00	0.00	0.00	0.95	0.00	0.00	0.00	0.00	0.00
5.00	36.24	35.29	24.80	6.24	2.82	2.23	0.00	5.30	6.31	4.78	0.84	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
6.00	36.24	35.29	24.80	5.51	3.69	2.84	0.00	4.50	5.75	4.11	0.65	0.00	0.00	0.00	0.88	0.00	0.00	0.00	0.00	0.00
7.00	36.24	35.29	24.80	4.51	5.09	3.38	0.00	6.15	6.22	4.48	0.86	0.00	0.00	0.00	0.73	0.00	0.00	0.00	0.00	0.00
8.00	36.24	35.29	24.80	5.05	1.89	2.70	0.00	6.99	4.14	0.83	3.21	0.00	0.00	0.00	0.95	0.00	0.00	0.00	0.00	0.00
9.00	36.24	35.29	24.80	7.01	0.00	2.68	0.00	11.63	0.01	0.00	5.56	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
10.00	36.24	35.29	24.79	6.45	0.39	4.59	0.00	10.99	0.44	0.46	4.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11.00	36.24	35.29	24.80	5.63	1.52	3.65	0.00	7.68	0.86	0.66	4.37	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00
