Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.583s)
CreateVariables () DONE !!!
Creating 13 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12
2.00	39.78	38.00	34.31	1.01	6.30	0.00	8.27	0.51	0.07	0.13	0.06	0.00	0.00
3.00	40.06	38.15	34.33	1.97	5.20	0.00	5.72	0.36	0.22	0.70	0.25	0.00	0.00
4.00	40.05	38.15	34.33	6.42	5.26	0.00	6.44	0.27	0.26	0.84	0.20	0.00	0.00
5.00	40.06	38.14	34.33	7.68	7.61	0.00	6.33	0.22	6.29	1.06	0.27	0.00	0.00
6.00	40.05	38.15	34.33	8.98	7.61	0.00	7.28	0.17	9.11	1.34	0.24	0.00	0.00
7.00	40.06	38.15	34.33	4.20	3.94	0.00	7.73	0.00	6.24	0.62	0.00	0.00	0.00
8.00	40.06	38.15	34.33	2.35	4.10	0.00	7.88	0.00	4.56	0.26	0.00	0.00	0.00
9.00	40.05	38.14	34.33	9.96	7.98	0.00	9.61	0.00	3.87	0.47	0.13	0.00	0.00
10.00	40.06	38.15	34.33	9.46	6.56	0.00	8.85	0.00	4.77	1.86	0.83	0.00	0.00
11.00	40.05	38.15	34.33	9.86	7.21	0.00	9.68	0.00	4.82	1.31	0.92	0.00	0.00
12.00	40.06	38.15	34.33	9.23	7.47	0.00	10.04	0.00	6.13	2.49	0.42	0.00	0.00
13.00	40.06	38.14	34.33	12.03	7.95	0.00	10.62	0.00	10.40	0.79	0.00	0.00	0.80
14.00	40.05	38.15	34.33	8.75	7.45	0.00	9.39	0.00	9.60	2.12	0.00	0.00	0.86
15.00	40.06	38.15	34.33	9.58	8.31	0.00	7.86	0.00	9.06	1.88	0.00	0.00	1.01
16.00	40.05	38.15	34.33	10.81	6.38	0.00	8.01	0.83	8.25	1.09	0.00	0.00	0.46
17.00	40.06	38.14	34.34	9.74	5.86	0.00	8.43	1.06	8.82	1.26	0.00	0.00	0.90
18.00	40.05	38.15	34.33	8.19	6.47	0.00	8.47	0.04	7.69	0.75	0.00	0.00	0.75
19.00	40.06	38.15	34.33	8.45	5.77	0.00	8.07	0.00	8.28	0.26	0.00	0.00	0.86
20.00	40.06	38.15	34.33	8.58	6.32	0.00	7.19	0.00	7.00	1.20	0.00	0.00	0.47
21.00	40.05	38.14	34.33	8.92	6.82	0.00	7.87	0.02	8.05	1.31	0.00	0.00	0.45
22.00	40.06	38.15	34.33	6.60	5.82	0.00	6.93	0.00	7.22	1.15	0.00	0.00	0.45
23.00	40.05	38.15	34.33	1.33	4.00	0.00	6.99	0.00	6.52	0.63	0.00	0.00	0.35
24.00	40.06	38.14	34.33	1.64	4.08	0.00	6.87	0.00	6.84	0.92	0.00	0.00	0.28
25.00	40.06	38.15	34.33	1.48	4.10	0.00	7.47	0.00	6.99	0.83	0.00	0.00	0.39
26.00	40.05	38.15	34.33	1.37	4.66	0.00	7.76	0.00	7.83	1.31	0.00	0.00	0.06
27.00	40.06	38.15	34.33	3.98	4.41	0.00	9.42	0.00	8.51	1.72	0.00	0.00	0.00
28.00	40.05	38.14	34.33	8.15	6.46	0.00	7.90	0.00	5.29	1.42	0.00	0.00	0.25
29.00	40.06	38.15	34.33	8.54	6.04	0.00	9.16	0.00	4.78	1.21	0.00	0.00	0.29
30.00	40.06	38.15	34.33	7.75	5.01	0.00	8.52	0.00	4.20	1.56	0.00	0.00	0.24
31.00	40.05	38.15	34.33	8.69	5.84	0.00	8.48	0.00	4.33	0.47	0.00	0.00	0.11
32.00	40.06	38.14	34.34	8.13	6.87	0.00	7.98	0.00	7.55	0.77	0.00	0.00	0.00
33.00	40.05	38.15	34.33	9.21	6.18	0.00	8.41	0.00	7.82	0.88	0.00	0.00	0.00
34.00	40.06	38.15	34.33	7.51	4.99	0.00	6.68	0.00	7.15	1.00	0.00	0.00	0.00
35.00	40.05	38.15	34.33	6.63	4.74	0.00	6.35	0.00	5.91	1.09	0.00	0.00	0.00
36.00	40.06	38.14	34.33	6.60	4.30	0.00	6.41	0.00	6.21	1.19	0.00	0.00	0.00
37.00	40.06	38.15	34.33	5.44	6.19	0.00	6.78	0.00	8.03	1.71	0.00	0.00	0.00
38.00	40.05	38.15	34.33	7.82	6.19	0.00	5.77	0.00	6.04	1.33	0.00	0.00	0.00
39.00	40.06	38.15	34.33	9.01	6.73	0.00	7.75	0.00	7.23	1.13	0.00	0.00	0.00
