Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.594s)
CreateVariables () DONE !!!
Creating 15 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	37.82	35.10	33.17	14.03	5.51	0.00	9.16	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	38.15	35.29	33.38	9.06	4.13	0.04	4.96	2.12	0.00	1.10	0.00	0.00	4.56	0.00	0.00
4.00	38.15	35.29	33.38	8.64	3.73	1.55	3.62	2.09	0.00	1.52	0.00	0.00	4.50	0.00	0.00
5.00	38.14	35.29	33.38	8.82	1.97	0.72	4.35	2.21	0.00	1.12	0.00	0.00	3.80	0.77	0.00
6.00	38.15	35.29	33.38	7.36	2.54	0.55	4.89	2.20	0.03	0.92	0.00	0.00	2.31	1.26	0.00
7.00	38.15	35.29	33.38	8.67	3.07	0.83	4.82	1.58	0.08	0.51	0.00	0.00	5.19	0.97	0.00
8.00	38.15	35.29	33.39	10.10	4.59	2.74	9.06	0.00	0.00	1.30	0.00	0.00	4.98	0.00	0.00
9.00	38.14	35.29	33.38	8.79	3.25	1.10	5.01	1.98	0.00	2.02	0.00	0.00	3.94	0.06	0.00
10.00	38.15	35.29	33.38	6.95	4.67	0.93	3.21	1.09	0.00	1.20	0.00	0.00	3.60	1.21	0.00
11.00	38.15	35.29	33.38	5.90	5.59	0.62	3.45	0.92	0.00	0.27	0.00	0.00	2.72	0.89	0.00
12.00	38.15	35.29	33.38	6.77	4.74	0.52	1.42	1.84	0.02	0.12	0.00	0.00	2.13	0.64	0.00
13.00	38.14	35.29	33.38	4.10	5.68	0.88	0.71	1.99	0.24	0.33	0.00	0.00	3.43	0.74	0.00
14.00	38.15	35.29	33.38	5.84	5.46	0.63	4.29	0.00	0.20	0.33	0.00	0.00	3.63	0.52	0.00
15.00	38.15	35.29	33.39	7.00	1.22	0.18	5.62	0.00	0.01	0.01	0.00	0.00	4.98	0.06	0.00
16.00	38.15	35.29	33.38	7.25	1.81	0.18	5.75	0.00	0.21	0.37	0.09	0.00	4.59	1.17	0.00
17.00	38.14	35.29	33.38	7.29	2.35	0.43	5.06	0.43	0.28	0.31	0.02	0.00	4.37	1.00	0.00
18.00	38.15	35.29	33.38	6.59	1.91	0.16	3.32	1.47	0.09	0.63	0.18	0.00	4.14	1.06	0.00
19.00	38.15	35.29	33.38	7.02	1.80	0.27	3.09	1.39	0.00	0.46	0.12	0.00	3.60	0.93	0.00
20.00	38.15	35.29	33.38	6.38	2.13	0.18	3.59	1.36	0.00	0.44	0.11	0.00	3.09	0.80	0.00
21.00	38.14	35.29	33.38	8.21	1.93	0.00	3.83	1.33	0.00	0.91	0.17	0.00	4.35	1.15	0.00
22.00	38.15	35.29	33.39	8.68	1.90	0.42	1.30	0.70	0.01	0.89	0.00	0.00	3.34	1.16	0.00
23.00	38.15	35.29	33.38	8.09	2.35	0.30	1.29	0.00	0.00	0.92	0.00	0.00	2.96	1.34	0.00
24.00	38.14	35.29	33.38	7.45	3.30	0.00	2.94	0.49	0.09	0.48	0.00	0.00	3.21	0.74	0.00
25.00	38.15	35.29	33.38	6.63	1.82	0.00	2.08	0.91	0.06	0.35	0.00	0.00	4.16	0.64	0.00
26.00	38.15	35.29	33.38	8.37	1.98	0.00	2.98	1.21	0.02	0.02	0.00	0.00	5.17	0.04	0.00
27.00	38.15	35.29	33.38	8.39	2.70	0.00	4.10	1.74	0.00	0.02	0.00	0.00	5.64	0.06	0.00
28.00	38.14	35.29	33.38	4.18	3.27	0.10	4.89	2.17	0.00	0.00	0.00	0.00	4.32	0.00	0.00
29.00	38.15	35.29	33.39	9.77	2.86	0.00	7.47	0.28	0.00	0.01	0.00	0.00	0.00	0.01	0.00
30.00	38.15	35.29	33.38	7.27	2.37	0.00	3.22	0.91	0.00	0.00	0.00	0.00	0.00	0.03	0.00
31.00	38.15	35.29	33.38	6.66	0.82	0.00	3.34	1.55	0.30	0.11	0.00	0.00	0.00	1.73	0.00
32.00	38.14	35.29	33.38	7.79	1.03	0.00	3.07	1.25	0.53	0.74	0.00	0.00	0.00	2.99	0.00
33.00	38.15	35.29	33.38	8.25	1.56	0.00	2.77	1.17	1.06	0.52	0.00	0.00	0.00	2.84	0.00
34.00	38.15	35.29	33.38	9.82	2.75	0.00	2.56	1.15	0.45	0.39	0.00	0.00	0.00	1.65	0.00
35.00	38.15	35.29	33.39	14.02	2.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
36.00	38.14	35.29	33.38	10.04	2.08	0.00	0.00	0.00	0.34	0.49	0.00	0.00	0.00	1.42	0.00
37.00	38.15	35.29	33.38	8.56	2.17	0.00	0.54	0.00	0.00	2.10	0.11	0.00	0.00	5.10	0.00
38.00	38.15	35.29	33.38	7.06	1.97	0.00	3.43	0.77	0.00	1.90	0.47	0.00	0.00	3.75	0.00
39.00	38.15	35.29	33.38	6.78	2.91	0.69	3.45	1.19	0.00	0.72	0.16	0.00	2.96	1.29	0.00
