Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.371s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	36.91	32.32	26.69	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	37.20	32.42	26.71	7.41	2.06	4.76	0.00	3.01	0.00	0.00	0.00	0.09	0.00	3.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	37.20	32.42	26.71	7.57	2.65	5.11	1.49	4.00	0.00	0.00	0.00	0.38	0.00	4.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	37.20	32.42	26.69	7.77	2.59	6.54	3.31	5.14	0.00	0.00	0.00	0.18	0.00	4.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6.00	37.20	32.43	26.71	5.94	2.82	4.37	2.54	3.53	0.00	0.00	0.00	0.39	0.00	3.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7.00	37.18	32.42	26.71	7.75	1.71	6.02	1.98	3.18	0.00	0.00	0.00	0.45	0.00	7.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8.00	37.20	32.42	26.71	9.70	3.59	8.28	0.07	3.69	0.00	0.00	0.00	0.44	0.00	8.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9.00	37.20	32.42	26.69	10.12	3.99	8.75	0.00	4.87	0.00	0.00	0.00	0.58	0.00	8.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10.00	37.20	32.43	26.71	9.61	4.09	8.94	0.00	4.76	0.00	0.00	0.00	0.76	0.00	8.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11.00	37.20	32.42	26.71	9.47	2.59	8.57	0.00	4.35	0.00	0.00	0.00	0.09	0.00	8.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
12.00	37.20	32.42	26.69	7.04	3.50	4.78	0.34	2.65	0.00	0.00	0.00	0.47	0.00	6.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13.00	37.18	32.42	26.71	5.13	1.26	4.89	2.21	1.22	0.00	0.00	0.00	0.26	0.00	4.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14.00	37.20	32.43	26.71	5.47	1.46	5.38	2.13	1.17	0.00	0.00	0.00	0.21	0.00	3.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.00	37.20	32.42	26.71	7.20	1.61	5.53	1.90	1.04	0.00	0.00	0.00	0.24	0.00	3.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16.00	37.20	32.42	26.69	7.70	2.89	6.40	0.80	1.04	0.00	0.00	0.00	0.12	0.00	5.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.00	37.20	32.42	26.71	7.50	2.19	5.03	0.00	0.04	0.00	0.00	0.00	0.15	0.00	5.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18.00	37.20	32.42	26.71	4.22	3.74	5.42	0.00	2.76	0.00	0.00	0.00	0.08	0.00	6.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.00	37.18	32.43	26.69	8.21	3.05	5.97	0.00	2.81	0.00	0.00	0.00	0.00	0.00	9.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20.00	37.20	32.42	26.71	6.56	2.43	4.96	0.93	2.99	0.00	0.00	0.00	0.00	0.00	7.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
21.00	37.20	32.42	26.71	7.12	2.85	5.53	0.24	3.05	0.00	0.00	0.00	0.00	0.00	7.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
22.00	37.20	32.42	26.71	6.31	1.57	5.30	1.38	2.18	0.00	0.00	0.00	0.25	0.00	5.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.00	37.20	32.43	26.69	2.89	2.79	6.38	2.71	1.86	0.00	0.00	0.00	0.28	0.00	4.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
24.00	37.20	32.42	26.71	5.67	3.64	6.05	2.85	0.90	0.00	0.00	0.00	0.21	0.00	5.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
25.00	37.18	32.42	26.71	7.47	3.87	7.14	2.81	4.03	0.00	0.00	0.00	0.30	0.00	4.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
26.00	37.20	32.42	26.69	7.25	3.36	4.50	2.48	3.67	0.00	0.00	0.00	0.51	0.00	6.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
27.00	37.20	32.43	26.71	6.27	2.48	5.01	2.88	3.92	0.00	0.00	0.00	0.20	0.00	4.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
28.00	37.20	32.42	26.71	7.30	1.45	6.81	3.69	4.54	0.00	0.00	0.00	0.37	0.00	5.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
29.00	37.20	32.42	26.71	7.21	3.60	4.32	2.84	4.27	0.00	0.00	0.00	0.00	0.00	4.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
30.00	37.18	32.42	26.69	7.57	4.46	6.05	0.66	1.61	0.00	0.00	0.00	0.29	0.00	7.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
31.00	37.20	32.43	26.71	8.13	4.74	5.38	0.01	4.07	0.00	0.00	0.00	0.31	0.00	8.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
32.00	37.20	32.42	26.71	6.79	4.08	6.22	0.00	3.53	0.00	0.00	0.00	0.31	0.00	6.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
33.00	37.20	32.42	26.71	5.81	3.37	4.73	0.00	1.93	0.00	0.00	0.00	0.19	0.00	5.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
34.00	37.20	32.42	26.69	5.59	2.93	2.04	0.00	1.44	0.00	0.00	0.00	0.22	0.00	4.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
